ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0013345493;FR0013345493.SG;;;https://twitter.com/YahooFinance;;1,682;0;0;0;0;0
LU1068091351;BREB.BR;Financial Services;Asset Management;https://www.brederode.eu/;Brederode SA;106,4;128,56;0,83;3546,67;1;0,01
FR001400AJZ7;ALBPK.PA;Technology;Communication Equipment;https://www.broadpeak.tv/;Broadpeak Société anonyme;0,97;2,91;0,33;0,21;0,51;0
FR001400AJ60;ALCWE.PA;Utilities;Utilities - Renewable;https://www.charwood.energy/;Charwood Energy SA;2,74;2,58;1,06;0,87;0,74;0
FR0000060907;CHSR.PA;Consumer Cyclical;Footwear & Accessories;https://www.lachausseria.com/;Chausseria;7;0;0;0;3,01;0
FR0010447086;MLCHE.PA;Technology;Information Technology Services;https://www.cheops.fr/;Cheops Technology France Société anonyme;64;0;0;0;0;0
FR0000130403;CDI.PA;Consumer Cyclical;Luxury Goods;https://www.dior-finance.com/;Christian Dior SE;596;805,68;0,74;0,66;0,16;0
FR0000054322;ALCBX.PA;Technology;Computer Hardware;https://www.ciboxcorp.com/;Cibox Inter@ctive;0,036;0,03;1,2;0,9;0,48;0
BE0003592038;COMB.BR;Financial Services;Asset Management;https://www.bois-sauvage.be/;Compagnie du Bois Sauvage S.A.;232;434,84;0,53;1,01;0,79;0,01
FR0000060303;COVH.PA;Real Estate;REIT - Hotel & Motel;https://www.covivio-hotels.fr/;Covivio Hotels;18,8;44,59;0,42;0,74;0,51;0,32
NO0010808892;CRAYN.OL;Technology;Information Technology Services;https://www.crayon.com/;Crayon Group Holding ASA;135,1;163,87;0,82;0,48;0,18;0
FR0000044323;CRAP.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-alpesprovence/particulier.html;Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative;78;0;0;0;0,12;0,05
FR0000185506;CRAV.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-atlantique-vendee;Crédit Agricole Atlantique Vendée;82;25328,87;0;0;0,12;0,05
FR0010483768;CRBP2.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/;Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative;18,33;2879,3;0,01;0,01;0,12;0,29
FR0000045213;CIV.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-illeetvilaine;Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine Société coopérative;65;8876,57;0,01;0,01;0,11;0,05
FR0010461053;CRLA.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-languedoc/particulier.html;Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative;54,98;1772,57;0,03;0,04;0,15;0,07
FR0000045239;CRLO.PA;Financial Services;Banks - Regional;https://www.ca-loirehauteloire.fr/;Caisse Regionale de Credit Agricole Mutuel de la Loire-Haute-Loire SA;58,5;0;0;0;0,18;0,06
FR0000045551;CMO.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-morbihan/particulier.html;Caisse Régionale de Crédit Agricole du Morbihan;65;8601,39;0,01;0,01;0,15;0,04
FR0000185514;CNDF.PA;Financial Services;Banks - Regional;https://communication.ca-norddefrance.fr/;Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative;13,72;2376,16;0,01;0,01;0,14;0,33
FR0000044364;CCN.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-normandie-seine/particulier.html;Caisse Régionale de Crédit Agricole Mutuel de Normandie-Seine Société coopérative;81,5;0;0;0;0;0,05
FR0000045528;CAF.PA;Financial Services;Banks - Regional;https://ca-paris.fr/;Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France;61,8;8928,46;0,01;0,01;0,11;0,07
FR0000045346;CRSU.PA;Financial Services;Banks - Regional;https://www.credit-agricole.fr/ca-sudrhonealpes/particulier.html;Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes;120,02;0;0;0;0,11;0,03
FR0000053381;DBG.PA;Industrials;Waste Management;https://www.derichebourg.com/;Derichebourg SA;5,12;14,48;0,35;0,35;0,41;0,5
NO0010963275;DSRT.OL;Basic Materials;Agricultural Inputs;https://www.desertcontrol.com/;Desert Control AS;6,48;1,69;3,83;4;0,95;0
IT0005454027;DIT.MI;Consumer Cyclical;Travel Services;https://www.destinationitalia.com/;Destination Italia S.p.A.;0,61;2,23;0,27;0,23;0,16;0
DE0005140008;DBK.DE;Financial Services;Banks - Regional;https://www.db.com/;Deutsche Bank Aktiengesellschaft;17,064;0;0;0;0,06;0,16
DE0005810055;DB1.DE;Financial Services;Financial Data & Stock Exchanges;https://deutsche-boerse.com/dbg-de/;Deutsche Börse AG;222,9;1599,01;0,14;0,07;0,03;0,01
DE0007480204;DEQ.DE;Real Estate;Real Estate Services;https://www.deutsche-euroshop.de/;Deutsche EuroShop AG;19,4;56,21;0,35;0,55;0,43;0,25
DE0008232125;LHA.DE;Industrials;Airlines;https://www.lufthansagroup.com/;Deutsche Lufthansa AG;6,75;0;0;0;0,22;0,8
DE0005552004;DHL.DE;Industrials;Integrated Freight & Logistics;https://group.dhl.com/;Deutsche Post AG;35,32;0;0;0;0,33;0,1
DE000A0XYG76;DR0.DE;Energy;Oil & Gas E&P;https://www.rohstoff.de/;Deutsche Rohstoff AG;31,7;97,96;0,32;0,43;0,42;0,09
DE0005557508;DTE.DE;Communication Services;Telecom Services;https://www.telekom.com/;Deutsche Telekom AG;29,8;0;0;0;0,2;0,13
DE000A0HN5C6;DWNI.DE;Real Estate;Real Estate Services;https://www.deutsche-wohnen.com/;Deutsche Wohnen SE;24,4;66,91;0,36;0,58;0,5;0,05
DE0006305006;DEZ.DE;Industrials;Specialty Industrial Machinery;https://www.deutz.com/;DEUTZ Aktiengesellschaft;4,144;10,22;0,41;0,33;0,48;0,47
FR0000060840;ALDEV.PA;Consumer Cyclical;Apparel Manufacturing;https://www.devernois.com/;Devernois S.A.;10,3;0;0;0;0,42;0,39
PTEDP0AM0009;EDP.LS;Utilities;Utilities - Diversified;https://www.edp.com/en/;EDP, S.A.;3,171;0;0;0;0,21;1,39
ES0127797019;EDPR.LS;Utilities;Utilities - Renewable;https://www.edpr.com/;EDP Renováveis, S.A.;9,805;0;0;0;0,37;0,06
FR0010882886;MLEFA.PA;Financial Services;Asset Management;https://www.eduformaction.fr/;Eduform'action Société Anonyme;0,41;0;0;0;0;0
IT0005577868;EEMS.MI;Utilities;Utilities - Regulated Gas;https://www.eems.com/;EEMS Italia SpA;0,167;0,4;0,42;0,36;0,61;0
FR0000072373;ALGID.PA;Technology;Electronic Components;https://www.egide-group.com/;Egide S.A.;0,452;1,31;0,35;0,24;0,23;0
NO0010263023;EIOF.OL;Energy;Oil & Gas Equipment & Services;https://www.eidesvik.no/;Eidesvik Offshore ASA;13,26;38,16;0,35;0,5;0,56;0,22
FR0000130452;FGR.PA;Industrials;Engineering & Construction;https://www.eiffage.com/;Eiffage SA;87,12;426,75;0,2;0,18;0,19;0,03
FR0011466069;EKI.PA;Technology;Communication Equipment;https://www.ekinops.com/;EKINOPS S.A.;3,47;5,53;0,63;0,5;0,78;0
AT0000652011;EBS.VI;Financial Services;Banks - Regional;https://www.erstegroup.com/;Erste Group Bank AG;59,08;883,11;0,07;0,07;0,07;0,05
IT0005337107;ESAU.MI;Industrials;Specialty Industrial Machinery;https://www.esautomotion.com/;Esautomotion S.p.A.;2,63;3,17;0,83;0,65;0,85;0,79
IT0005421885;ESIGM.MI;Consumer Defensive;Packaged Foods;https://www.esi-spa.com/;ESI S.p.A.;1,58;2,96;0,53;0,29;0,13;0
FR0000035818;ALESK.PA;Technology;Software - Application;https://www.esker.fr/;Esker SA;260,6;20,36;12,8;9,66;0,84;0
IT0005573818;ESPE.MI;Industrials;Engineering & Construction;https://www.espe.it/;Espe S.p.A.;2,65;4,08;0,65;0,36;0,19;0
IT0003850929;PRT.MI;Technology;Electronics & Computer Distribution;https://www.esprinet.com/;Esprinet S.p.A.;4,51;33,15;0,14;0,08;0,21;0,63
FR0000121667;EL.PA;Healthcare;Medical Instruments & Supplies;https://www.essilorluxottica.com/;EssilorLuxottica Société anonyme;231,2;55,44;4,17;3,3;0,65;0,01
FR0000120669;ES.PA;Energy;Oil & Gas Refining & Marketing;https://corporate.esso.fr/;Esso S.A.F.;105;366,75;0,29;0,21;0,63;0,06
PTESO0AM0000;ESON.LS;Consumer Cyclical;Resorts & Casinos;https://www.estoril-solsgps.com/;Estoril Sol, SGPS, S.A.;4,9;23,48;0,21;0,18;0,38;0
IT0005468191;BIRO.MI;Consumer Cyclical;Auto Manufacturers;https://www.estrima.com/;Estrima S.p.A.;0,226;6,15;0,04;0,02;0,22;0
IT0004818297;EUK.MI;Healthcare;Medical Care Facilities;https://www.eukedos.it/;EuKedos S.p.A.;0,81;5,74;0,14;0,14;0,2;0
FR0000061475;EFI.PA;Real Estate;Real Estate Services;https://www.eurasiafonciereinvestissements.com/;Eurasia Fonciere Investissements Société Anonyme;0,29;0;0;0;0;0
FR0010844001;ALEUA.PA;Real Estate;Real Estate Services;https://www.eurasiagroupe.com/;Eurasia Groupe SA;1,9;0;0;0;0;0
FR0000121121;RF.PA;Financial Services;Asset Management;https://www.eurazeo.com/en/;Eurazeo SE;70,05;132,96;0,53;2,34;0,84;0,03
FR0014008VX5;EAPI.PA;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.euroapi.com/en;Euroapi S.A.;2,974;18,4;0,16;0,14;0,5;0
FR0000060535;ORIA.PA;Real Estate;Real Estate Services;https://www.fiducial-real-estate.fr/;Fiducial Real Estate;175;285,22;0,61;1,44;0,65;0
IT0003365613;FM.MI;Industrials;Specialty Business Services;https://www.fieramilano.it/;Fiera Milano SpA;4,4;8,26;0,53;0,46;0,25;0
FR0011665280;FGA.PA;Industrials;Aerospace & Defense;https://www.figeac-aero.com/;Figeac Aero Société Anonyme;5,88;16,26;0,36;0,24;0,08;0
IT0004967292;FILA.MI;Industrials;Business Equipment & Supplies;https://www.filagroup.it/;F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.;10,5;17,59;0,6;0,44;0,51;0,35
FR001400AEM6;ALFUM.PA;Communication Services;Advertising Agencies;https://www.fillupmedia.fr/;Fill Up Media S.A.;6,45;6,3;1,02;0,6;0,31;0
FR0000060824;FINM.PA;Industrials;Conglomerates;https://www.financiere-marjos.com/;Financière Marjos SA;0,119;0;0;-2,97;55,81;0
IT0005475162;FTC.MI;Industrials;Consulting Services;https://www.finanza.tech/;Finanza.tech S.p.A.;0,77;0,89;0,87;0,53;0,51;0
FR0010487272;MLFXO.PA;Industrials;Waste Management;https://www.finaxo.fr/;Finaxo Environnement Societe Anonyme;0,625;0;0;0;0;0
IT0005215329;FF.MI;Consumer Defensive;Packaged Foods;https://www.finefoods.it/;Fine Foods & Pharmaceuticals N.T.M. S.p.A.;7,8;10,43;0,75;0,85;0,56;0,16
IT0000072170;FBK.MI;Financial Services;Banks - Regional;https://finecobank.com/;FinecoBank Banca Fineco S.p.A.;17,045;54,33;0,31;0,33;0,07;0,2
FR0000038184;FIPP.PA;Real Estate;Real Estate Services;https://www.f-i-p-p.com/;FIPP Société Anonyme;0,145;0,71;0,2;0,47;0,6;0
BE0003797140;GBLB.BR;Financial Services;Asset Management;https://www.gbl.be/;Groupe Bruxelles Lambert SA;65,3;167,12;0,39;0,44;0,52;0,05
FR0000053035;GEA.PA;Industrials;Business Equipment & Supplies;https://www.gea.fr/;Grenobloise d'Electronique et d'Automatismes Société Anonyme;77;85,01;0,91;0,75;1,97;0,02
DE0006602006;G1A.F;Industrials;Specialty Industrial Machinery;https://www.gea.com/;GEA Group Aktiengesellschaft;48,92;23;2,13;1,36;0,41;0,05
FR001400M1R1;ALGEC.PA;Technology;Software - Infrastructure;https://www.geci.net/;GECI International S.A.;2,7;0;0;0;0,17;0
FR0010040865;GFC.PA;Real Estate;REIT - Office;https://www.gecina.fr/;Gecina;89,6;236,21;0,38;0,88;0,6;0,06
IT0003203947;GE.MI;Technology;Electronic Components;https://www.gefran.com/;Gefran S.p.A.;9,06;10,45;0,87;0,78;0,6;0
IT0005312365;GEL.MI;Industrials;Pollution & Treatment Controls;https://www.gel.it/;Gel S.p.A.;1,84;2,75;0,67;0,53;0,5;0
IT0005144784;GF.MI;Financial Services;Credit Services;https://www.generalfinance.it/;Generalfinance S.p.A.;12,55;45,68;0,27;0,15;0,12;0
IT0000062072;G.MI;Financial Services;Insurance - Diversified;https://www.generali.com/;Assicurazioni Generali S.p.A.;28,3;0;0;0;0,05;0,21
CH0308403085;GNRO.PA;Healthcare;Biotechnology;https://www.geneuro.com/;GeNeuro SA;0,102;0,25;0,41;-0,6;2,17;0
FR0004163111;GNFT.PA;Healthcare;Biotechnology;https://www.genfit.com/;Genfit S.A.;3,525;2,51;1,4;0,8;0,42;0
IT0005040354;GROW.MI;Technology;Software - Application;https://www.growens.io/en;Growens S.p.A.;5,34;5,4;0,99;0,81;0,91;0
FR0011726835;GTT.PA;Energy;Oil & Gas Equipment & Services;https://www.gtt.fr/;Gaztransport & Technigaz SA;131,2;15,6;8,41;6,09;0,58;0,03
FR0000032526;GBT.PA;Healthcare;Medical Devices;https://www.guerbet.com/;Guerbet SA;24,75;73,67;0,34;0,25;0,39;0,11
FR0000066722;GUI.PA;Technology;Computer Hardware;https://www.guillemot.com/;Guillemot Corporation S.A.;6,9;9,56;0,72;0,54;0,74;0
IT0005411209;GVS.MI;Industrials;Pollution & Treatment Controls;https://www.gvs.com/;GVS S.p.A.;5,28;3,81;1,39;1,09;0,39;0
NO0004288200;GYL.OL;Communication Services;Publishing;https://www.gyldendalasa.no/;Gyldendal ASA;390;812,73;0,48;0,41;0,44;0
IT0004674666;FARM.MI;Financial Services;Asset Management;https://www.h-farm.com/en;H-FARM S.p.A.;0,1345;0,17;0,79;0,54;0,26;0
FR0014007LQ2;ALHUN.PA;Consumer Cyclical;Specialty Retail;https://www.hunyvers.com/;Hunyvers SA;9,3;19,55;0,48;0,27;0,37;0
GB00B9275X97;HVO.L;Healthcare;Biotechnology;https://www.hvivo.com/;hVIVO plc;21,7;0,11;197,27;144,67;0,41;0
GB00BYN5BY03;HYSG.BR;Technology;Software - Application;https://www.hybridsoftware.group/;Hybrid Software Group PLC;4,36;1,03;4,23;2,95;0,86;0
FR0004153930;ALTAO.PA;;;https://twitter.com/YahooFinance;;0,0106;0;0;0;4,55;0
NL0009391242;HYDRA.AS;Industrials;Farm & Heavy Construction Machinery;https://www.hydratec.nl/;Hydratec Industries NV;160;150,18;1,07;0,86;0,45;0,02
FR0005843125;MLHYE.PA;Industrials;Engineering & Construction;https://www.hydro-exploitations.fr/;Hydro-Exploitations Societe Anonyme;118;0;0;0;0;0,02
FR0014001PM5;FR0014001PM5.SG;;;https://twitter.com/YahooFinance;;2,985;0;0;0;0;0
NO0010892359;NO0010892359.SG;;;https://twitter.com/YahooFinance;;0,4255;0;0;0;0;0
BE0974363955;HYL.BR;Healthcare;Biotechnology;https://hyloris.com/;Hyloris Pharmaceuticals SA;5,9;1,57;3,76;3,76;1,42;0
NO0010920945;HYN.OL;Consumer Cyclical;Specialty Retail;https://www.hynion.com/;Hynion AS;0,17;0,33;0,52;0,63;0,72;0
NO0011082075;HAUTO.OL;Industrials;Marine Shipping;https://www.hoeghautoliners.com/;Höegh Autoliners ASA;109;10,6;10,28;17,22;0,64;0
NO0010012636;HSPG.OL;Financial Services;Banks - Regional;https://www.hsbank.no/;Høland og Setskog Sparebank;144,98;0;0;0;0,12;0,04
IT0005108219;IGV.MI;Consumer Cyclical;Resorts & Casinos;https://www.igrandiviaggi.it/;I Grandi Viaggi S.p.A.;1,235;2,37;0,52;0,68;0,55;1,51
FR0014005IU4;ALICR.PA;Healthcare;Medical Instruments & Supplies;https://www.iceram.fr/;I.CERAM SA;0,402;0;0;0;0,23;0
IT0005549255;IMD.MI;Healthcare;Medical Devices;https://www.imdgroup.it/;I.M.D. International Medical Devices S.p.A.;1,42;2,02;0,7;0,51;0,6;0
IT0005037905;IB.MI;Utilities;Utilities - Renewable;https://www.iniziativebrescianespa.it/;Iniziative Bresciane S.p.A.;14,3;32,26;0,44;0,44;0,34;0,24
FR0010331421;IPH.PA;Healthcare;Biotechnology;https://www.innate-pharma.com/;Innate Pharma S.A.;1,9;2,22;0,86;0,56;0,28;0
FR0000064297;FR0000064297.SG;;;https://twitter.com/YahooFinance;;2,975;0;0;0;0;0
IT0005412298;INC.MI;Utilities;Utilities - Regulated Electric;https://www.innovatec.it/;Innovatec S.p.A.;0,991;2,83;0,35;0,22;0,14;0
IT0005391161;MLIRF.PA;Financial Services;Asset Management;https://www.innovative-rfk.it/;Innovative-RFK S.p.A.;1,05;0;0;0;0;0
LU2290522684;LU2290522684.SG;;;https://twitter.com/YahooFinance;;16,41;0;0;0;0;0
NO0010762792;INSTA.OL;Financial Services;Banks - Regional;https://www.instabank.no/;Instabank ASA;2;21;0,1;0,11;0,13;0
FR0000060451;ALLUX.PA;Basic Materials;Aluminum;https://www.groupe-installux.com/;Installux S.A.;344;0;0;0;0,72;0,01
FR0010908723;ALINT.PA;Healthcare;Biotechnology;https://integragen.com/;IntegraGen SA;0,535;1,21;0,44;0,26;0,33;0
FR0000121485;KER.PA;Consumer Cyclical;Luxury Goods;https://www.kering.com/;Kering SA;244,05;215,02;1,14;0,79;0,4;0,01
FR0013156007;FR0013156007.SG;;;https://twitter.com/YahooFinance;;0,518;0;0;0;0;0
IE0004906560;KRZ.IR;Consumer Defensive;Packaged Foods;https://www.kerry.com/;Kerry Group plc;91,4;34,61;2,64;1,82;0,61;0,01
FR0004029411;FR0004029411.SG;;;https://twitter.com/YahooFinance;;7,56;0;0;0;0;0
BE0003880979;KEYW.BR;Technology;Software - Infrastructure;https://www.keyware.com/;Keyware Technologies NV;0,785;1,18;0,67;0,73;0,82;0
NO0010743545;KID.OL;Consumer Cyclical;Specialty Retail;https://www.kid.no/;Kid ASA;132;79,38;1,66;1,36;0,31;0,05
BE0974274061;KIN.BR;Communication Services;Entertainment;https://www.kinepolis.com/;Kinepolis Group NV;37,7;36,71;1,03;0,89;0,17;0,05
IE0004927939;KRX.IR;Industrials;Building Products & Equipment;https://www.kingspan.com/;Kingspan Group plc;69,6;28,33;2,46;1,73;0,48;0,01
DE000KGX8881;KGX.DE;Industrials;Farm & Heavy Construction Machinery;https://www.kiongroup.com/;KION GROUP AG;33,26;94,1;0,35;0,25;0,33;0,05
NO0003079709;KIT.OL;Technology;Electronic Components;https://kitron.com/;Kitron ASA;33;2,4;13,75;8,71;0,35;0,1
FR0013374667;ALKKO.PA;Consumer Defensive;Farm Products;https://www.kko-international.com/;KKO International SA;0,1555;0,14;1,11;1,11;0,29;0
FR0000044943;ALLOG.PA;Technology;Computer Hardware;https://logic-instrument.com/;Logic Instrument S.A.;0,898;1,54;0,58;0,33;0,46;0
NO0010921299;LOKO.OL;Technology;Software - Infrastructure;https://www.lokotechgroup.com/;Lokotech Group AS;1,51;0,22;6,86;6,57;0,93;0
IT0005337073;LON.MI;Consumer Defensive;Food Distribution;https://www.longino.it/;Longino & Cardenal S.p.A.;1,75;3,21;0,55;0,36;0,17;0
IT0005541336;LTMC.MI;Consumer Cyclical;Gambling;https://lottomaticagroup.com/;Lottomatica Group S.p.A.;12,91;20,25;0,64;1;0,14;0
BE0003604155;LOTB.BR;Consumer Defensive;Packaged Foods;https://www.lotusbakeries.com/;Lotus Bakeries NV;10920;0;0;0;0,55;0
DE0006450000;LPK.DE;Industrials;Specialty Industrial Machinery;https://www.lpkf.com/;LPKF Laser & Electronics SE;8,71;4,64;1,88;1,76;0,64;0,3
FR0011884378;ALUCI.PA;Industrials;Electrical Equipment & Parts;https://www.lucibel.io/;Lucibel SA;0,1248;0,51;0,24;0,19;0,05;0
IT0004522162;LMG.MI;Communication Services;Entertainment;https://www.lucisanomediagroup.com/;Lucisano Media Group S.p.A.;0,905;5,19;0,17;0,11;0,5;0
NO0010927288;LUMI.OL;Consumer Defensive;Education & Training Services;https://lumiinvestor.com/;Lumi Gruppen AS;13,3;14,4;0,92;1,15;0,44;0
FR0000038242;LBIRD.PA;Healthcare;Diagnostics & Research;https://www.lumibird.com/;Lumibird SA;8,54;12,67;0,67;0,45;0,49;0
DE0006599905;MRK.DE;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.merckgroup.com/en;Merck KGaA;141,15;202,75;0,7;0,51;0,56;0,01
ES0105025003;MRL.MC;Real Estate;REIT - Office;https://www.merlinproperties.com/;MERLIN Properties SOCIMI, S.A.;10,24;23,92;0,43;0,74;0,56;0,62
FR0000039620;MRN.PA;Industrials;Electrical Equipment & Parts;https://www.mersen.com/;Mersen S.A.;20,5;50,39;0,41;0,38;0,51;0,13
IT0005481855;MET.MI;Financial Services;Asset Management;https://www.metextragroup.com/;Met.Extra Group S.p.A.;2,1;0;0;0;0,75;0
FR00140066X4;ALTHO.PA;Technology;Computer Hardware;https://www.metavisio.eu/;Metavisio;0,1976;1,84;0,11;0,06;0,24;0
FR0011217710;ALMET.PA;Utilities;Utilities - Diversified;https://www.methanor.fr/;Méthanor SCA;1,8;5,66;0,32;2,47;1,03;1,57
FR0000053225;MMT.PA;Communication Services;Broadcasting;https://www.groupem6.fr/;Métropole Télévision S.A.;11,22;11,31;0,99;0,74;0,64;0,49
IT0005586950;MEV.MI;Real Estate;Real Estate Services;https://mevim.it/;Mevim S.p.A.;0,5744;1,73;0,33;0,2;0,13;0
IT0005450819;ALMEX.PA;Financial Services;Asset Management;https://www.mexedia.com/;Mexedia Società Per Azioni S.B.;6,5;17,87;0,36;0,18;0,4;0
BE0003832491;NEWT.BR;Consumer Defensive;Confectioners;https://www.newtree.com/;Newtree S.A.;2,3;0;0;0;0;0
FR0000044448;NEX.PA;Industrials;Electrical Equipment & Parts;https://www.nexans.com/;Nexans S.A.;106;157,73;0,67;0,45;0,23;0,02
IT0005366767;NEXI.MI;Technology;Software - Infrastructure;https://www.nexigroup.com/;Nexi S.p.A.;5,738;0;0;0;0,49;0
FR0010112524;NXI.PA;Real Estate;Real Estate - Diversified;https://www.nexity.fr/;Nexity SA;12,73;129,56;0,1;0,06;0,24;0,78
NO0010629108;NEXT.OL;Technology;Scientific & Technical Instruments;https://www.nextbiometrics.com/;NEXT Biometrics Group ASA;6,6;1,09;6,06;5,08;1,2;0
IT0005330516;NR.MI;Real Estate;REIT - Retail;https://www.nextresiiq.it/;Next Re SIIQ S.p.A.;3,02;12,84;0,24;0,47;0,54;0,65
FR0004171346;FR0004171346.SG;;;https://twitter.com/YahooFinance;;0,44;0;0;0;0;0
BE0003770840;NEXTA.BR;Real Estate;REIT - Diversified;https://nextensa.eu/en/;Nextensa NV/SA;36,9;176,13;0,21;0,3;0,47;0,15
FR0014003XT0;ALNFL.PA;Healthcare;Biotechnology;https://www.nflbiosciences.com/;NFL Biosciences SA;1,788;0,4;4,47;2,32;0,21;0
FR0013018124;ALCOX.PA;;;;;0,278;0,83;0,33;0,22;0,51;0
FR0000052680;SBT.PA;Consumer Defensive;Beverages - Wineries & Distilleries;https://oeneo.com/;Oeneo Société Anonyme;9,66;6,97;1,39;1,28;0,65;0,15
IT0005374035;OS.MI;Industrials;Aerospace & Defense;https://www.officinastellare.com/;Officina Stellare S.p.A.;13,65;6,15;2,22;1,56;0,37;0
NO0010816895;OKEA.OL;Energy;Oil & Gas E&P;https://okea.no/;OKEA ASA;19,68;199,73;0,1;0,07;0,05;0
NO0005638858;OLT.OL;Real Estate;Real Estate Services;https://www.olt.no/;Olav Thon Eiendomsselskap ASA;222;602,15;0,37;0,71;0,5;0,01
IT0001350625;OLI.MI;Technology;Computer Hardware;https://www.olidata.com/;Olidata S.p.A.;0,3505;0,43;0,82;0,45;0,11;0
PTOTP0AM0004;MLORE.LS;Real Estate;REIT - Diversified;https://www.ores-portugal.com/;Olimpo Real Estate Portugal, SIGI, S.A.;3,7;6,75;0,55;1,05;0,52;0
NO0010894512;OMDA.OL;Healthcare;Health Information Services;https://www.omda.com/;Omda AS;28,5;52,65;0,54;0,75;0,09;0
IT0005453748;OMER.MI;Industrials;Tools & Accessories;https://omerspa.com/;OMER S.p.A.;4,02;2,4;1,67;1,43;0,72;0
FR0014003T71;ALODC.PA;Consumer Defensive;Food Distribution;https://www.omerdecugis.com/;Omer-Decugis & Cie SA;4,2;6,81;0,62;0,53;0,5;0
AT0000743059;OMV.VI;Energy;Oil & Gas Integrated;https://www.omv.com/;OMV Aktiengesellschaft;37,24;141,12;0,26;0,25;0,35;0,1
FR001400CM63;ALOPM.PA;Healthcare;Biotechnology;https://www.oncodesign.com/;Oncodesign Precision Medicine Société anonyme;1;0,85;1,18;0,67;0,23;0
FR0013266772;ALEXP.PA;Financial Services;Capital Markets;https://groupe.one-experience.fr/;One Experience Société anonyme;0,38;1,05;0,36;0,28;0,5;0
DE0006916604;PFV.F;Industrials;Specialty Industrial Machinery;https://group.pfeiffer-vacuum.com/;Pfeiffer Vacuum Technology AG;153,2;85,91;1,78;1,62;0,58;0,01
IT0005274094;PHN.MI;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.pharmanutra.it/;Pharmanutra S.p.A.;54,5;9,58;5,69;4,36;0,51;0,03
