ISIN;nom;ticker
GB0004270301e;Hill & Smith Holdin;HILS
GB0004478896e;Hunting PLC;HTG
GB0004543517e;Montanaro European ;MTE
GB0004559349e;International Biote;IBT
GB0004657408e;Mitie Group PLC;MTO
GB0004726096e;Spirent Communicati;SPT
GB0004866223e;Keller Group PLC;KLR
GB0004915632e;Kier Group PLC;KIE
GB0005368062e;Lowland Investment ;LWI
GB0005405286e;HSBC Holdings PLC;HSBA
GB0005518872e;Macfarlane Group PLC;MACF
GB0005555221e;Majedie Investments;MAJE
GB0005576813e;Howden Joinery Grou;HWDN
GB0005603997e;Legal & General Gro;LGEN
GB0005630420e;Mears Group PLC;MER
GB0005746358e;McBride PLC;MCB
GB0005774855e;BlackRock World Min;BRWM
GB0005794036e;Mercantile Investme;MRC
GB0005800072e;Merchants Trust PLC;MRCH
GB0006007560e;Montanaro UK Smalle;MTU
GB0006027295e;Morgan Crucible Co ;MGAM
GB0006081037e;Mountview Estates P;MTVW
GB0006108418e;Schroder UK Mid Cap;SCP
GB0006111123e;Murray Income Trust;MUT
GB0006111909e;Murray Internationa;MYI
GB0006436108e;BlackRock Smaller C;BRSC
GB0006439003e;North Atlantic Smal;NAS
GB0006640972e;4imprint Group PLC;FOUR
GB0006648157e;Oxford Biomedica PLC;OXB
GB0006650450e;Oxford Instruments ;OXIG
GB0006667470e;Pacific Horizon Inv;PHI
GB0006674385e;Pacific Assets Trus;PAC
GB0006731235e;Associated British ;ABF
GB0006776081e;Pearson PLC;PSON
GB0006825383e;Persimmon PLC;PSN
GB0006827546e;Personal Assets Tru;PNL
GB0006928617e;Unite Group PLC;UTG
GB0006963689e;Porvair PLC;PRV
GB0007099541e;Prudential PLC;PRU
GB0007188757e;Rio Tinto PLC;RIO
GB0007323586e;Renishaw PLC;RSW
GB0007325078e;Renold PLC;RNO
GB0007366395e;RIT Capital Partner;RCP
GB0007370074e;Ricardo PLC;RCDO
GB0007388407e;Liontrust Asset Man;LIO
GB0007655037e;S&U PLC;SUS
GB0007668071e;Close Brothers Grou;CBG
GB0007669376e;St James's Place PL;STJ
GB0007739609e;Travis Perkins PLC;TPK
GB0007816068e;Finsbury Growth & I;FGT
GB0007836132e;Scottish Oriental S;SST
GB0007879728e;Hansa Trust PLC;HAN
GB0007908733e;SSE PLC;SSE
GB0007915860e;Schroder Income Gro;SCF
GB0007918872e;Schroder AsiaPacifi;SDP
GB0007958233e;Senior PLC;SNR
GB0007973794e;Serco Group PLC;SRP
GB0007980591e;BP PLC;BP
GB0008025412e;SIG PLC;SHI
GB0008052507e;Shires Income PLC;SHRS
GB0008085614e;Morgan Sindall Grou;MGNS
GB0008475088e;Robert Walters PLC;RWA
GB0008706128e;Lloyds Banking Grou;LLOY
GB0008710799e;Asian Total Return ;ATR
GB0008711763e;TT electronics PLC;TTG
GB0008754136e;Tate & Lyle PLC;TATE
GB0008782301e;Taylor Wimpey PLC;TW
GB0008794710e;Telecom Plus PLC;TEP
GB0008825324e;Temple Bar Investme;TMPL
GB0008829292e;Templeton Emerging ;TEM
GB0008847096e;TESCO PLC;TSCO
GB0008883927e;Trifast PLC;TRI
GB0008910555e;Blackrock Throgmort;THRG
GB0009064097e;TR Property Investm;TRY
GB0009065060e;Henderson Smaller C;HSL
GB0009067447e;Mothercare PLC;MTC
GB0009188797e;Avingtrans plc;AVG
GB0009223206e;Smith & Nephew PLC;SN
GB0009286963e;Vp PLC;VP
GB0009292243e;Victrex PLC;VCT
GB0009465807e;Weir Group PLC/The;WEIR
GB0009580571e;Henderson High Inco;HHI
GB0009697037e;Babcock Internation;BAB
GB0009887422e;Synthomer PLC;SYNT
GB0009895292e;AstraZeneca PLC;AZN
GB0009896605e;Zotefoams PLC;ZTF
GB0030181522e;Tribal Group PLC;TRB
GB0030232317e;Pagegroup;PAGE
GB0030517261e;Monks Investment Tr;MNKS
GB0031215220e;Carnival PLC;CCL
GB0031232498e;Impax Environmental;IEM
GB0031274896e;Marks & Spencer Gro;MKS
GB0031348658e;Barclays PLC;BARC
GB0031429219e;Law Debenture Corp ;LWDB
GB0031638363e;Intertek Group PLC;ITRK
GB0031743007e;Burberry Group PLC;BRBY
GB0031852162e;Jubilee Metals Group PLC;JLP
GB0031977944e;Lindsell Train Investment Trust PLC/The;LTI
GB0032089863e;Next PLC;NXT
GB0033057794e;Dialight PLC;DIA
GB0033147751e;Bloomsbury Publishi;BMY
GB0033195214e;Kingfisher PLC;KGF
GB0033986497e;ITV PLC;ITV
GB0034291418e;Centaur Media PLC;CAU
GB00B00FPT80e;Chesnara PLC;CSN
GB00B012BV22e;Marshalls PLC;MSLH
GB00B012TP20e;Halfords Group PLC;HFD
GB00B0130H42e;ITM Power;ITM
GB00B018CS46e;Ruffer Investment C;RICA
GB00B019KW72e;J Sainsbury PLC;SBRY
GB00B01HM147e;Schroder Real Estat;SREI
GB00B01JLR99e;Nanoco Group PLC;NANO
GB00B01QGK86e;NCC Group PLC;NCC
GB00B01RDH75e;BlackRock Greater E;BRGE
GB00B02J6398e;Admiral Group PLC;ADM
GB00B02L3W35e;Berkeley Group Hold;BKG
GB00B02QND93e;PayPoint PLC;PAY
GB00B02RFS12e;Sareum Holdings plc;SAR
GB00B033F229e;Centrica PLC;CNA
GB00B04V1276e;Grainger PLC;GRI
GB00B06KBB18e;Alba Mineral Resources plc;ALBA
GB00B06QFB75e;IG Group Holdings P;IGG
GB00B0744359e;Essentra PLC;ESNT
GB00B0744B38e;Bunzl PLC;BNZL
GB00B082RF11e;Rentokil Initial PL;RTO
GB00B09G3N23e;Securities Trust of;STS
GB00B0BDCB21e;Strategic Equity Capital PLC;SEC
GB00B0BRN552e;Bango plc;BGO
GB00B0CRWN59e;Schroder Oriental I;SOI
GB00B0FYMT95e;Helical Bar PLC;HLCL
GB00B0HCWM45e;Goldplat PLC;GDP
GB00B0HW5366e;Real Estate Credit ;RECI
GB00B0LCW083e;Hikma Pharmaceutica;HIK
GB00B0LCW208e;Picton Property Inc;PCTN
GB00B0T4LH64e;HICL Infrastructure;HICL
GB00B0WD0R35e;SolGold PLC;SOLG
GB00B0WMWD03e;QinetiQ Group PLC;QQ
GB00B104RS51e;City of London Inve;CLIG
GB00B10RZP78e;Unilever PLC;ULVR
GB00B115T142e;Galileo Resources Plc;GLR
GB00B128J450e;IP Group PLC;IPO
GB00B12MHD28e;LMS Capital PLC/Fun;LMS
GB00B132NW22e;Ashmore Group PLC;ASHM
GB00B135BJ46e;Savills PLC;SVS
GB00B1436N68e;Macau Property Oppo;MPO
GB00B14SKR37e;CMC Markets PLC;CMCX
GB00B15PV034e;Middlefield Canadian Income PCC;MCT
GB00B15XDH89e;Greatland Gold plc;GGP
GB00B17BBQ50e;Investec PLC;INVP
GB00B188SR50e;International Publi;INPP
GB00B18P5K83e;Topps Tiles PLC;TPT
GB00B18S7B29e;AFC Energy plc;AFC
GB00B18V8630e;Pennon Group PLC;PNN
GB00B19NLV48e;Experian PLC;EXPN
GB00B19Z1432e;PZ Cussons PLC;PZC
GB00B1CKQ739e;Dunelm Group PLC;DNLM
GB00B1CRLC47e;Mondi PLC;MNDI
GB00B1FH8J72e;Severn Trent PLC;SVT
GB00B1FP6H53e;Mitchells & Butlers;MAB
GB00B1FW5029e;Hochschild Mining P;HOC
GB00B1G5HX72e;LSL Property Services PLC;LSL
GB00B1JQDM80e;Marston's PLC;MARS
GB00B1KJJ408e;Whitbread PLC;WTB
GB00B1L5QH97e;Rank Group PLC;RNK
GB00B1N7Z094e;Safestore Holdings ;SAFE
GB00B1V9NW54e;Hilton Food Group P;HFG
GB00B1VNSX38e;Drax Group PLC;DRX
GB00B1WY2338e;Smiths Group PLC;SMIN
GB00B1XH2C03e;Ferrexpo PLC;FXPO
GB00B1XZS820e;Anglo American PLC;AAL
GB00B1YKG049e;International Perso;IPF
GB00B1YPC344e;Fuller Smith & Turn;FSTA
GB00B1YW4409e;3i Group PLC;III
GB00B1ZBKY84e;Moneysupermarket.co;MONY
GB00B23K0M20e;Capita PLC;CPI
GB00B27YGJ97e;Severfield PLC;SFR
GB00B2987V85e;Rightmove PLC;RMV
GB00B2B0DG97e;Reed Elsevier PLC;REL
GB00B2NGPM57e;Paragon Group of Co;PAG
GB00B2PDGW16e;WH Smith PLC;SMWH
GB00B2QPKJ12e;Fresnillo PLC;FRES
GB00B39J2M42e;United Utilities Gr;UU
GB00B3CX3644e;STV Group PLC;STVG
GB00B3DGH821e;De La Rue PLC;DLAR
GB00B3FLWH99e;Bodycote PLC;BOY
GB00B3MBS747e;Ocado Group PLC;OCDO
GB00B3SXM832e;BlackRock Frontiers;BRFI
GB00B45C9X44e;Chemring Group PLC;CHG
GB00B4WFW713e;London Metric Prope;LMP
GB00B4YZN328e;Coats Group PLC;COA
GB00B53P2009e;Jupiter Fund Manage;JUP
GB00B5SGVL29e;Tissue Regenix Group plc;TRX
GB00B5ZN1N88e;Segro PLC;SGRO
GB00B61TVQ02e;Inchcape PLC;INCH
GB00B635TG28e;EnQuest PLC;ENQ
GB00B63H8491e;Rolls-Royce Holding;RR
GB00B63PS212e;Frontier IP Group Plc;FIPP
GB00B63QSB39e;Greggs PLC;GRG
GB00B64NSP76e;Costain Group PLC;COST
GB00B65TLW28e;Diverse Income Trus;DIVI
GB00B67G5X01e;Workspace Group PLC;WKP
GB00B6832P16e;Polar Capital Globa;PCGH
GB00B6XZKY75e;A.G.BARR PLC;BAG
GB00B74CDH82e;Cairn Energy PLC;CNE
GB00B759CR16e;Bank of Georgia Hol;BGEO
GB00B7KR2P84e;easyJet PLC;EZJ
GB00B7N0K053e;Premier Foods PLC;PFD
GB00B82YXW83e;Vesuvius PLC;VSVS
GB00B83VD954e;Man Group PLC;EMG
GB00B8C3BL03e;Sage Group PLC/The;SGE
GB00B8SC6K54e;Greencoat UK Wind P;UKW
GB00B8VZXT93e;Crest Nicholson Hol;CRST
GB00B95L0551e;Reabold Resources Plc;RBD
GB00B9XQT119e;Polar Capital Globa;PCFT
GB00BCKFY513e;Foxtons Group plc;FOXT
GB00BD0NVK62e;Hollywood Bowl Group PLC;BOWL
GB00BD0SFR60e;Motorpoint group PLC;MOTR
GB00BD3V4641e;Ecofin Global Utilities and Infrastructure Trust P;EGL
GB00BD3VFW73e;ConvaTec Group PLC;CTEC
GB00BD45SH49e;IntegraFin Holdings PLC;IHP
GB00BD6K4575e;Compass Group PLC;CPG
GB00BD7XPJ64e;NewRiver REIT PLC;NRR
GB00BD8GP619e;KEFI Gold and Copper Plc;KEFI
GB00BDCPN049e;Coca-Cola European Partners PLC;CCEP
GB00BDCXV269e;Quilter PLC;QLT
GB00BDFXHW57e;ASA International Group PLC;ASAI
GB00BDHXPG30e;Alfa Financial Software Holdings PLC;ALFA
GB00BDR05C01e;National Grid PLC;NG
GB00BF01NH51e;PRS REIT Plc/The;PRSR
GB00BF044593e;CLS Holdings PLC;CLI
GB00BF0P7H59e;Triple Point Social Housing Reit PLC;SOHO
GB00BF4HYV08e;Georgia Capital PLC;CGEO
GB00BF5SGF06e;Palace Capital PLC;PCA
GB00BF8J3Z99e;Bakkavor Group PLC;BAKK
GB00BFFK8T45e;Amigo Holdings PLC;AMGO
GB00BFZ7R980e;Mobius Investment Trust PLC/Fund;MMIT
GB00BFZNLB60e;AJ Bell PLC;AJB
GB00BG0TPX62e;Funding Circle Holdings PLC;FCH
GB00BG12XV81e;Augmentum Fintech PLC/Fund;AUGM
GB00BG12Y042e;Energean Oil & Gas PLC;ENOG
GB00BG49KP99e;Tritax Big Box REIT;BBOX
GB00BGHVZM47e;Sdcl Energy Efficiency Income Trust PLC;SEIT
GB00BGJWTR88e;Smithson Investment Trust PLC;SSON
GB00BGLP8L22e;IMI PLC;IMI
GB00BGP6Q951e;Nostrum Oil & Gas L;NOG
GB00BH0P3Z91e;BHP Group;BHP
GB00BH4HKS39e;Vodafone Group PLC;VOD
GB00BHJVQ590e;European Assets Trust PLC/Fund;EAT
GB00BHJYC057e;InterContinental Hotels Group PLC;IHG
GB00BJ62K685e;Pets at Home Group ;PETS
GB00BJDQQ870e;Watches of Switzerland Group PLC;WOSG
GB00BJFLFT45e;Custodian Reit PLC;CREI
GB00BJHPLV88e;Ninety One PLC;N91
GB00BJT0FF39e;RM PLC;RM
GB00BJTNFH41e;AO World PLC;AO
GB00BJV2F804e;Aptitude Software Group PLC;APTD
GB00BJVQC708e;Helios Towers PLC;HTWS
GB00BJVWTM27e;Gulf Marine Service;GMS
GB00BK7YQK64e;Hammerson PLC;HMSO
GB00BKDRYJ47e;Airtel Africa PLC;AAF
GB00BKDTK925e;Trainline PLC;TRN
GB00BKFB1C65e;M&G Prudential PLC;MNG
GB00BKS7YK08e;Treatt PLC;TET
GB00BKY40Q38e;Galliford Try Holdings PLC;GFRD
GB00BL0L5G04e;Adriatic Metals PLC;ADT1
GB00BL9YR756e;Wise PLC;WISE
GB00BLDRH360e;OSB Group PLC;OSB
GB00BLDYK618e;Scottish Mortgage I;SMT
GB00BLWDVP51e;FDM Group Holdings ;FDM
GB00BLWDVR75e;Empiric Student Property PLC;ESP
GB00BLY2F708e;Card Factory PLC;CARD
GB00BM8Q5M07e;JD Sports Fashion PLC;JD
GB00BMH19X50e;Altyn PLC;ALTN
GB00BMJ6DW54e;Informa PLC;INF
GB00BMTV7393e;THG Holdings Ltd;THG
GB00BMX64W89e;Saga PLC;SAGA
GB00BMX86B70e;Haleon PLC ;HLN
GB00BN3ZZ526e;Volution Group PLC;FAN
GB00BN7CG237e;Aston Martin Lagonda Global Holdings PLC;AML
GB00BN7SWP63e;GlaxoSmithKline PLC;GSK
GB00BNGWY422e;SSP Group Plc;SSPG
GB00BNLPYF73e;Spice PLC;SPI
GB00BQQFX454e;Accsys Technologies PLC;AXS
GB00BRK01058e;Carr's Group PLC;CARR
GB00BRKD9Z53e;MJ Gleeson PLC;GLE
GB00BRS65X63e;Indivior PLC;INDV
GB00BTC0LB89e;DFS Furniture PLC;DFS
GB00BTQGS779e;Metlen Energy;MTLN
GB00BV9FP302e;Computacenter PLC;CCC
GB00BVFD4645e;HSS Hire Group PLC;HSS
GB00BVFNZH21e;Rotork PLC;ROR
GB00BVG6X439e;VPC Specialty Lendi;VSL
GB00BVGBWW93e;Assura PLC;AGR
GB00BVV2KN49e;Eurocell Group PLC;ECEL
GB00BVYVFW23e;Auto Trader Group P;AUTO
GB00BWD24154e;AEW UK REIT PLC;AEWU
GB00BWFGQN14e;Spirax-Sarco Engine;SPX
GB00BY2Z0H74e;PureTech Health Plc;PRTC
GB00BY7R8K77e;Schroder European Real Estate Investment Trust PLC;SERE
GB00BY9D0Y18e;Direct Line Insuran;DLG
GB00BYM1K758e;On the Beach Group PLC;OTB
GB00BYN59130e;Domino's Pizza Group PLC;DOM
GB00BYQ0JC66e;Beazley PLC;BEZ
GB00BYRJ5J14e;Primary Health Properties PLC;PHP
GB00BYSRMH16e;CC Japan Income & Growth Trust plc;CCJI
GB00BYSX1508e;Residential Secure Income PLC;RESI
GB00BYT18307e;TBC Bank Group PLC;TBCG
GB00BYW0PQ60e;Land Securities Group PLC;LAND
GB00BYWKBV38e;Red Rock Resources plc;RRR
GB00BYWVDP49e;Sabre Insurance Group PLC;SBRE
GB00BYXJC278e;Ibstock PLC;IBST
GB00BYYDKX57e;ECR Minerals plc;ECR
GB00BYYJL418e;Norcros PLC;NXR
GB00BYYN4225e;Hostelworld Group Plc;HSW
GB00BYYW3C20e;Forterra PLC;FORT
GB00BYYW9G87e;Avacta Group Plc;AVCT
GB00BYZDVK82e;Softcat PLC;SCT
GB00BYZJ7G42e;Harworth Group PLC;HWG
GB00BYZN9041e;Future PLC;FUTR
GB00BYZWX769e;Croda International PLC;CRDA
GB00BZ0D6727e;Kainos Group PLC;KNOS
GB00BZ15CS02e;Argo Blockchain PLC;ARB
GB00BZ1G4322e;Melrose PLC;MRO
GB00BZ4BQC70e;Johnson Matthey PLC;JMAT
GB00BZ6STL67e;Metro Bank PLC;MTRO
GB00BZBX0P70e;Gym Group PLC/The;GYM
GB00BZC0LP49e;Luceco PLC;LUCE
GG00B1NP5142e;BH Macro Ltd;BHMG
GG00B1NPGV15e;BH Macro Ltd;BHMU
GG00B1W3VF54e;Sirius Real Estate Ltd;SRE
GG00B1YQ7219e;Third Point Offshore Investors Ltd;TPOU
GG00B1Z5FH87e;PPHE Hotel Group Ltd;PPH
GG00B1ZBD492e;NB Private Equity Partners Ltd/Fund;NBPE
GG00B28C2R28e;Princess Private Equity Holding Ltd;PEY
GG00B79WC100e;Starwood European R;SWEF
GG00B8C23S81e;ICG-Longbow Senior ;LBOW
GG00B90J5Z95e;TwentyFour Income F;TFIF
GG00B979FD04e;Globalworth Real Estate;GWI
GG00BB0RDB98e;Bluefield Solar Inc;BSIF
GG00BBHX2H91e;Renewables Infrastr;TRIG
GG00BBHXCL35e;Riverstone Energy L;RSE
GG00BD59ZW98e;Rainbow Rare Earths Ltd;RBW
GG00BJ0JVY01e;NextEnergy Solar Fu;NESF
GG00BJVDZ946e;TwentyFour Select M;SMIF
GG00BPFJTF46e;Pershing Square Holdings Ltd/Fund;PSH
GG00BR30MJ80e;HarbourVest Global Private Equity Ltd;HVPE
GG00BV54HY67e;Sequoia Economic Infrastructure Income Fund Ltd;SEQI
GG00BWWYMV85e;Apax Global Alpha Ltd;APAX
GG00BYV2ZQ34e;Regional REIT Ltd;RGL
GG00BYXVT888e;VinaCapital Vietnam Opportunity Fund Ltd;VOF
GG00BZ3C3B94e;Sherborne Investors Guernsey C Ltd;SIGC
IE0000669501e;Glanbia PLC;GLB
IE0001827041e;CRH PLC;CRH
IE0002424939e;DCC PLC;DCC
IE0003864109e;Greencore Group PLC;GNC
IE0004906560e;Kerry Group PLC;KYGA
IE00B00MZ448e;Grafton Group PLC;GFTU
IE00B010DT83e;C&C Group PLC;CCR
IE00BD1RP616e;Bank of Ireland Group PLC;BIRG
IE00BD6JX574e;Glenveagh Properties PLC;GLV
IE00BDC5DG00e;Kenmare Resources PLC;KMR
IE00BF0L3536e;AIB Group PLC;AIBG
IE00BH3XCL94e;EQTEC plc;EQT
IE00BJMZDW83e;Dalata Hotel Group PLC;DAL
IE00BLP58571e;Irish Continental G;ICGC
IE00BWT6H894e;Flutter Entertainment PLC;FLTR
IE00BWY4ZF18e;Cairn Homes PLC;CRN
IL0010849045e;BATM Advanced Communications;BVC
IL0011284465e;Plus500 Ltd;PLUS
IM00B1H1XF89e;Hansard Global PLC;HSD
IM00B6QH1J21e;Agronomics Limited;ANIC
IM00B7S9G985e;Playtech Ltd;PTEC
JE00B1LZS514e;CQS New City High Y;NCYF
JE00B248KJ21e;Phoenix Spree Deutschland Ltd;PSDL
JE00B4T3BW64e;Glencore;GLEN
JE00B55Q3P39e;Genel Energy Plc;GENL
JE00B6173J15e;GCP Infrastructure ;GCP
JE00B8KF9B49e;WPP PLC;WPP
JE00B95CGW71e;Target Healthcare REIT Ltd;THRL
JE00BD3QJR55e;Foresight Solar Fun;FSFL
JE00BF4X3P53e;JTC PLC;JTC
JE00BF5FX167e;3i Infrastructure PLC;3IN
JE00BFYFZP55e;Ferguson PLC;FERG
JE00BN574F90e;Wizz Air Holdings P;WIZZ
JE00BV9H9G76e;Integrated Diagnostics Holdings PLC;IDHC
JE00BYVQYS01e;IWG PLC;IWG
JE00BYXX8B08e;GCP Asset Backed Income Fund Ltd;GABI
KYG7091M1096e;Phoenix Group Holdi;PHNX
KYG9361H1092e;Dragon Capital - Vietnam Enterprise Investments Lt;VEIL
LU0686550053e;BBGI SICAV SA/Fund;BBGI
LU1072616219e;B&M European Value ;BME
LU1079841513e;Ossiam Shiller Barclays CAPE? US Sector Value TR UCITS ETF 1;UCAP
NGSEPLAT0008e;SEPLAT Petroleum Development Co Plc;SEPL
NL0012650360e;Rhi Magnesita NV;RHIM
SG9999003735e;XP Power Ltd;XPP
US05462W1099e;Axis Bank Ltd;AXB
US28106T2096e;Edita Food Industries SAE;EFID
US4380908057e;Hon Hai Precision Industry Co Ltd;HHPD
US46627J3023e;Halyk Savings Bank ;HSBK
US5006881065e;Kosmos Energy Ltd;KOS
US55302T2042e;MHP SA;MHPC
US63253R2013e;NAC Kazatomprom JSC;KAP
US66980N2036e;Nova Ljubljanska Banka dd;NLB
US7594701077e;Reliance Industries;RIGD
US7960502018e;Samsung Electronics;SMSD
US7960508882e;Samsung Electronics;SMSN
US8565522039e;State Bank of India;SBID
VGG017351021e;Alien Metals Limited;UFO
VGG379591065e;Gem Diamonds Ltd;GEMD
VGG548121059e;Symphony International Holdings Ltd;SIHL
ZAE000255360e;Old Mutual Ltd;OMU
BE0003008019g;Bque Nat. Belgique;BNB
BE0003215143g;Floridienne;FLOB
BE0003463685g;Cumulex;CLEX
BE0003470755g;Solvay;SOLB
BE0003545531g;Solvac Nom(retail);SOLV
BE0003555639g;TESSENDERLO;TESB
BE0003565737g;Kbc;KBC
BE0003573814g;What's Cooking Group;WHATS
BE0003592038g;Cie Bois Sauvage;COMB
BE0003593044g;Cofinimmo;COFB
BE0003599108g;Immobel;IMMO
BE0003602134g;Moury Construct;MOUR
BE0003604155g;Lotus Bakeries;LOTB
BE0003605160g;Distri-Land Cert;DISL
BE0003656676g;Recticel;RECT
BE0003696102g;Accentis;ACCB
BE0003698124g;Diegem Kennedycert;DIEG
BE0003699130g;Gimv;GIMB
BE0003717312g;Sofina;SOF
BE0003720340g;Retail Est.-Sicafi;RET
BE0003724383g;Wereldhav B-Sicafi;WEHB
BE0003730448g;Questfor Gr-Pricaf;QFG
BE0003731453g;Miko;MIKO
BE0003734481g;Warehouses-Sicafi;WEB
BE0003735496g;Orange Belgium;OBEL
BE0003739530g;Ucb;UCB
BE0003741551g;Roularta;ROU
BE0003748622g;IEP Invest;IEP
BE0003752665g;Fountain;FOU
BE0003754687g;VASTNED RETAIL;VASTB
BE0003755692g;Agfa-Gevaert;AGFB
BE0003764785g;Ackermans V.Haaren;ACKB
BE0003765790g;GREENYARD;GREEN
BE0003766806g;Iba;IBAB
BE0003770840g;Nextensa NV;NEXTA
BE0003789063g;Deceuninck;DECB
BE0003797140g;Gbl;GBLB
BE0003798155g;Spadel;SPA
BE0003808251g;Exmar;EXM
BE0003809267g;ZENOBE GRAMME CERT;ZEN
BE0003810273g;Proximus;PROX
BE0003816338g;CMB.TECH;CMBT
BE0003820371g;EVS BROADC.EQUIPM.;EVS
BE0003822393g;Elia Group;ELI
BE0003823409g;TUBIZE-FIN;TUB
BE0003825420g;CAMPINE;CAMB
BE0003829463g;Reibel;REI
BE0003836534g;Crescent;OPTI
BE0003837540g;ATENOR GROUP;ATEB
BE0003839561g;VAN DE VELDE;VAN
BE0003851681g;Aedifica;AED
BE0003853703g;Montea C.V.A.;MONT
BE0003856730g;Ascencio;ASCE
BE0003858751g;JENSEN-GROUP;JEN
BE0003867844g;KBC ANCORA;KBCA
BE0003870871g;BANIMMO A;BANI
BE0003874915g;Fagron;FAGR
BE0003878957g;VGP;VGP
BE0003880979g;Keyware Technologies;KEYW
BE0003883031g;CFE (D);CFEB
BE0003893139g;IMMO MOURY (D);IMMOU
BE0003898187g;SIPEF (D);SIP
BE0165385973g;Melexis;MELE
BE0974256852g;Colruyt;COLR
BE0974258874g;Bekaert;BEKB
BE0974259880g;Dieteren;DIE
BE0974260896g;Celyad Oncology;CYAD
BE0974263924g;Texaf;TEXF
BE0974264930g;Ageas;AGS
BE0974265945g;Fluxys Belgium;FLUX
BE0974268972g;BPOST;BPOST
BE0974271034g;VIOHALCO;VIO
BE0974272040g;QRF;QRF
BE0974273055g;Care Property Inves;CPINV
BE0974274061g;Kinepolis Group;KIN
BE0974276082g;Ontex;ONTEX
BE0974278104g;ABO Group;ABO
BE0974280126g;Biosenic;BIOS
BE0974282148g;TINC;TINC
BE0974287196g;IMMO MCC;MCC
BE0974288202g;XIOR;XIOR
BE0974293251g;AB Inbev;ABI
BE0974294267g;NYRSTAR;NYR
BE0974303357g;CENERGY;CENER
BE0974313455g;Econocom Group;ECONB
BE0974314461g;Belysse Group NV;BELYS
BE0974320526g;Umicore;UMI
BE0974323553g;SMARTPHOTO GROUP;SMAR
BE0974338700g;Titan Cement;TITC
BE0974340722g;Sequana Medical;SEQUA
BE0974349814g;Wdp;WDP
BE0974358906g;Nyxoah;NYXH
BE0974362940g;Barco;BAR
BE0974363955g;Hyloris;HYL
BE0974371032g;BANQUP Group;BANQ
BE0974374069g;Inclusio Sa;INCLU
BE0974380124g;Ekopak;EKOP
BE0974386188g;BIOTALYS;BTLS
BE0974400328g;Azelis Group;AZE
BE0974401334g;Whitestone Group;ROCK
BE0974404361g;Mazaro;MLMAZ
BE0974409410g;Home Invest Belgium;HOMI
BE0974413453g;DEME GROUP;DEME
BE0974464977g;Syensqo;SYENS
BE0974487192g;Oxurion;OXUR
BE0974499312g;Energyvision;ENRGY
BE0974501331g;Materialise NV;MTLS
GB00BYN5BY03g;Hybrid Software;HYSG
GG00BQZCBZ44g;SHURGARD;SHUR
IL0010830391g;Payton Planar Magne;PAY
LU1068091351g;Brederode SA;BREB
NL0000488153g;Mopoli;MOP
NL0000488161g;Mopoli Fond;MOPF
NL0010832176g;Argenx SE;ARGX
NL0015000HT4g;Onward Medical;ONWD
AU000000BKY0m;Berkeley Energia Ltd;BKY
BRPETRACNPR6m;Petroleo Brasileiro S.A. - Petrobras;XPBRA
BRVALEACNOR0m;Vale S.A.;XVALO
ES0105025003m;Merlin Properties S;MRL
ES0105027009m;Cia de Distribucion;LOG
ES0105029005m;Facephi Biometria S.A;FACE
ES0105043006m;Naturhouse Health S;NTH
ES0105046009m;Aena SA;AENA
ES0105062022m;NBI Bearings Europe S.A;NBI
ES0105065009m;Talgo SA;TLGO
ES0105066007m;Cellnex Telecom SAU;CLNX
ES0105071007m;Fidere Patrimonio SOCIMI SA;YFID
ES0105077004m;Trajano Iberia Socimi SA;YTRA
ES0105079000m;Grenergy Renovables;GRE
ES0105080008m;Zambal Spain Socimi SA;YZBL
ES0105093001m;Gigas Hosting S.A;GIGA
ES0105102000m;Agile Content S.A;AGIL
ES0105121000m;CLERHP Estructuras S.A;CLR
ES0105122024m;Metrovacesa SA;MVC
ES0105130001m;Global Dominion Access SA;DOM
ES0105139002m;Vitruvio Real Estate Socimi;YVIT
ES0105148003m;Atrys Health SL;ATRY
ES0105175006m;Euro Cervantes SOCIMI SA;YEUR
ES0105210019m;Testa Residencial SOCIMI S.A.;YTST
ES0105223004m;Gestamp Automocion SA;GEST
ES0105224002m;Olimpo Real Estate SA;YORE
ES0105226007m;Tarjar Xairo Socimi SA;YTAR
ES0105227013m;Asturiana de Laminados S.A.;ELZ
ES0105229001m;Prosegur Cash SA;CASH
ES0105251005m;Neinor Homes SLU;HOME
ES0105271011m;Borges Agricultural & Industrial Nuts S.A.;BAIN
ES0105273009m;Grupo Ortiz Properties Socimi;YGOP
ES0105281002m;Elaia Investment Spain Socimi SA;YEIS
ES0105283008m;Domo Activos Socimi SA;DOMO
ES0105287009m;Aedas Homes SAU;AEDAS
ES0105313003m;Meridia Real Estate III Socimi SA;YMRE
ES0105314001m;Tander Inversiones SOCIMI SA;YTAN
ES0105317004m;Serrano 61 Desarrollo SOCIMI SA;YSRR
ES0105318002m;Atom Hoteles Socimi;YATO
ES0105360004m;Castellana Properties Socimi;YCPS
ES0105366001m;Alquiber Quality SA;ALQ
ES0105372009m;Mistral Patrimonio Inmobiliario SOCIMI SA;YMPI
ES0105375002m;AmRest Holdings SE;EAT
ES0105376000m;Arima Real Estate SOCIMI SA;ARM
ES0105379004m;Hispanotels Inversiones SOCIMI SA;YHSP
ES0105383006m;Arrienda Rental Properties SOCIMI SA;YARP
ES0105389003m;Inversa Prime SOCIMI S.A.;YIPS
