ISIN;nom;ticker
ES0105400008m;Proeduca Altus S.A;PRO
ES0105405007m;Adriano Care SOCIMI SAU;YADR
ES0105429007m;Torimbia Socimi S.A.;YTRM
ES0105449005m;Izertis Sa;IZER
ES0105456026m;Holaluz-Clidom S.A;HLZ
ES0105463006m;Making Science Group S.A.;MAKS
ES0105495008m;All Iron Re I Socimi Sa;YAI1
ES0105507000m;JSS Real Estate SOCIMI SA;YJSS
ES0105513008m;Soltec Power Holdings SA;SOL
ES0105517009m;Energía Innovación y Desarrollo Fotovoltaico S.A.;EIDF
ES0105521001m;Arteche Lantegi Elkartea SA;ART
ES0105546008m;Linea Directa Aseguradora SA Compania de Seguros y;LDA
ES0105548004m;Grupo Ecoener S.A.;ENER
ES0105556007m;Inbest Prime VI Inmuebles Socimi SA;YINB6
ES0105561007m;Parlem Telecom Companyia de Telecomunicacions S.A.;PAR
ES0105563003m;Corporacion Acciona Energias Renovables SA;ANE
ES0105568002m;Media Investment Optimization SL;MIO
ES0105588000m;Aeternal Mentis SA;AMEN
ES0105606000m;Club De Futbol Intercity Sad;CITY
ES0105611000m;Singular People S.A.;SNG
ES0105621009m;Profithol S.A.;SPH
ES0105630315m;Cie Automotive SA;CIE
ES0105637005m;Hannun SA;HAN
ES0105650008m;Substrate AI S.A.;SAI
ES0105687000m;Energy Solar Tech S.L.;ETC
ES0105777017m;Puig Brands;PUIG
ES0105884011m;Cirsa Enterprise;CIRSA
ES0106000013m;Adolfo Dominguez SA;ADZ
ES0109067019m;Amadeus IT Holding ;AMS
ES0109260531m;Amper SA;AMP
ES0109427734m;Atresmedia Corporac;A3M
ES0110047919m;Deoleo SA;OLE
ES0112320009m;Catenon SA;COM
ES0112458312m;Azkoyen SA;AZK
ES0112501012m;Ebro Foods SA;EBRO
ES0113211835m;BBVA;BBVA
ES0113312005m;Altia Consultores S.A;ALC
ES0113679I37m;Bankinter SA;BKT
ES0113860A34m;Banco de Sabadell;SAB
ES0113900J37m;Banco Santander SA;SAN
ES0114820113m;Vocento SA;VOC
ES0115002018m;Bodegas Riojanas S.A;RIO
ES0116494016m;Montebalito SA;MTB
ES0116870314m;Naturgy Energy Group;NTGY
ES0116920333m;Grupo Catalana Occi;GCO
ES0117360117m;Cementos Molins SA;CMO
ES0118594417m;Indra Sistemas SA;IDR
ES0118900010m;Ferrovial SA;FER
ES0119037010m;Clinica Baviera SA;CBAV
ES0121071007m;Commcenter S.A.;CMM
ES0121975009m;Construcciones y Auxiliar de Ferrocarriles SA;CAF
ES0122060314m;Fomento de Construc;FCC
ES0124244E34m;Mapfre SA;MAP
ES0125140A14m;Ercros SA;ECR
ES0125220311m;Acciona SA;ANA
ES0126501131m;Alantra Partners;ALNT
ES0126775032m;Distribuidora Inter;DIA
ES0126962069m;Nueva Expresion Textil SA;NXT
ES0129743318m;Elecnor SA;ENO
ES0130625512m;Ence Energia y Celu;ENC
ES0130670112m;Endesa SA;ELE
ES0130960018m;Enagas SA;ENG
ES0131172001m;Entre Cua Socimi;YENT
ES0131703003m;Secuoya Grupo de Comunicación S.A;SEC
ES0132105018m;Acerinox SA;ACX
ES0132945017m;Tubacex SA;TUB
ES0132955008m;Compania Espanola de Viviendas en Alquiler SA;CEV
ES0133421000m;Euroespes S.A;EEP
ES0134950F36m;Faes Farma SA;FAE
ES0136463017m;Audax Renovables;ADX
ES0137650018m;Fluidra SA;FDR
ES0137998A12m;Libertas 7 SA;LIB
ES0139140174m;Inmobiliaria Colonial SA;COL
ES0140609019m;CaixaBank;CABK
ES0142090317m;Obrascon Huarte Lain SA;OHLA
ES0143328005m;Grino Ecologic S.A;GRI
ES0143421073m;Innovative Solutions Ecosystem SA;ISE
ES0144580Y14m;Iberdrola SA;IBE
ES0147561015m;Iberpapel Gestion S;IBG
ES0148396007m;Inditex SA;ITX
ES0152768612m;Artificial Intelligence Structures;AI
ES0154653911m;Inmobiliaria del Su;ISUR
ES0157097017m;Almirall SA;ALM
ES0157261019m;Laboratorios Farmac;ROVI
ES0158480311m;Lingotes Especiales;LGT
ES0161560018m;NH Hoteles SA;NHH
ES0162600417m;Duro Felguera SA;MDF
ES0164180012m;Miquel y Costas & M;MCM
ES0165359029m;Laboratorio Reig Jofre SA;RJF
ES0165386014m;Solaria Energia y M;SLR
ES0166300212m;Nicolas Correa SA;NEA
ES0167050915m;ACS Actividades de ;ACS
ES0167733015m;Oryzon Genomics;ORY
ES0169350016m;Pescanova SA;PVA
ES0169501030m;Pharma Mar SA;PHM
ES0170884417m;Prim SA;PRM
ES0171743901m;Promotora de Inform;PRS
ES0171996087m;Grifols SA;GRF
ES0171996095m;Grifols SA;GRF-P
ES0172708234m;Grupo Ezentis SA;EZE
ES0173093024m;Red Electrica Corp SA;RED
ES0173358039m;Renta 4 Banco SA;R4
ES0173365018m;Renta Corp Real Est;REN
ES0173516115m;Repsol SA;REP
ES0173908015m;Realia Business SA;RLIA
ES0175438003m;Prosegur Cia de Seg;PSG
ES0176252718m;Melia Hotels International;MEL
ES0177542018m;International Conso;IAG
ES0178165017m;Tecnicas Reunidas S;TRE
ES0178430E18m;Telefonica SA;TEF
ES0180850416m;Tubos Reunidos SA;TRG
ES0180907000m;Unicaja Banco SA;UNI
ES0180918015m;Grupo Empresarial S;GSJ
ES0182280018m;Urbas Guadahermosa ;UBS
ES0182870214m;Sacyr SA;SCYR
ES0183304080m;Squirrel Media SA;SQRL
ES0183746314m;Vidrala SA;VID
ES0184262212m;Viscofan SA;VIS
ES0184980003m;Biotechnology Assets S.A.;BST
GB00BDCPN049m;Coca-Cola European Partners PLC;CCEP
LU0569974404m;APERAM SA;APAM
LU1048328220m;eDreams ODIGEO SL;EDR
LU1598757687m;ArcelorMittal;MTS
NL0000235190m;Airbus Group SE;AIR
BE0003818359n;Galapagos;GLPG
BMG0112X1056n;AEGON;AGN
BMG455841020n;HAL TRUST;HAL
CH1216478797n;DSM FIRMENICH AG;DSFIR
CWN814651014n;MOREFIELD GROUP;MORE
CY0200751713n;Theon International;THEON
GB00B2B0DG97n;RELX;REN
GB00B94QM994n;Eurocastle Investme;ECT
GB00BDCPN049n;Coca-Cola European Partners plc;CCEP
GB00BMXH3352n;MOTORK;MTRK
GB00BNR4T868n;RENEWI;RWI
GB00BNTJ3546n;ALLFUNDS GROUP;ALLFG
GB00BP6MXD84n;Shell;SHELL
GB00BQQFX454n;Accsys Technologies;AXS
GB00BVZK7T90n;UNILEVER;UNA
GG00B1GHHH78n;Volta Finance Ltd/f;VTA
GG00B1RMC548n;Tetragon Financial Group Limited;TFG
IE00B4L5YC18n;iShares MSCI EM UCITS ETF (Acc);IEMA
IM00BDD7WV31n;NEPI Rockcastle plc;NRP
JE00BRX98089n;CVC Capital;CVC
LU0383812293n;Reinet Investments S.C.A;REINA
LU0569974404n;Aperam;APAM
LU1598757687n;Arcelor Mittal;MT
LU1789205884n;B&S Group;BSGR
LU2290522684n;InPost SA;INPST
NL0000008977n;HEINEKEN HOLDING;HEIO
NL0000009082n;KPN KON;KPN
NL0000009165n;HEINEKEN;HEIA
NL0000009538n;PHILIPS KON;PHIA
NL0000018034n;AJAX;AJAX
NL0000285278n;BEVER HOLDING;BEVER
NL0000288876n;EUROCOMMERCIAL;ECMPA
NL0000289213n;WERELDHAVE;WHA
NL0000292324n;NSI;NSI
NL0000302636n;VAN LANSCHOT KEMPEN;VLK
NL0000313286n;Acomo NV;ACOMO
NL0000334118n;ASM INTERNATIONAL;ASM
NL0000336303n;PB Holding;PBH
NL0000337319n;BAM GROEP KON;BAMNB
NL0000345577n;CTAC;CTAC
NL0000345627n;EASE2PAY NV;EAS2P
NL0000360618n;SBM OFFSHORE;SBMO
NL0000371243n;NEDAP;NEDAP
NL0000378669n;PORCELEYNE FLES;PORF
NL0000379121n;RANDSTAD;RAND
NL0000395903n;WOLTERS KLUWER;WKL
NL0000440311n;HOLLAND COLOURS;HOLCO
NL0000817179n;Sligro Food;SLIGR
NL0000852523n;TKH Group;TWEKA
NL0000852531n;Kendrion;KENDR
NL0000852564n;Aalberts;AALB
NL0000888691n;AMG ADV METAL;AMG
NL0006237562n;Arcadis NV;ARCAD
NL0009169515n;Green Earth Group;EARTH
NL0009269109n;HEIJMANS;HEIJM
NL0009312842n;NedSense Enterprise;NEDSE
NL0009391242n;Hydratec Industries;HYDRA
NL0009432491n;VOPAK;VPK
NL0009739416n;POSTNL;PNL
NL0009822014n;New Sources Energy ;NSE
NL0009875483n;Value8 Pref;PREVA
NL0010273215n;ASML HOLDING;ASML
NL0010389508n;ER Capital;ERC
NL0010391025n;Pharming Group;PHARM
NL0010545679n;Lavide Holding;LVIDE
NL0010556726n;Hawick Data;HWK
NL0010558797n;OCI NV;OCI
NL0010583399n;Corbion;CRBN
NL0010661864n;Value8;VALUE
NL0010696704n;Almunda Professional;MLADE
NL0010773842n;NN Group NV;NN
NL0010776944n;Brunel International;BRNL
NL0010801007n;IMCD;IMCD
NL0011279492n;FLOW TRADERS;FLOW
NL0011540547n;ABN AMRO BANK;ABN
NL0011660485n;SIF Holding;SIFG
NL0011683594n;VanEck Morningstar Developed Markets Dividend Leaders UCITS ;TDIV
NL0011794037n;AHOLD DELHAIZE;AD
NL0011821202n;ING Groep;INGA
NL0011821392n;SIGNIFY;LIGHT
NL0011832811n;FORFARMERS;FFARM
NL0011872643n;ASR NEDERLAND;ASRNL
NL0011872650n;BASIC-FIT;BFIT
NL0012015705n;Just Eat Takeaway;TKWY
NL0012059018n;Exor N.V.;EXO
NL0012194724n;ALUMEXX N.V.;ALX
NL0012747059n;CM.COM;CMCOM
NL0012817175n;ALFEN;ALFEN
NL0012866412n;BE Semiconductor Industries;BESI
NL0012969182n;ADYEN;ADYEN
NL0013267909n;Akzo Nobel;AKZA
NL0013332471n;TOMTOM;TOM2
NL0013654783n;Prosus;PRX
NL0013654809n;FASTNED;FAST
NL0014332678n;JDE PEETS;JDEP
NL00150000S7n;CABKA NV;CABKA
NL00150000U3n;DUTCH STAR C W12;DSCW2
NL00150000V1n;DUTCH STAR C W13;DSCW3
NL00150002Q7n;VIVORYON;VVY
NL00150003E1n;FUGRO;FUR
NL00150006R6n;CTP;CTPNV
NL00150006Z9n;Azerion Group NV;AZRN
NL0015000CG2n;NAI ORD SHARES;NAI
NL0015000CZ2n;EBUSCO HOLDING;EBUS
NL0015000D50n;NX FILTRATION;NXFIL
NL0015000GX8n;ENVIPCO;ENVI
NL0015000IY2n;UMG;UMG
NL0015000X07n;Banijay Group NV;BNJ
NL0015001FS8n;Ferrovial SE;FER
NL0015002AG2n;Ebusco Holding;EBUS
NL0015002IE0n;AVANTIUM;AVTX
NL0015002K83n;Havas;HAVAS
NL0015002MS2n;The Magnum ice cream company;MICC
BE0003470755g;Solvay;SOLB
BE0003853703g;Montea C.V.A.;MONT
BE0974338700g;Titan Cement;TITC
FI0009000681p;Nokia;NOKIA
FR0000031577p;Virbac;VIRP
FR0000031775p;Vicat;VCT
FR0000033219p;Altarea;ALTA
FR0000035081p;Icade;ICAD
FR0000039091p;Robertet;RBT
FR0000039299p;Bollore;BOL
FR0000044448p;Nexans;NEX
FR0000044471p;Ramsay Generale De Sante;GDS
FR0000045072p;Credit Agricole;ACA
FR0000045601p;Robertet Ci;CBE
FR0000045619p;Robertet CDV 87;CBR
FR0000050353p;Lisi;FII
FR0000050809p;Sopra Steria Group;SOP
FR0000051070p;Maurel Et Prom;MAU
FR0000051807p;Teleperformance;TEP
FR0000052292p;Hermes;RMS
FR0000053225p;Metropole Tv;MMT
FR0000054470p;Ubisoft Entertainment;UBI
FR0000054900p;TF1;TFI
FR0000060303p;Covivio Hotels;COVH
FR0000062234p;Compagnie Odet;ODET
FR0000064271p;STEF;STF
FR0000064578p;Covivio;COV
FR0000064784p;Peugeot Invest;PEUG
FR0000065484p;Lectra;LSS
FR0000071946p;Alten;ATE
FR0000073272p;Safran;SAF
FR0000073298p;Ipsos;IPS
FR0000076952p;Artois Nom.;ARTO
FR0000077919p;JC Decaux SE;DEC
FR0000120073p;Air Liquide;AI
FR0000120172p;Carrefour;CA
FR0000120271p;TotalEnergies;TTE
FR0000120321p;L'oreal;OR
FR0000120404p;Accor Hotels;AC
FR0000120503p;Bouygues;EN
FR0000120578p;Sanofi;SAN
FR0000120628p;Axa;CS
FR0000120644p;Danone;BN
FR0000120669p;North Atlantic Energies;NAE
FR0000120693p;Pernod Ricard;RI
FR0000120859p;Imerys;NK
FR0000120966p;Bic;BB
FR0000121014p;Lvmh;MC
FR0000121121p;Eurazeo;RF
FR0000121147p;Forvia;FRVIA
FR0000121204p;Wendel Invest.;MF
FR0000121220p;Sodexo;SW
FR0000121329p;Thales;HO
FR0000121485p;Kering;KER
FR0000121667p;EssilorLuxottica;EL
FR0000121709p;Seb;SK
FR0000121964p;Klepierre;LI
FR0000121972p;Schneider Electric;SU
FR0000124141p;Veolia;VIE
FR0000124570p;OPmobility;OPM
FR0000125007p;Saint Gobain;SGO
FR0000125338p;CapGemini;CAP
FR0000125486p;Vinci;DG
FR0000127771p;Vivendi;VIV
FR0000130213p;Lagardere;MMB
FR0000130395p;Remy Cointreau;RCO
FR0000130403p;Christian Dior;CDI
FR0000130452p;Eiffage;FGR
FR0000130577p;Publicis Groupe;PUB
FR0000130809p;Societe Generale;GLE
FR0000131104p;Bnp Paribas;BNP
FR0000131757p;Eramet;ERA
FR0000131906p;Renault;RNO
FR0000133308p;Orange;ORA
FR0004024222p;Interparfums;ITP
FR0004050250p;Neurones;NRO
FR0004125920p;Amundi;AMUN
FR0005691656p;Trigano;TRI
FR0006174348p;Bureau Veritas;BVI
FR0010040865p;Gecina Nom.;GFC
FR0010208488p;Engie;ENGI
FR0010220475p;Alstom;ALO
FR0010221234p;Eutelsat;ETL
FR0010241638p;Mercialys;MERY
FR0010259150p;Ipsen;IPN
FR0010282822p;Vusion;VU
FR0010307819p;Legrand SA;LR
FR0010313833p;Arkema;AKE
FR0010340141p;Adp;ADP
FR0010411983p;Scor;SCR
FR0010451203p;Rexel;RXL
FR0010481960p;Argan;ARG
FR0010533075p;Getlink;GET
FR0010667147p;Coface;COFA
FR0010828137p;Carmila;CARM
FR0010908533p;Edenred;EDEN
FR0010929125p;ID Logistics;IDL
FR0011726835p;GTT;GTT
FR0011981968p;Worldline;WLN
FR0011995588p;Voltalia;VLTSA
FR0012435121p;Elis;ELIS
FR0012757854p;Spie;SPIE
FR0013154002p;Sartorius Stedim Biotech;DIM
FR0013176526p;Valeo;FR
FR0013227113p;Soitec Silicon;SOI
FR0013230612p;Tikehau Capital;TKO
FR0013258662p;Ayvens;AYV
FR0013269123p;Rubis;RUI
FR0013280286p;Biomerieux;BIM
FR0013326246p;Unibail Rodamco Westfield;URW
FR0013357621p;Wavestone;WAVE
FR0013447729p;Verallia;VRLA
FR0013451333p;FDJ United;FDJU
FR0013506730p;Vallourec;VK
FR0014000MR3p;Eurofins Scient.;ERF
FR0014003TT8p;Dassault Systemes;DSY
FR0014004L86p;Dassault Aviation;AM
FR0014005AL0p;Antin infra Partn;ANTIN
FR0014005HJ9p;OVHCLOUD;OVH
FR001400AJ45p;Michelin;ML
FR001400J770p;Air France - KLM;AF
FR001400PFU4p;Planisware;PLNW
FR001400Q9V2p;Exosens;EXENS
FR001400SF56p;Ldc;LOUP
FR001400SU99p;Moncey Fin. Nom.;FMONC
FR001400SUB7p;Cambodge Nom.;CBDG
FR001400X2S4p;Atos;ATO
GB00B5ZN1N88p;Segro PLC;SGRO
LU0088087324p;SES Sa;SESG
LU0569974404n;Aperam;APAM
LU1598757687n;Arcelor Mittal;MT
MA0000011488p;Maroc Telecom;IAM
MC0000031187p;Bains Mer Monaco;BAIN
NL0000226223p;Stmicroelectronics;STMPA
NL0000235190p;Airbus;AIR
NL0006294274p;Euronext;ENX
NL0014559478p;Technip Energies;TE
NL00150001Q9p;Stellantis;STLAP
NL0015001W49p;Pluxee;PLX
US2220702037p;Coty Inc.;COTY
BE0974310428p;X-Fab;XFAB
FR0000030074p;Malteries Fco-Bel.;MALT
FR0000031023p;Electricite de Strasbourg;ELEC
FR0000032526p;Guerbet;GBT
FR0000032658p;Synergie;SDG
FR0000033243p;Immobiliere Dassault;IMDA
FR0000033904p;Jacquet Metals;JCQ
FR0000034894p;Gaumont;GAM
FR0000035164p;Beneteau;BEN
FR0000035370p;Bastide Le Confort;BLC
FR0000036675p;Groupe Crit;CEN
FR0000038242p;Lumibird;LBIRD
FR0000038606p;Manitou Bf;MTU
FR0000039109p;Seche Environnement;SCHP
FR0000039216p;Altareit;AREIT
FR0000039620p;Mersen;MRN
FR0000045528p;Crcam Paris Et Idf;CAF
FR0000050049p;Viel Et Compagnie;VIL
FR0000051393p;IDI;IDIP
FR0000052680p;Oeneo;SBT
FR0000053027p;Akwel;AKW
FR0000053324p;Alpes (Compagnie);CDA
FR0000053381p;Derichebourg;DBG
FR0000053837p;Altamir;LTA
FR0000060071p;Samse;SAMS
FR0000060535p;Fiducial Real Estate;ORIA
FR0000060873p;Marie Brizard Wine and Spirits;MBWS
FR0000061129p;Boiron;BOI
FR0000061137p;Burelle;BUR
FR0000061459p;Perrier (Gerard);PERR
FR0000062101p;Ferm.Cas.Mun.Canne;FCMC
FR0000062150p;Bleecker;BLEE
FR0000062465p;Alan Allman Associates;AAA
FR0000062671p;Exail technologies;EXA
FR0000062978p;Dekuple;DKUPL
FR0000063737p;Aubay;AUB
FR0000063935p;Bonduelle;BON
FR0000066672p;Gl Events;GLO
FR0000071797p;Infotel;INF
FR0000073041p;Pierre Vacances;VAC
FR0000074148p;Assystem;ASY
FR0000074254p;Bourse Direct;BSD
FR0000120107p;Savencia;SAVE
FR0000120560p;Quadient;QDT
FR0000121691p;Nrj Group;NRG
FR0000130692p;Chargeurs Invest;CRI
FR0000185514p;Crcam Nord Cci;CNDF
FR0004007813p;Kaufman Et Broad;KOF
FR0004023208p;Bassac;BASS
FR0004040608p;Abc Arbitrage;ABCA
FR0004056851p;Valneva;VLA
FR0004065605p;Medincell;MEDCL
FR0004155000p;Groupe Sfpi;SFPI
FR0004156297p;Linedata Services;LIN
FR0004163111p;Genfit;GNFT
FR0004170017p;LNA Sante;LNA
FR0004175842p;Selectirente;SELER
FR0004180578p;Sword Group;SWP
FR0004186856p;Vetoquinol;VETO
FR0004188670p;Tarkett;TKTT
FR0004527638p;Exel Industries A;EXE
FR0006864484p;Laurent-Perrier;LPE
FR0010112524p;Nexity;NXI
FR0010214064p;Groupe Pizzorno Environnement;GPE
FR0010341032p;Fonciere Inea;INEA
FR0010386334p;Clariane;CLARI
FR0010428771p;Eagle Football Group (ex OL Groupe);EFG
FR0010483768p;CRCAM Brie Pic2CCI;CRBP2
FR0010588079p;Frey;FREY
FR0011027135p;Patrimoine et Commerce;PAT
FR0011040500p;74Software;74SW
FR0011341205p;Nanobiotix;NANO
FR0011476928p;Fnac Darty;FNAC
FR0011665280p;Figeac Aero;FGA
FR0011950732p;Elior Group;ELIOR
FR0012127173p;Ose Immunotherapeutics;OSE
FR0012333284p;Abivax;ABVX
FR0012532810p;Waga Energy;WAGA
FR0012612646p;Groupe Partouche;PARP
FR0012789667p;Amplitude Surgical;AMPLI
FR0012882389p;Equasens;EQS
FR0013153541p;Maisons du Monde;MDM
FR0013214145p;Smcp;SMCP
FR0013233012p;Inventiva;IVA
FR0013295789p;TFF Group;TFF
FR0013333432p;Thermador Groupe;THEP
FR0013344173p;Roche Bobois;RBO
FR0013455482p;Atland;ATLD
FR0014003AQ4p;Explosifs Prod. Chi.;EXPL
FR0014003U94p;Aramis Group;ARAMI
FR0014008VX5p;Euroapi;EAPI
FR0014009YQ1p;Lhyfe;LHYFE
FR001400AYG6p;Deezer;DEEZR
FR001400NLM4p;Emeis;EMEIS
FR001400OKR3p;Casino Guichard;CO
FR001400PVN6p;Viridien;VIRI
GA0000121459p;Totalenergies Gabon;EC
LU2999653251p;Younited Financial;YOUNI
NL0015000HT4g;Onward Medical;ONWD
BE0974260896g;Celyad Oncology;CYAD
BE0974269012p;ADC SIIC;ALDV
BE0974278104g;ABO Group;ABO
BE0974280126g;Biosenic;BIOS
BMG9887P1068p;Zci Limited;CV
CH0008175645p;Televerbier;TVRB
CH0308403085p;GeNeuro;GNRO
CI0000053161p;Forestiere Equatoriale;FORE
FR0000031973p;FSDV;FSDV
FR0000035719p;Elect. Madagascar;EEM
FR0000035784p;Evergreen;EGR
FR0000036816p;Tour Eiffel;EIFF
FR0000037475p;CFI;CFI
FR0000038184p;Fipp;FIPP
FR0000039232p;Aurea;AURE
FR0000044323p;Crcam Alp.Prov.Cci;CRAP
FR0000044364p;Crcam Norm.Seine;CCN
FR0000045213p;Crcam Ille-Vil.Cci;CIV
FR0000045239p;Crcam Loire Hte L.;CRLO
FR0000045304p;Crcam Touraine Cci;CRTO
FR0000045346p;Crcam Sud R.A.Cci;CRSU
FR0000045544p;CA Toulouse 31;CAT31
FR0000045551p;Crcam Morbihan Cci;CMO
FR0000050395p;Crosswood;CROS
FR0000053035p;Gea Grenobl.Elect.;GEA
FR0000053944p;Fonciere Volta;SPEL
FR0000054199p;St Dupont;DPT
FR0000054231p;High Co;HCO
FR0000060121p;Saint Jean Groupe;SABE
FR0000060824p;Financiere Marjos;FINM
FR0000060907p;Chausseria;CHSR
FR0000061418p;Fiducial Office Solutions;SACI
FR0000061475p;Eurasia Fonciere Inv.;EFI
FR0000061780p;Augros Cosmetics;AUGR
FR0000062788p;Barbara Bui;BUI
FR0000062796p;Maison Pommery & Associes;POMRY
FR0000063307p;Tayninh;TAYN
FR0000064404p;Media 6;EDI
FR0000064602p;Acanthe Dev.;ACAN
FR0000064958p;Intexa;ITXT
FR0000065260p;Dock.Petr.Ambes Am;DPAM
FR0000065393p;Courtois;COUR
FR0000065492p;Selcodis;SLCO
FR0000065930p;Fonciere 7 Investissement;LEBL
FR0000065971p;Graines Voltz;GRVO
FR0000066219p;Groupe Etpo;INFE
FR0000066607p;Lacroix;LACR
FR0000066722p;Guillemot;GUI
FR0000066755p;Haulotte Group;PIG
FR0000074072p;Bigben Interactive;BIG
FR0000074197p;UTI Group;FPG
FR0000074783p;Artmarket.com;PRC
FR0000076861p;Acteos;EOS
FR0000078321p;Soditech Ing.;SEC
FR0000185506p;Crcam Atl.Vend.Cci;CRAV
FR0004010338p;Groupe Jaj;GJAJ
FR0004031763p;Coheris;COH
FR0004038263p;Parrot;PARRO
FR0004052561p;Proactis SA;PROAC
FR0004165801p;Hotels De Paris;HDP
FR0005175080p;Transgene;TNG
FR0006239109p;Scbsm;CBSM
FR0010193979p;CBO Territoria;CBOT
FR0010209809p;Societe Francaise de Casinos;SFCA
FR0010263202p;Paref;PAR
FR0010291245p;Verimatrix;VMX
FR0010298620p;Memscap;MEMS
FR0010309096p;Vitura;VTR
FR0010331421p;Innate Pharma;IPH
FR0010417345p;Dbv Technologies;DBV
FR0010461053p;Crcam Langued Cci;CRLA
FR0010557264p;Ab Science;AB
FR0010609206p;Orege;OREGE
FR0011184241p;Adocia;ADOC
FR0011466069p;Ekinops;EKI
FR0011950682p;Sergeferrari Group;SEFER
FR0011992700p;Ateme;ATEME
FR0012185536p;Artea;ARTE
FR0012432516p;Poxel;POXEL
FR0012616852p;Abionyx Pharma;ABNX
FR0012634822p;Maat Pharma;MAAT
FR0012872141p;Jacques Bogart;JBOG
FR0013006558p;Showroomprive;SRP
FR0013030152p;Francaise de l’Energie;FDE
FR0013183985p;GenSight Biologics;SIGHT
FR0013185857p;Abeo;ABEO
FR0013252186p;Plast. Val de Loire;PVL
FR0013258399p;Balyo;BALYO
FR0013333077p;Affluent Medical;AFME
FR0013379484p;Solutions 30;S30
FR0013426004p;Claranova;CLA
FR0013482791p;Nacon;NACON
FR0013505062p;Vantiva;VANTI
FR0014001PV6p;NR 21;NR21
FR0014003VY4p;HDF (Hydrogene de France);HDF
FR0014005SB3p;Forsee Power;FORSE
FR0014007ZB4p;Aelis Farma;AELIS
FR001400AHX6p;ABL Diagnostics;ABLD
FR001400BMH7p;Teract;TRACT
FR001400CFI7p;Avenir Telecom;AVT
FR001400IE67p;MyHotelMatch;MHM
FR001400JWR8p;Arverne Group;ARVEN
FR001400JY13p;Latecoere;LAT
FR001400SA10p;Solocal Group;LOCAL
SN0000033192p;Fin.Ouest Africain;FOAF
US00774B2088p;Aerkomm Inc;AKOM
BE0160342011p;Coil;ALCOI
BE0974299316p;Invibes Advertising;ALINV
BE0974334667p;Winamp;ALWIN
BE0974497290p;European Medical Solutions;ALEMS
ES0105029005p;Facephi Biometria;ALPHI
ES0105089009p;Lleida;ALLLN
ES0105425005p;Kompuestos;ALKOM
ES0105463006p;Making Science Group;ALMKS
ES0105687000p;Energy Solar Tech;ALETC
ES0105704003p;Virtualware;ALVIR
ES0109429037p;ISPD Network;ALISP
FR0000033003p;Touax;ALTOU
FR0000033599p;Lexibook Linguist.;ALLEX
FR0000033888p;Gevelot;ALGEV
FR0000037640p;Rougier;ALRGR
FR0000038465p;Passat;ALPAS
FR0000038531p;Hf Company;ALHF
FR0000044943p;Logic Instrument;ALLOG
FR0000045122p;Entreprendre;ALENR
FR0000053043p;Advini;ALAVI
FR0000053506p;Cegedim;ALCGM
FR0000054132p;Delfingen;ALDEL
FR0000054322p;Cibox Inter A Ctiv;ALCBX
FR0000054421p;Bourrelier Group;ALBOU
FR0000060451p;Installux;ALLUX
FR0000060790p;Signaux Girod;ALGIR
FR0000060840p;Devernois;ALDEV
FR0000061244p;Altheora;ALORA
FR0000061608p;Piscines Desjoyaux;ALPDX
FR0000064164p;Exacompta Clairef.;ALEXA
FR0000064297p;Innelec Multimedia;ALINN
FR0000064446p;Catering Intl Sces;ALCIS
FR0000064529p;Nsc Groupe;ALNSC
FR0000065278p;Hopscotch Groupe;ALHOP
FR0000065864p;Sogeclair;ALSOG
FR0000066441p;Poujoulat;ALPJT
FR0000066540p;Herige;ALHRG
FR0000066961p;Bernard Loiseau;ALDBL
FR0000072373p;Egide;ALGID
FR0000072597p;It Link;ALITL
FR0000074759p;Fleury Michon;ALFLE
FR0000074775p;Stradim Espac.Fin.;ALSAS
FR0000075343p;Laboratoires Euromedis;ALEMG
FR0000075442p;Groupe LDLC;ALLDL
FR0000075954p;Riber;ALRIB
FR0000076655p;Actia Group;ALATI
FR0000079147p;U10 Corp.;ALU10
FR0000121295p;Lebon;ALBON
FR0000124414p;Gascogne;ALBI
FR0000185423p;Damartex;ALDAR
FR0004016699p;Smtpc;ALTPC
FR0004027068p;Lanson-BCC;ALLAN
FR0004029411p;Keyrus;ALKEY
FR0004030708p;Encres Dubuit;ALDUB
FR0004034072p;Xilam Animation;ALXIL
FR0004034320p;Mr Bricolage;ALMRB
FR0004034593p;Fashion B Air;ALFBA
FR0004044600p;Prismaflex Intl;ALPRI
FR0004045847p;Voyageurs du monde;ALVDM
FR0004053510p;Genoway;ALGEN
FR0004065639p;NSE;ALNSE
FR0004153930p;Aton (ex Hybrigenics);ALTAO
FR0004154060p;Netgem;ALNTG
FR0004155687p;Mastrad;ALMAS
FR0004159473p;Hexaom;ALHEX
FR0004171346p;Nextedia;ALNXT
FR0004172450p;Mint;ALMIN
FR0004174233p;Bilendi;ALBLD
FR0004187367p;Freelance.com;ALFRE
FR0005854700p;I2S;ALI2S
FR0007080254p;Les Hotels Baverez;ALLHB
FR0010095596p;Valerio Therapeutics;ALVIO
FR0010120402p;Theraclion;ALTHE
FR0010131409p;Wallix;ALLIX
FR0010151589p;Cafom;ALCAF
FR0010157115p;Euroland Corporate;ALERO
FR0010169920p;Predilife;ALPRE
FR0010193052p;Catana Group;ALCAT
FR0010202606p;Sidetrade;ALBFR
FR0010204453p;MG International;ALMGI
FR0010313486p;Prodware;ALPRO
FR0010326090p;Vialife;ALVIA
