ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
LU1068091351;BREB.BR;Financial Services;Asset Management;https://www.brederode.eu/;Brederode SA;106.0;141.36;0.75;0.75;0.75;1.0;0.01;11.41
NL0000488153;MOP.BR;Financial Services;Asset Management;https://www.mopoli.nl/;Palmboomen Cultuur Maatschappij Mopoli (Palmeraies De Mopoli) N.V.;286.0;552.4;0.52;0.57;0.57;2.06;0.0;-260.64
NL0000488161;MOPF.BR;Financial Services;Asset Management;https://www.mopoli.nl/;Mopoli Fond;0;552.4;0.0;0.0;0.0;2.06;0;-260.64
NL0010832176;ARGX.BR;Healthcare;Biotechnology;https://argenx.com/;argenx SE;693.6;96.08;7.22;8.93;8.93;1.88;0.0;-89.36
NL0015000HT4;ONWD.BR;Healthcare;Biotechnology;https://www.onwd.com/;Onward Medical N.V.;4.53;0.84;5.39;5.66;5.52;2.99;0.0;-5.96
AU000000BKY0;BKY.AX;Energy;Uranium;https://www.berkeleyenergia.com/;Berkeley Energia Limited;0.505;0.18;2.81;3.16;3.16;7.44;0.0;0.0
BRPETRACNPR6;PETR4.SA;Energy;Oil & Gas Integrated;https://petrobras.com.br/;Petróleo Brasileiro S.A. - Petrobras;32.04;4.41;7.27;7.27;7.27;0.33;0.67;24.74
BRVALEACNOR0;VALE3.SA;Basic Materials;Other Industrial Metals & Mining;https://vale.com/;Vale S.A.;78.88;5.36;14.72;-10.13;-10.13;0.44;0.13;16.33
ES0105025003;MRL.MC;Real Estate;REIT - Office;https://www.merlinproperties.com/;MERLIN Properties SOCIMI, S.A.;12.49;13.34;0.94;-1.65;-1.65;0.63;0.49;5.12
ES0105027009;LOG.MC;Industrials;Integrated Freight & Logistics;https://www.logista.com/;Logista Integral, S.A.;31.4;0.0;0;0;0;0;0.21;19.96
ES0105029005;FACE.MC;Technology;Software - Application;https://www.facephi.com/;Facephi Biometria, S.A.;2.64;0.29;9.1;-44.0;-44.0;0.44;0.0;-1.91
ES0105043006;NTH.MC;Consumer Defensive;Packaged Foods;https://www.naturhouse.com/;Naturhouse Health, S.A.;2.44;0.52;4.69;8.41;6.42;1.51;3.56;1.82
ES0105046009;AENA.MC;Industrials;Airports & Air Services;https://www.aena.es/;Aena S.M.E., S.A.;25.52;4.51;5.66;-6.49;4.51;0.55;0.0;7.02
ES0105062022;NBI.MC;Industrials;Tools & Accessories;https://gruponbi.com/;NBI Bearings Europe, S.A.;3.14;0.87;3.61;-3.31;-8.26;0.29;0.0;-2.59
ES0105065009;TLGO.MC;Industrials;Railroads;https://www.talgo.com/;Talgo, S.A.;3.025;-0.45;-6.72;-2.75;-4.2;0.14;0.0;-6.59
ES0105066007;CLNX.MC;Real Estate;Real Estate Services;https://www.cellnex.com/;Cellnex Telecom, S.A.;26.02;-12.41;-2.1;-0.67;-1.37;0.33;0.01;-40.42
ES0105071007;YFID.MC;Real Estate;REIT - Residential;https://www.fidere-socimi.com/;Fidere Patrimonio Socimi, S.A.;37.2;0.45;82.67;-0.75;-0.75;0.01;0.0;14.97
ES0105077004;TRA.MC;;;https://www.trajanoiberia.es/en/;TRAJANO IBERIA S.A.;0.35;0;0;0;0;0;0.0;0
ES0105079000;GRE.MC;Industrials;Engineering & Construction;https://grenergy.eu/;Grenergy Renovables, S.A.;91.5;16.3;5.61;-3.57;-3.82;0.32;0.0;-38.41
ES0105093001;GIGA.MC;Technology;Software - Infrastructure;https://gigas.com/;Gigas Hosting, S.A.;3.5;-4.06;-0.86;-0.44;-0.47;0.25;0.0;-6.09
ES0105102000;AGIL.MC;Technology;Software - Infrastructure;https://agiletv.com/;Agile Content, S.A.;2.2;-0.77;-2.86;-1.93;-2.0;0.37;0.0;-1.71
ES0105121000;CLR.MC;Industrials;Engineering & Construction;https://www.clerhp.com/;CLERHP Estructuras, S.A.;6.22;0.68;9.15;36.59;36.59;0.15;0.0;-2.46
ES0105122024;MVC.MC;Real Estate;Real Estate - Development;https://www.metrovacesa.com/;Metrovacesa S.A.;10.05;10.54;0.95;1.26;1.26;0.69;0.0;6.29
ES0105130001;DOM.MC;Technology;Information Technology Services;https://www.dominion-global.com/;Global Dominion Access, S.A.;3.355;-0.79;-4.25;-1.0;-1.33;0.2;0.69;1.44
ES0105139002;YVIT.MC;Real Estate;REIT - Diversified;https://www.vitruviosocimi.com/;Vitruvio Real Estate SOCIMI, S.A.;16.5;11.9;1.39;-4.15;-4.15;0.75;0.0;2.34
ES0105148003;ATRY.MC;Healthcare;Biotechnology;https://www.atryshealth.com/;Atrys Health, S.A.;3.06;-2.25;-1.36;-0.96;-1.12;0.45;0.0;-2.16
ES0105210019;YTST.MC;Real Estate;REIT - Diversified;https://www.testa-socimi.com/;Testa Residencial SOCIMI, S.A.;3.12;7.6;0.41;-0.25;-0.25;0.38;0.0;6.18
ES0105223004;GEST.MC;Consumer Cyclical;Auto Parts;https://www.gestamp.com/;Gestamp Automoción, S.A.;3.108;3.0;1.04;-0.43;-0.43;0.25;0.0;3.4
ES0105224002;YORE.MC;Real Estate;REIT - Retail;https://www.ores-socimi.com/;Olimpo Real Estate SOCIMI, S.A.;0.955;0.74;1.29;-1.12;-1.12;0.46;0.0;0.83
ES0105227013;ELZ.MC;Industrials;Metal Fabrication;https://www.elzinc.es/;Asturiana de Laminados, S.A.;0.0956;0.07;1.37;-0.12;-0.13;0.07;0.0;-0.12
ES0105229001;CASH.MC;Industrials;Integrated Freight & Logistics;https://www.prosegurcash.com/;Prosegur Cash, S.A.;0.622;-0.36;-1.73;-0.79;-0.79;0.12;8.07;1.09
ES0105251005;HOME.MC;Real Estate;Real Estate - Development;https://www.neinorhomes.com/;Neinor Homes, S.A.;19.42;11.41;1.7;2.56;2.56;0.63;0.0;10.51
ES0105273009;YGOP.MC;Real Estate;REIT - Diversified;https://www.grupoortizproperties.com/;Gop Properties Socimi, S.A.;16.9;20.07;0.84;-1.0;-1.0;0.54;0.0;7.64
ES0105281002;YEIS.MC;Real Estate;REIT - Hotel & Motel;https://www.elaiaspain.es/;Elaia Investment Spain Socimi, S.A.;0.89;2.95;0.3;-1.33;-1.33;0.77;0.0;9.77
ES0105283008;DOMO.MC;Real Estate;REIT - Residential;https://domoactivos.com/;Domo Activos, S.A.;1.22;1.79;0.68;1.61;1.61;1.72;0.0;1.89
ES0105287009;AEDAS.MC;Real Estate;Real Estate - Development;https://www.aedashomes.com/;Aedas Homes, S.A.;23.9;22.63;1.06;1.35;1.34;0.51;0.0;28.25
ES0105313003;YMRE.MC;Real Estate;REIT - Office;https://www.meridiarealestateiiisocimi.com/;Meridia Real Estate III, SOCIMI, S.A.;0.8;0.41;1.95;-1.11;-1.11;0.28;0.0;2.21
ES0105318002;YATO.MC;Real Estate;REIT - Hotel & Motel;https://www.atomhoteles.com/;Atom Hoteles SOCIMI, S.A.;15.3;9.51;1.61;-1.68;-1.68;0.51;0.0;19.41
ES0105360004;YCPS.MC;Real Estate;REIT - Retail;https://www.castellanasocimi.es/en;Castellana Properties Socimi, S.A.;7.45;7.08;1.05;-1.13;-1.13;0.51;0.0;-6.11
ES0105366001;ALQ.MC;Industrials;Rental & Leasing Services;https://www.alquiber.es/;Alquiber Quality, S.A.;12.8;8.7;1.47;-0.32;-0.32;0.17;0.0;-47.57
ES0105375002;EAT.WA;Consumer Cyclical;Restaurants;https://www.amrest.eu/;AmRest Holdings SE;14.04;-0.29;-48.41;-1.78;-1.78;0.18;0.0;9.82
ES0105376000;ARM.MC;Real Estate;REIT - Office;https://www.arimainmo.com/;Árima Real Estate SOCIMI, S.A.;8.6;10.2;0.84;-1.63;-1.63;0.65;0.0;-9.41
ES0105379004;YHSP.MC;Real Estate;REIT - Diversified;https://hispanotels.com/;Hispanotels Inversiones Socimi S.A.;9.0;4.77;1.89;-24.32;-37.5;0.78;0.0;6.3
ES0105389003;YIPS.MC;Real Estate;REIT - Residential;https://www.orfilamanagement.com/fondo/fondo-almagro-capital/;Inversa Prime SOCIMI, S.A.;0.95;1.47;0.65;-1.83;-1.83;0.73;0.0;-1.65
ES0105405007;YADR.MC;Real Estate;REIT - Healthcare Facilities;https://adrianocare.es/;Adriano Care SOCIMI, S.A.;9.9;11.01;0.9;-0.98;-0.98;0.52;0.0;-19.14
ES0105429007;YTRM.MC;Real Estate;REIT - Diversified;https://issgovernance.com/quickscore;Torimbia Socimi, S.A.;23.8;9.44;2.52;-1.39;-1.39;0.35;0.0;10.47
ES0105449005;IZER.MC;Technology;Information Technology Services;https://www.izertis.com/;izertis, S.A.;10.65;-1.62;-6.57;-5.41;-5.41;0.47;0.0;-1.65
ES0105456026;ES0105456026.SG;;;https://twitter.com/YahooFinance;;0.826;0;0;0;0;0;0.0;0
ES0105463006;ES0105463006.SG;;;https://twitter.com/YahooFinance;;8.0;0;0;0;0;0;0.0;0
ES0105495008;YAI1.MC;Real Estate;REIT - Diversified;https://www.allironresocimi.es/;All Iron Re I Socimi, S.A.;14.3;14.05;1.02;-2.65;-2.65;0.71;0.0;-21.07
ES0105513008;SOL.MC;Technology;Solar;https://www.soltec.com/;Soltec Power Holdings, S.A.;0.955;-5.67;-0.17;-0.1;-0.11;-0.17;0.0;-20.07
ES0105517009;EIDF.MC;Utilities;Utilities - Renewable;https://www.eidfsolar.es/;Energía, Innovación y Desarrollo Fotovoltaico, S.A.;1.08;-0.14;-7.71;-2.51;-2.84;0.13;0.0;-3.89
ES0105521001;ART.MC;Technology;Electronic Components;https://www.arteche.com/;Arteche Lantegi Elkartea, S.A.;21.6;0.75;28.8;-44.08;-44.08;0.29;0.0;1.1
ES0105546008;LDA.MC;Financial Services;Insurance - Property & Casualty;https://www.lineadirectaaseguradora.com/;Línea Directa Aseguradora, S.A., Compañía de Seguros y Reaseguros;1.126;0.29;3.88;3.41;3.41;0.29;0.0;-0.73
ES0105548004;ENER.MC;Utilities;Utilities - Renewable;https://www.ecoener.es/;Ecoener, S.A.;5.1;2.26;2.26;-0.51;-0.65;0.18;0.0;-19.67
ES0105561007;PAR.MC;Communication Services;Telecom Services;https://parlem.com/;Parlem Telecom Companyia de Telecomunicacions, S.A.;2.8;-1.06;-2.64;-1.85;-1.85;0.07;0.0;-4.0
ES0105563003;ANE.MC;Utilities;Utilities - Renewable;https://www.acciona-energia.com/;Corporación Acciona Energías Renovables, S.A.;21.86;17.35;1.26;-1.03;-1.06;0.4;0.0;-11.33
ES0105588000;AMEN.MC;Technology;Software - Infrastructure;https://aeternalmentis.ai/;Aeternal Mentis, S.A.;8.55;0.43;19.88;855.0;855.0;0.94;0.0;0.15
ES0105606000;CITY.MC;Communication Services;Entertainment;https://cfintercity.com/;Club De Futbol Intercity Sad;0.067;-0.15;-0.45;-0.42;-0.42;-6.15;0.0;-1.53
ES0105611000;SNG.MC;Technology;Software - Application;https://www.sngular.com/;Singular People, S.A.;2.16;0.1;21.6;-108.0;-108.0;0.64;0.0;-0.61
ES0105621009;SPH.MC;Technology;Solar;https://www.solarprofit.es/;Profithol, S.A.;0.288;0.06;4.8;-2.06;-2.06;0.12;0.0;-4.27
ES0105630315;CIE.MC;Consumer Cyclical;Auto Parts;https://www.cieautomotive.com/;CIE Automotive, S.A.;29.5;-2.96;-9.97;-1.4;-1.89;0.31;0.1;21.63
ES0105637005;HAN.MC;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.hannun.com/;Hannun S.A.;0.17;-0.06;-2.83;-2.43;-2.43;-0.44;0.0;-1.07
ES0105650008;SAI.MC;Technology;Software - Infrastructure;https://substrate.ai/;Substrate Artificial Inteligence, S.A.;0.0684;0.07;0.98;-1.37;-1.71;0.68;0.0;-0.14
ES0105687000;ETC.MC;Utilities;Utilities - Renewable;https://www.energysolartech.com/;Energy Solar Tech, S.A.;2.76;0;0;0;0;0;0.0;0
ES0105777017;PUIG.MC;Consumer Defensive;Household & Personal Products;https://www.puig.com/;Puig Brands SA;16.16;-1.71;-9.45;-3.84;-3.84;0.47;0.0;0.09
ES0105884011;CIRSA.MC;Consumer Cyclical;Resorts & Casinos;https://www.cirsa.com/;Cirsa Enterprises, S.A.;13.98;-10.62;-1.32;-0.94;-0.94;0.19;0.0;17.46
ES0106000013;ADZ.MC;Consumer Cyclical;Apparel Manufacturing;https://www.adolfodominguez.com/;Adolfo Domínguez, S.A.;5.55;1.56;3.56;-0.99;-0.99;0.16;0.52;9.07
ES0109067019;AMS.MC;Technology;Information Technology Services;https://amadeus.com/;Amadeus IT Group, S.A.;60.72;-7.69;-7.9;-6.43;-6.95;0.48;0.03;23.86
ES0109260531;AMP.MC;Technology;Information Technology Services;https://www.grupoamper.com/;Amper, S.A.;0.1812;-0.03;-6.04;-2.59;-2.59;0.17;0.0;-0.19
ES0109427734;A3M.MC;Communication Services;Entertainment;https://www.atresmediacorporacion.com/;Atresmedia Corporación de Medios de Comunicación, S.A.;5.03;2.47;2.04;7.4;5.13;0.7;1.33;6.35
ES0110047919;OLE.MC;Consumer Defensive;Packaged Foods;https://deoleo.com/;Deoleo, S.A.;0.222;-0.47;-0.47;-0.32;-0.32;0.27;0.0;0.14
ES0112320009;COM.MC;Industrials;Staffing & Employment Services;https://www.catenon.com/;Catenon, S.A.;1.11;0.13;8.54;13.88;13.88;0.61;0.0;0.35
ES0112458312;AZK.MC;Industrials;Business Equipment & Supplies;https://www.azkoyen.com/;Azkoyen, S.A.;8.82;1.89;4.67;12.97;6.0;0.67;0.2;6.02
ES0112501012;EBRO.MC;Consumer Defensive;Packaged Foods;https://www.ebrofoods.es/;Ebro Foods, S.A.;18.4;6.95;2.65;-204.44;5.9;0.62;0.23;6.64
ES0113211835;BBVA.MC;Financial Services;Banks - Diversified;https://www.bbva.com/;Banco Bilbao Vizcaya Argentaria, S.A.;20.95;9.24;2.27;2.17;2.17;0.07;0.23;-0.56
ES0113312005;ALC.MC;Technology;Information Technology Services;https://www.altia.es/;Altia Consultores, S.A.;7.15;0.37;19.32;28.6;25.54;0.6;0.21;0.67
ES0113679I37;BKT.MC;Financial Services;Banks - Regional;https://www.bankinter.com/;Bankinter, S.A.;14.24;6.55;2.17;2.06;2.06;0.05;0.35;2.39
ES0113860A34;SAB.MC;Financial Services;Banks - Diversified;https://www.grupbancsabadell.com/;Banco de Sabadell, S.A.;3.24;2.3;1.41;1.15;1.15;0.06;1.71;-5.95
ES0113900J37;SAN.MC;Financial Services;Banks - Diversified;https://www.santander.com/;Banco Santander, S.A.;10.54;5.65;1.87;1.55;1.55;0.05;0.48;6.12
ES0114820113;VOC.MC;Communication Services;Publishing;https://www.vocento.com/;Vocento, S.A.;0.712;-0.08;-8.9;-0.75;-4.75;0.32;0.0;1.15
ES0115002018;RIO.MC;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.bodegasriojanas.com/;Bodegas Riojanas, S.A.;2.419;3.82;0.63;3.97;0.65;0.33;1.1;-3.17
ES0116494016;MTB.MC;Real Estate;Real Estate Services;https://www.montebalito.com/;Montebalito, S.A.;1.77;2.39;0.74;1.54;1.5;0.78;0.0;0.57
ES0116870314;NTGY.MC;Utilities;Utilities - Regulated Gas;https://www.naturgy.com/;Naturgy Energy Group, S.A.;25.7;3.64;7.06;-1.2;-1.25;0.27;0.23;24.72
ES0116920333;0NRN.IL;Financial Services;Insurance - Diversified;https://www.grupocatalanaoccidente.com/;Grupo Catalana Occidente, S.A.;44.9;35.2;1.28;0.92;0.92;0.3;0.0;-186.21
ES0118594417;IDR.MC;Technology;Information Technology Services;https://www.indracompany.com/;Indra Sistemas, S.A.;58.25;0.02;2912.5;-12.19;-16.88;0.29;0.09;12.84
ES0118900010;0P2N.IL;Industrials;Infrastructure Operations;https://www.ferrovial.com/;Ferrovial SE;41.7;7.4;5.64;-2.0;-2.0;0.25;0.0;18.19
ES0119037010;CBAV.MC;Healthcare;Diagnostics & Research;https://www.clinicabaviera.com/;Clínica Baviera, S.A.;49.8;3.74;13.32;-11.89;-11.89;0.56;0.08;21.82
ES0121975009;CAF.MC;Industrials;Railroads;https://www.cafmobility.com/;Construcciones y Auxiliar de Ferrocarriles, S.A.;58.3;11.9;4.9;-3.55;-16.95;0.19;0.04;48.31
ES0122060314;FCC.MC;Industrials;Waste Management;https://www.fcc.es/;Fomento de Construcciones y Contratas, S.A.;11.04;-1.58;-6.99;-0.94;-1.14;0.22;0.4;6.74
ES0124244E34;MAP.MC;Financial Services;Insurance - Diversified;https://www.mapfre.com/;Mapfre, S.A.;4.252;2.15;1.98;1.46;1.46;0.16;1.63;-2.59
ES0125140A14;ECR.MC;Basic Materials;Chemicals;https://www.ercros.es/;Ercros, S.A.;3.425;3.55;0.96;-2.78;17.12;0.51;0.0;-14.32
ES0125220311;ANA.MC;Industrials;Engineering & Construction;https://www.acciona.com/;Acciona, S.A.;186.0;28.22;6.59;-0.67;-0.72;0.15;0.02;-38.32
ES0126501131;ALNT.MC;Financial Services;Capital Markets;https://www.alantra.com/;Alantra Partners, S.A.;9.48;5.67;1.67;-11.02;-11.02;0.75;0.48;7.07
ES0126962069;NXT.MC;Consumer Cyclical;Apparel Manufacturing;https://www.nextil.com/;Nueva Expresión Textil, S.A.;0.87;-0.07;-12.43;-6.21;-6.69;-0.2;0.0;-0.18
ES0129743318;ENO.MC;Industrials;Engineering & Construction;https://www.grupoelecnor.com/;Elecnor, S.A.;25.85;13.32;1.94;-12.86;16.06;0.37;0.39;45.1
ES0130670112;ELE.MC;Utilities;Utilities - Regulated Electric;https://www.endesa.com/;Endesa, S.A.;30.88;5.77;5.35;-1.62;-1.79;0.23;0.25;8.46
ES0130960018;ENG.MC;Utilities;Utilities - Regulated Gas;https://www.enagas.es/es/;Enagás, S.A.;13.9;8.79;1.58;-1.17;-1.17;0.39;0.72;31.71
ES0131172001;YENT.MC;Real Estate;REIT - Diversified;https://www.entrecampos.com/;Entrecampos Cuatro, Socimi, S.A.;1.8;1.24;1.45;-3.4;-3.53;0.7;0.0;0.31
ES0131703003;SEC.MC;Communication Services;Entertainment;https://www.secuoyacontentgroup.com/;Secuoya, Grupo de Comunicación, S.A.;31.2;-2.89;-10.8;-3.28;-4.52;0.12;0.0;-1.52
ES0132105018;ACX.MC;Basic Materials;Steel;https://www.acerinox.com/;Acerinox, S.A.;13.25;8.86;1.5;30.11;3.65;0.49;0.47;-0.79
ES0132945017;TUB.MC;Basic Materials;Steel;https://www.tubacex.com/;Tubacex, S.A.;3.365;2.14;1.57;-2.26;-21.03;0.34;0.81;-2.56
ES0132955008;CEV.MC;Real Estate;Real Estate - Development;https://www.cevasa.com/;Compañía Española de Viviendas en Alquiler S.A.;7.85;17.68;0.44;-1.12;-1.12;0.69;0.0;-25.16
ES0134950F36;FAE.MC;Healthcare;Drug Manufacturers - Specialty & Generic;https://faesfarma.com/;Faes Farma, S.A.;5.12;1.74;2.94;7.76;5.28;0.93;0.77;0.67
ES0136463017;ADX.MC;Utilities;Utilities - Renewable;https://www.audaxrenovables.com/;Audax Renovables, S.A.;1.354;-0.28;-4.84;-1.49;-1.49;0.2;0.0;0.24
ES0137650018;FDR.MC;Consumer Cyclical;Leisure;https://www.fluidra.com/;Fluidra, S.A.;24.88;-2.99;-8.32;-4.42;-5.81;0.47;0.11;5.58
ES0137998A12;LIB.MC;Real Estate;Real Estate Services;https://libertas7.es/;Libertas 7, S.A.;3.1;4.59;0.68;4.92;4.92;0.92;0.0;0.03
ES0139140174;COL.MC;Real Estate;REIT - Office;https://www.inmocolonial.com/;Colonial SFL, Socimi S. A.;5.16;9.18;0.56;-0.54;-0.54;0.49;0.78;2.5
ES0140609019;CABK.MC;Financial Services;Banks - Regional;https://www.caixabank.com/;CaixaBank, S.A.;10.7;4.46;2.4;2.4;2.4;0.06;0.45;1.43
ES0142090317;OHLA.MC;Industrials;Engineering & Construction;https://ohla-group.com/;Obrascón Huarte Lain, S.A.;0.361;0.34;1.06;-12.03;-12.03;0.18;7.04;1.29
ES0143328005;GRI.MC;Industrials;Waste Management;https://www.grinyo.com/;Griñó Ecologic, S.A.;1.0;1.21;0.83;-7.14;-10.0;0.64;0.0;0.6
ES0144580Y14;IBE.MC;Utilities;Utilities - Diversified;https://www.iberdrola.com/;Iberdrola, S.A.;18.57;5.15;3.61;-1.41;-1.41;0.35;0.22;1.46
ES0147561015;IBG.MC;Basic Materials;Paper & Paper Products;https://www.iberpapel.es/;Iberpapel Gestión, S.A.;21.0;30.42;0.69;1.58;1.58;1.19;0.16;14.22
ES0148396007;ITX.MC;Consumer Cyclical;Apparel Retail;https://www.inditex.com/;Industria de Diseño Textil, S.A.;55.86;5.8;9.63;133.0;12.75;0.85;0.04;11.76
ES0152768612;AI.MC;;;https://twitter.com/YahooFinance;;0.0965;0.0;0;-3.22;-4.83;0.42;0.0;-0.05
ES0154653911;ISUR.MC;Real Estate;Real Estate Services;https://grupoinsur.com/;Inmobiliaria del Sur, S.A.;15.0;8.43;1.78;-2.22;-2.22;0.34;0.28;5.94
ES0157097017;ALM.MC;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.almirall.com/;Almirall, S.A.;13.22;1.1;12.02;-16.95;-73.44;0.74;0.14;2.94
ES0157261019;ROVI.MC;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.rovi.es/;Laboratorios Farmaceuticos Rovi, S.A.;72.2;10.52;6.86;16.08;16.08;0.71;0.02;18.0
ES0158480311;LGT.MC;Consumer Cyclical;Auto Parts;https://www.lingotes.com/;Lingotes Especiales, S.A.;4.96;4.12;1.2;-2.12;-7.75;0.47;0.93;-2.05
ES0162600417;MDF.MC;Industrials;Engineering & Construction;https://www.durofelguera.com/;Duro Felguera, S.A.;0.184;-1.26;-0.15;-0.12;-0.12;-1.47;41.2;-1.85
ES0164180012;MCM.MC;Basic Materials;Paper & Paper Products;https://www.miquelycostas.com/;Miquel y Costas & Miquel, S.A.;14.3;10.38;1.38;6.01;6.01;0.81;0.25;6.93
ES0165359029;RJF.MC;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.reigjofre.com/;Laboratorio Reig Jofre, S.A.;2.67;1.65;1.62;11.61;4.6;0.65;0.54;-0.2
ES0165386014;SLR.MC;Utilities;Utilities - Renewable;https://www.solariaenergia.com/;Solaria Energía y Medio Ambiente, S.A.;17.77;4.68;3.8;-1.59;-1.59;0.32;0.0;-9.21
ES0166300212;NEA.MC;Industrials;Specialty Industrial Machinery;https://www.nicolascorrea.com/;Nicolás Correa, S.A.;9.94;6.09;1.63;3.28;2.18;0.76;0.35;5.79
ES0167050915;ACS.MC;Industrials;Engineering & Construction;https://www.grupoacs.com/;ACS, Actividades de Construcción y Servicios, S.A.;96.55;-3.45;-27.99;-2.37;-2.69;0.16;0.06;70.25
ES0167733015;ORY.MC;Healthcare;Biotechnology;https://www.oryzon.com/en;Oryzon Genomics S.A.;3.17;-0.16;-19.81;-15.1;-15.1;0.84;0.0;-1.88
ES0169350016;PVA.MC;Consumer Defensive;Farm Products;https://www.pescanova.com/;Pescanova, S.A.;0.265;-0.22;-1.2;-0.23;-0.23;-0.25;8.3;-0.2
ES0169501030;PHM.MC;Healthcare;Biotechnology;https://www.pharmamar.com/;Pharma Mar, S.A.;81.6;11.5;7.1;13.85;13.85;0.92;0.0;8.88
ES0170884417;PRM.MC;Healthcare;Medical Instruments & Supplies;https://www.prim.es/;Prim, S.A.;13.2;6.16;2.14;3.06;2.61;0.73;0.24;-24.58
ES0171743901;PRS.MC;Communication Services;Publishing;https://www.prisa.com/;Promotora de Informaciones, S.A.;0.359;-0.54;-0.66;-0.51;-0.57;-0.53;5.74;0.68
ES0171996087;GRF.MC;Healthcare;Drug Manufacturers - General;https://www.grifols.com/;Grifols, S.A.;10.89;-6.53;-1.67;-0.76;-0.84;0.29;0.14;-0.32
ES0172708234;EZE.MC;Industrials;Engineering & Construction;https://www.ezentis.com/;Grupo Ezentis, S.A.;0.0864;-0.01;-8.64;-8.64;-8.64;-0.71;0.0;-0.13
ES0173093024;RED.MC;Utilities;Utilities - Regulated Electric;https://www.ree.es/;Redeia Corporación, S.A.;14.95;8.61;1.74;-1.2;-1.2;0.35;0.4;1.21
ES0173358039;R4.MC;;;https://fr.finance.yahoo.com/actualites/gr%C3%A8ve-m%C3%A9decins-ny-aura-dencadrement-223447267.html;;19.2;2.94;6.53;4.95;4.44;0.06;0.19;40.71
ES0173365018;REN.MC;Real Estate;Real Estate Services;https://www.rentacorporacion.com/;Renta Corporación Real Estate, S.A.;0.72;1.86;0.39;-2.06;-3.27;0.6;0.0;3.45
ES0173516115;REP.MC;Energy;Oil & Gas Integrated;https://www.repsol.com/;Repsol, S.A.;15.69;20.19;0.78;-1.18;-1.44;0.47;0.38;17.09
ES0175438003;PSG.MC;Industrials;Security & Protection Services;https://www.prosegur.com/;Prosegur Compañía de Seguridad, S.A.;2.7;-0.71;-3.8;-0.74;-0.74;0.21;2.2;3.34
ES0176252718;MEL.MC;Consumer Cyclical;Lodging;https://www.meliahotelsinternational.com/;Meliá Hotels International, S.A.;7.78;2.95;2.64;-0.53;2.81;0.17;0.19;10.2
ES0177542018;IAG.L;Industrials;Airlines;https://www.iairgroup.com/;International Consolidated Airlines Group S.A.;410.4;0.52;789.23;-88.83;-88.83;0.18;0.01;2.45
ES0178165017;TRE.MC;Industrials;Engineering & Construction;https://www.tecnicasreunidas.es/;Técnicas Reunidas, S.A.;0;4.42;0.0;-0.0;-0.0;0.11;0;-0.59
ES0178430E18;TEF.MC;Communication Services;Telecom Services;https://www.telefonica.com/;Telefónica, S.A.;3.337;-1.24;-2.69;-0.32;-0.45;0.21;2.4;-23.8
ES0180850416;TRG.MC;Basic Materials;Steel;https://www.tubosreunidosgroup.com/;Tubos Reunidos, S.A.;0.297;0.01;29.7;-0.2;-0.2;0.01;13.54;0.29
ES0180907000;UNI.MC;Financial Services;Banks - Regional;https://www.unicajabanco.com/;Unicaja Banco, S.A.;2.826;2.59;1.09;1.08;0.94;0.07;0.0;0.17
ES0180918015;GSJ.MC;Industrials;Engineering & Construction;https://www.gruposanjose.biz/;Grupo Empresarial San José, S.A.;8.0;2.99;2.68;-88.89;-88.89;0.27;0.32;8.97
ES0182870214;SCYR.MC;Industrials;Engineering & Construction;https://www.sacyr.com/;Sacyr, S.A.;4.016;1.18;3.4;-0.31;-0.31;0.06;1.05;1.62
ES0183304080;SQRL.MC;Technology;Information Technology Services;https://www.squirrelmedia.es/;Squirrel Media, S.A.;2.47;-0.76;-3.25;-2.33;-2.52;0.3;0.0;-1.07
ES0183746314;VID.MC;Consumer Cyclical;Packaging & Containers;https://www.vidrala.com/;Vidrala, S.A.;91.0;28.08;3.24;-12.41;-12.41;0.59;0.02;48.07
ES0184262212;VIS.MC;Consumer Cyclical;Packaging & Containers;https://www.viscofan.com/;Viscofan, S.A.;55.5;19.72;2.81;8.59;8.59;0.7;0.07;19.54
ES0184980003;BST.MC;Healthcare;Biotechnology;https://www.biatgroup.com/;Biotechnology Assets, S.A.;0.19;0.01;19.0;-2.71;-6.33;0.45;0.0;-0.15
GB00BDCPN049;CCEP.AS;Consumer Defensive;Beverages - Non-Alcoholic;https://www.cocacolaep.com/;Coca-Cola Europacific Partners PLC;76.6;-19.41;-3.95;-2.21;-2.75;0.29;0.04;15.1
LU0569974404;APAM.AS;Basic Materials;Steel;https://www.aperam.com/;Aperam S.A.;35.56;40.49;0.88;6.62;6.62;0.6;0.17;22.52
