Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANNPA;Solvabilité
ALVIV.PA;Technology;Software - Application;https://www.visiativ.com/;Visiativ SA;36,4;42,23;-1,88;0,26
ALDUB.PA;Basic Materials;Specialty Chemicals;https://www.encresdubuit.com/;Encres Dubuit;2,74;7,84;0,78;0,97
ALMRB.PA;Consumer Cyclical;Home Improvement Retail;https://mr-bricolage.com/;Mr.Bricolage S.A.;8,9;18,15;-1,19;0,39
ALFBA.PA;Consumer Cyclical;Apparel Retail;https://www.fashion-belair.com/;Fashion Bel Air S.A.;0,057;0;0;0
ALPRI.PA;Communication Services;Advertising Agencies;https://www.prismaflex.com/;Prismaflex International, S.A.;6,7;23,87;-2,06;0,24
ALVDM.PA;Consumer Cyclical;Travel Services;https://www.voyageursdumonde.fr/;Voyageurs du Monde SA;144;127,65;5,51;0,64
ALGEN.PA;Healthcare;Biotechnology;https://www.genoway.com/;genOway Société anonyme;4,17;0;0;0
ALNSE.PA;Technology;Scientific & Technical Instruments;https://www.nse-groupe.com/;NSE S.A.;24,5;23,51;3,67;0,53
ALCLA.PA;Industrials;Integrated Freight & Logistics;https://www.clasquin.com/;Clasquin SA;136;92,3;-20,3;0,28
ALHYG.PA;Healthcare;Biotechnology;https://www.hybrigenics.com/;Hybrigenics SA;0,0094;0,05;0;0,6
ALNTG.PA;Technology;Communication Equipment;https://www.netgem.com/;Netgem SA;0,962;0,87;32,07;0,68
ALMAS.PA;Consumer Defensive;Household & Personal Products;https://www.mastrad-paris.fr/;Mastrad Société Anonyme;0,0106;0,06;0;0,56
ALHEX.PA;Consumer Cyclical;Residential Construction;https://www.hexaom.fr/;Hexaom S.A.;22,1;81,01;3,48;0,44
ALNXT.PA;Communication Services;Advertising Agencies;https://www.nextedia.com/;Nextedia S.A.;0,602;0,79;-8,6;0,57
ALMIN.PA;Communication Services;Telecom Services;https://www.mint.eco/;Mindscape SA;3,65;11,93;0,68;2,33
ALBLD.PA;Communication Services;Advertising Agencies;https://www.bilendi.fr/;Bilendi SA;17;8,65;-16,19;0,55
ALTRO.PA;Technology;Semiconductor Equipment & Materials;https://www.tronics.tdk.com/;Tronic's Microsystems SA;3,6;2,95;-2,69;0,5
ALFRE.PA;Industrials;Staffing & Employment Services;https://www.freelance.com/;Freelance.com SA;3,34;5,85;-4,34;0,39
ALTER.PA;;;https://finance.yahoo.com/sector/consumer_cyclical;;0;0;0;0
ALI2S.PA;Industrials;Electrical Equipment & Parts;https://www.i2s.fr/;i2S SA;7,2;10,49;5,07;0,66
ALLHB.PA;Consumer Cyclical;Lodging;https://www.leshotelsbaverez-sa.com/;Les Hôtels Baverez S.A.;70;30,16;15,45;1,25
ALVIO.PA;Healthcare;Biotechnology;https://valeriotx.com/;Valerio Therapeutics Société anonyme;0,1098;0,1;-2,2;0,52
ALTHE.PA;Healthcare;Medical Devices;https://www.theraclion.com/;Theraclion SA;0,494;0,38;7,06;0,52
ALLIX.PA;Technology;Software - Infrastructure;https://www.wallix.com/;WALLIX GROUP SA;8,35;5,97;-15,75;0,47
ALPRE.PA;Healthcare;Diagnostics & Research;https://www.predilife.com/;Predilife S.A.;7,1;2,36;-22,9;0,18
ALBFR.PA;Technology;Software - Application;https://www.sidetrade.com/;Sidetrade SA;172;28,63;66,41;0,76
ALMGI.PA;Industrials;Security & Protection Services;https://www.mginternational.fr/;MG International S.A.;6;6,84;1,33;0,88
ALPLA.PA;;;https://finance.yahoo.com/sector/industrials;;0;0;0;0
ALMIL.PA;Communication Services;Advertising Agencies;https://numberly.com/fr;1000mercis;27,2;42,59;-3,54;0,23
ALPRO.PA;Technology;Software - Application;https://www.prodware.fr/;Prodware;8,7;34,48;-0,25;0,15
ALVIA.PA;Consumer Cyclical;Specialty Retail;https://www.viapresse.com/;Vialife SA;12;0;0;0,13
ALOBR.PA;;;https://www.groupe-ober.fr/;Ober SA;11,72;24,14;2,47;0,43
ALUPG.PA;Consumer Cyclical;Specialty Retail;https://www.upergy.com/;UPERGY Société Anonyme;1,93;5,85;1,21;0,49
ALAQU.PA;Industrials;Security & Protection Services;https://www.reseau-aquila.fr/;Aquila SA;4,4;6,1;2,57;0,44
ALMDG.PA;Technology;Computer Hardware;https://www.mgi-fr.com/;MGI Digital Technology Société Anonyme;21;19,34;2,39;1,09
ALPRG.PA;Technology;Software - Application;https://www.prologue.fr/;Prologue S.A.;0,234;0,54;-2,6;0,26
ALTTI.PA;Technology;Software - Application;https://www.ttinteractive.com/;Travel Technology Interactive;2,34;0,62;8,36;1,33
ALHIT.PA;Technology;Information Technology Services;https://www.hitechpros.com/;HITECHPROS Société anonyme;17,1;8,43;5,96;0,83
ALNOV.PA;Healthcare;Medical Devices;https://www.novacyt.com/;Novacyt S.A.;0,732;1,74;0,54;2,13
ALTRI.PA;Industrials;Business Equipment & Supplies;https://www.trilogiq.com/;Trilogiq S.A.;5,85;11,58;0,72;1,97
ALDLS.PA;Industrials;Staffing & Employment Services;https://www.groupedlsi.com/;DLSI;15,2;32,5;2,09;0,69
ALENT.PA;Communication Services;Internet Content & Information;https://www.entreparticuliers.com/;Entreparticuliers.com;0,62;0,23;-10,33;0,84
ALCLS.PA;Healthcare;Biotechnology;https://www.cellectis.com/;Cellectis S.A.;2,76;4,64;-12;0,65
ALDNX.PA;Communication Services;Internet Content & Information;https://www.dnxcorp.com/;DNXCorp SE;22;5,25;137,5;0,73
ALEO2.PA;Basic Materials;Lumber & Wood Production;https://www.eo2.fr/;Eo2 Société Anonyme;5,14;0;0;0
ALATA.PA;Communication Services;Electronic Gaming & Multimedia;https://www.atari.com/;Atari SA;0,1255;0,06;-1,79;0,23
ALFPC.PA;Consumer Cyclical;Recreational Vehicles;https://www.fountaine-pajot.com/;S.A. Fountaine Pajot;129,5;152,54;42,88;0,52
ALECP.PA;Communication Services;Entertainment;https://www.europacorp.com/;EuropaCorp;0,376;0,63;-1,07;0,02
ALROC.PA;Technology;Electronic Components;https://www.roctool.com/;RocTool S.A.;1,025;1,07;-17,08;0,23
ALSTW.PA;Technology;Software - Application;https://www.streamwide.com/;Streamwide S.A.;25,8;11,98;24,57;0,68
ALAGR.PA;Consumer Defensive;Farm Products;https://agrogeneration.com/;AgroGeneration, SA;0,0464;0,14;-1,55;0,29
ALTXC.PA;Technology;Communication Equipment;https://txcom-group.com/;TXCOM Société Anonyme;9,3;10,1;1,35;2,34
ALWED.PA;Technology;Software - Application;https://www.wedia-group.com/;Wedia SA;23,6;0;0;0,55
ALKAL.PA;Technology;Semiconductors;https://www.kalrayinc.com/;Kalray S.A.;18,54;4,53;18,36;0,84
ALVU.PA;Consumer Cyclical;Internet Retail;https://www.vente-unique.com/;Vente-Unique.com SA;13,7;9,02;13,98;0,61
ALMER.PA;Consumer Defensive;Packaged Foods;https://www.sapmer.com/;Sapmer SA;7,3;37,61;-0,42;0,27
ALPAT.PA;Healthcare;Biotechnology;https://www.plantadvanced.com/;Plant Advanced Technologies SA;15,4;10,12;-4,6;0,52
ALSRS.PA;Communication Services;Advertising Agencies;https://www.madvertise.com/;Sirius Media;0,47;0;0;0
ALREW.PA;Communication Services;Advertising Agencies;https://www.reworldmedia.com/;Reworld Media Société Anonyme;3;6,07;-1,08;0,36
ALEUA.PA;Real Estate;Real Estate Services;https://www.eurasiagroupe.com/;Eurasia Groupe SA;2,62;0;0;0
ALMDP.PA;Healthcare;Biotechnology;https://www.medesispharma.com/;Medesis Pharma S.A.;1,17;0,35;-1,92;1,64
ALQWA.PA;Communication Services;Advertising Agencies;https://www.qwamplify.com/;Qwamplify;3,18;5,99;10,97;0,61
ALCAR.PA;Healthcare;Medical Devices;https://www.carmatsa.com/;Carmat SA;4,08;1,82;-2,18;0,97
ALINT.PA;Healthcare;Biotechnology;https://integragen.com/;IntegraGen SA;0,66;1,21;2,54;0,39
ALBIO.PA;Healthcare;Medical Devices;https://www.biosynex.com/;Biosynex SA;4,025;13,54;-11,18;0,6
ALMOU.PA;Basic Materials;Lumber & Wood Production;https://www.moulinvest.com/;Moulinvest S.A.;20,8;49,19;-18,74;0,6
ALKLA.PA;Communication Services;Advertising Agencies;https://www.klarsen.com/;Klarsen;2,25;1,03;-1,91;0,18
ALBLU.PA;Healthcare;Medical Devices;https://www.bluelinea.com/;Bluelinea Société Anonyme;1,05;0,56;-3,89;0,33
ALMDT.PA;Healthcare;Medical Devices;https://www.mediantechnologies.com/;Median Technologies SA;3,18;1,86;-4,08;0,63
ALMIB.PA;Basic Materials;Agricultural Inputs;https://amoeba-nature.com/;Amoéba S.A.;0,498;0,13;-3,32;0,68
ALGBE.PA;Utilities;Utilities - Diversified;https://www.global-bioenergies.com/;Global Bioenergies SA;1,816;0,99;4,54;1,62
ALTBG.PA;Technology;Software - Application;https://theblockchain-group.com/;The Blockchain Group;0,1;0,2;-0,62;0,44
ALCOG.PA;Basic Materials;Lumber & Wood Production;https://www.cogra.fr/;Cogra 48 Société Anonyme;6,58;13,02;2,52;0,71
ALINS.PA;Healthcare;Health Information Services;https://www.intrasense.fr/;Intrasense S.A.;0,315;0,14;5,25;1,24
ALGLD.PA;Basic Materials;Other Precious Metals & Mining;https://www.goldbygold.com/;Gold By Gold SA;2,06;2,48;2,1;0,48
ALMET.PA;Utilities;Utilities - Diversified;https://www.methanor.fr/;Méthanor SCA;2,54;5,66;3,58;1,14
ALBOA.PA;Industrials;Specialty Industrial Machinery;https://www.boa-concept.com/;BOA Concept SAS;25;0;0;1,38
ALSGD.PA;Healthcare;Medical Devices;https://www.spineguard.com/;SpineGuard SA;0,241;0,14;8,03;0,84
ALESA.PA;Industrials;Waste Management;https://www.ecoslops.com/;Ecoslops S.A.;0,7;0;0;0
ALVGO.PA;Technology;Software - Application;https://www.vogo-group.com/;Vogo SA;3,98;1,08;-13,72;0,46
ALNLF.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.neolife.fr/;Neolife SA;0,082;0,04;8,2;0,68
ALCRB.PA;Basic Materials;Specialty Chemicals;https://www.carbios.com/;Carbios SAS;23,9;15,42;2,97;2,13
ALQGC.PA;Healthcare;Biotechnology;https://www.quantum-genomics.com/;Quantum Genomics Société Anonyme;0,1292;0;0;0
ALCJ.PA;Healthcare;Medical Instruments & Supplies;https://www.crossject.com/;Crossject Société Anonyme;2,02;0;0;0
ALREA.PA;Real Estate;Real Estate - Development;https://www.realites.com/;Réalités S.A.;13,3;214,63;-4,94;0,13
ALUCI.PA;Industrials;Electrical Equipment & Parts;https://www.lucibel.io/;Lucibel SA;0,4325;0,33;-2,54;0,05
ALUVI.PA;Industrials;Pollution & Treatment Controls;https://www.uvgermi.fr/;UV Germi SA;3,47;2,95;1,5;1,29
ALENE.PA;Industrials;Specialty Industrial Machinery;https://www.enertime.com/;Enertime SA;0,375;0,87;-0,87;0,01
ALDMS.PA;Healthcare;Medical Devices;https://www.dms.com/;Diagnostic Medical Systems S.A.;1,005;2,22;-2,96;0,27
ALPUL.PA;;;https://pullupent.com/;Pullup Entertainment Société anonyme;11,66;0;0;0
ALSEN.PA;Healthcare;Biotechnology;https://www.sensorion.com/;Sensorion SA;0,718;0,15;7,18;3,49
ALUNT.PA;Consumer Cyclical;Residential Construction;https://uniti-habitat.fr/;Uniti S.A;1,37;19,09;0,82;0,07
ALBPS.PA;Healthcare;Biotechnology;https://www.biophytis.com/;Institut Biophytis SAS;0,8;3,25;-0,33;0,64
ALGIL.PA;Consumer Cyclical;Packaging & Containers;https://www.groupeguillin.fr/;Groupe Guillin S.A.;29,8;40,17;4,64;0,73
ALHYP.PA;Technology;Software—Infrastructure;https://www.hipay.com/;HiPay Group SA;7,98;28,74;-1,3;0,13
ALCAP.PA;Real Estate;Real Estate—Development;https://capelli-immobilier.fr/;Capelli SA;6,02;367,31;0,67;0,07
ALPOU.PA;Consumer Defensive;Packaged Foods;https://www.poulaillon.fr/;Poulaillon SA;5,15;14;-1,04;0,37
ALCOX.PA;Healthcare;Biotechnology;https://www.nicox.com/;Nicox S.A.;0,379;1,06;0,97;0,51
ALMLB.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.miliboo.com/;Miliboo Société anonyme;2,03;2,45;7,52;0,44
ALIMR.PA;Technology;Software—Application;https://www.immersion.fr/;Immersion SA;1,81;5,54;2,18;0,31
ALWEC.PA;Technology;Consumer Electronics;https://www.connect-we.fr/;We.Connect SA;20,2;56,58;1,28;0,4
ALDRV.PA;Technology;Computer Hardware;https://www.dronevolt.com/;Drone Volt SA;0,0082;0;0;0
ALWIT.PA;Communication Services;Internet Content & Information;https://www.witbe.net/;Witbe S.A.;3,58;3,23;-4,42;0,32
ALKLK.PA;Technology;Software—Infrastructure;https://www.kerlink.com/;Kerlink SA;0,736;3,33;2,45;0,32
ALPCV.PA;Industrials;Specialty Industrial Machinery;https://www.cerinnov.com/;Cerinnov Group SA;1,865;2,64;-2,55;0,22
ALAUR.PA;Industrials;Business Equipment & Supplies;https://www.aures.com/;AURES Technologies S.A.;6,14;16,48;9,3;0,4
ALPAR.PA;Consumer Cyclical;Auto & Truck Dealerships;https://www.groupe-parot.com/;Groupe Parot SA;8,7;30,7;-2,76;0,21
ALOSM.PA;Communication Services;Telecom Services;https://osmozis.com/;Osmozis SA;10,5;10,48;-15;0,67
ALERS.PA;Healthcare;Medical Devices;https://www.eurobio-scientific.com/;Eurobio Scientific Société anonyme;14,7;16,25;54,44;0,77
ALVAL.PA;Healthcare;Biotechnology;https://www.valbiotis.com/;Valbiotis SA;4,355;2,04;4,07;2,36
ALECR.PA;Healthcare;Diagnostics & Research;https://www.eurofins.fr/cerep/;Eurofins-Cerep SA;21800;0;0;0,92
ALCOF.PA;Technology;Electronic Components;https://www.cofidur-ems.com/;Cofidur S.A.;390;0;0;0,41
ALEXP.PA;Financial Services;Capital Markets;https://groupe.one-experience.fr/;One Experience Société anonyme;0,476;0,95;-0,73;0,5
ALMII.PA;Technology;Information Technology Services;https://www.m2iformation.fr/;M2i Société anonyme;3,98;8,26;1,69;0,55
ALDLT.PA;Consumer Cyclical;Footwear & Accessories;https://www.deltaplusgroup.com/;Delta Plus Group;79;44,54;-15,43;0,51
ALARF.PA;Technology;Communication Equipment;https://www.adeunis.com/;Adeunis Société anonyme;0,45;2,33;-7,5;0,35
ALTHX.PA;Healthcare;Biotechnology;https://www.theranexus.com/;Theranexus Société Anonyme;1,075;0,79;8,96;0,95
ALDVI.PA;Healthcare;Biotechnology;https://www.advicenne.com/;Advicenne S.A.;1,97;0,99;-1,6;1,67
ALLGO.PA;Technology;Electronics & Computer Distribution;https://www.largo-france.fr/;Largo SA;2,46;3,27;4,39;0,41
ALORD.PA;Technology;Computer Hardware;https://www.ordissimo.com/;Ordissimo SA;0,542;2,09;-10,84;0,56
ALNN6.PA;Technology;Communication Equipment;https://www.enensys.com/;ENENSYS Technologies SA;0,61;2,09;-0,85;0,01
ALDNE.PA;Communication Services;Electronic Gaming & Multimedia;https://dontnod-bourse.com/;Don't Nod Entertainment S.A.;2,96;5,46;0,73;1,52
ALLEC.PA;Technology;Communication Equipment;https://www.cogelec.fr/;Cogelec SA;9,5;9,79;-3,83;0,15
AL2SI.PA;Technology;Computer Hardware;https://2crsi.com/;2CRSI S.A.;4,62;2,78;4,67;0,49
ALTUV.PA;Industrials;Waste Management;https://www.bio-uv.com/;BIO-UV Group S.A.;2,23;3,27;-1,97;0,47
ALEMV.PA;Consumer Cyclical;Specialty Retail;https://www.emova-group.com/;Emova Group SA;0,96;2,08;-0,28;0,41
ALKKO.PA;Consumer Defensive;Farm Products;https://www.kko-international.com/;KKO International SA;0,0814;0,19;-1,02;0,36
ALBKK.PA;Basic Materials;Chemicals;https://www.baikowski.com/;Baikowski SA;13,7;15,94;8,9;0,72
ALCUR.PA;Industrials;Specialty Industrial Machinery;https://www.arcure.net/;Arcure S.A.;6,56;2,38;32,8;0,45
ALNRG.PA;Technology;Software—Application;https://energisme.com/;SA Energisme;0,007;0;0;0
ALMAR.PA;Industrials;Staffing & Employment Services;https://www.mare-nostrum.eu/;Mare Nostrum SA;0,63;11,23;-0,29;0,08
ALAMG.PA;Basic Materials;Gold;https://auplatamininggroup.com/;Auplata Mining Group;0,0027;0,04;-0,05;0,05
ALVAP.PA;Consumer Cyclical;Internet Retail;https://www.kumulusvape.fr/;Kumulus Vape S.A.;6,28;7,68;1,75;0,9
ALNEO.PA;Technology;Scientific & Technical Instruments;https://www.alpha-mos.com/;Neotion SA;0,726;0,57;-0,68;1,5
ALGTR.PA;Technology;Scientific & Technical Instruments;https://groupe-tera.com/;Groupe Tera SA;3,92;3,64;-2,95;0,12
ALOKW.PA;Utilities;Utilities—Renewable;https://www.okwind.fr/;Groupe OKwind Société anonyme;19,4;7,77;9,6;0,57
ALHGR.PA;Basic Materials;Building Materials;https://www.ciments-hoffmann.fr/;Hoffmann Green Cement Technologies Societe anonyme;11,4;6,06;-30,81;0,8
ALAGP.PA;Utilities;Utilities—Renewable;https://www.agripower-france.com/;Agripower France Société Anonyme;1,03;4,92;0,53;0,8
ALMUN.PA;Technology;Software—Infrastructure;https://www.munic.io/;Munic S.A.;0,534;1,51;53,4;0,51
ALIMP.PA;Healthcare;Medical Devices;https://www.implanet.com/;Implanet S.A.;0,108;0,06;-2,7;0,02
ALPAU.PA;Consumer Defensive;Packaged Foods;https://www.paulicmeunerie.com/;PAULIC Meunerie SA;1,8;3,73;-1,07;0,39
ALVMG.PA;Healthcare;Medical Instruments & Supplies;https://www.visiomed.fr/;Visiomed Group SA;0,1966;0,04;-9,83;0,72
ALGAU.PA;Consumer Cyclical;Auto Manufacturers;https://www.gaussin.com/;Gaussin SA;0,246;2,37;-0,31;0,03
BPSBS.PA;;;;;0,004;0;0;0
ALVG.PA;Technology;Consumer Electronics;https://veomgroup.com/;VEOM Group;0,252;5,5;-0,07;0,01
ALECO.PA;Consumer Defensive;Food Distribution;https://www.ecomiam.com/;écomiam SA;3,14;3,82;11,21;0,49
ALCHI.PA;Communication Services;Broadcasting;https://www.alchimie.com/;Alchimie SA;0,465;2,53;-0,35;0,24
ALWF.PA;Industrials;Farm & Heavy Construction Machinery;https://investir.winfarm-group.com/;WINFARM Société anonyme;4,7;34,62;-0,41;0,26
ALIMO.PA;Real Estate;Real Estate Services;https://www.groupimo.fr/;Groupimo S.A.;0,2;2,65;0,67;0,62
ALHPI.PA;Consumer Cyclical;Auto Manufacturers;https://www.hopium.com/;Hopium SA;0,029;0,15;-0,02;9,29
ALHRS.PA;Consumer Cyclical;Specialty Retail;https://www.hydrogen-refueling-solutions.fr/;Hydrogen-Refueling-Solutions SA;7,2;7,35;18,95;0,55
ALBIZ.PA;Communication Services;Advertising Agencies;https://www.obiz-concept.fr/;Obiz S.A.;5,84;4,57;-3,97;0,37
ALNMR.PA;Technology;Software—Application;https://namr.com/;namR Société anonyme;1,475;0,74;-1,87;0,02
ALODC.PA;Consumer Defensive;Food Distribution;https://www.omerdecugis.com/;Omer-Decugis & Cie SA;4;6,81;8,89;0,5
ALAIR.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.airwell.com/;Groupe Airwell Société anonyme;4,62;5,76;-11,55;0,1
ALNFL.PA;Healthcare;Biotechnology;https://www.nflbiosciences.com/;NFL Biosciences SA;2,115;0,4;105,75;0,24
ALAGO.PA;Utilities;Utilities—Renewable;https://www.e-pango.com/;E-Pango SA;0,321;0,57;-0,47;0,55
ALESE.PA;Utilities;Utilities—Renewable;https://entech-se.com/;Entech SA;6,74;2,77;4,65;0,69
ALSPT.PA;Consumer Cyclical;Internet Retail;https://www.spartoo.com/;Spartoo SAS;0,574;4,99;0,52;0,4
ALIKO.PA;Healthcare;Medical Devices;https://www.ikonisys.com/;Ikonisys S.A.;1,45;0,08;-4,26;0,8
ALENO.PA;Industrials;Specialty Industrial Machinery;https://www.enogia.com/;Enogia SAS;2,04;1,69;13,6;0,51
ALPM.PA;Industrials;Specialty Industrial Machinery;https://www.preciamolen.com/;Precia S.A.;32;26,03;5,49;0,65
ALCYB.PA;Consumer Cyclical;Leisure;https://cybergun.com/;Cybergun S.A.;0,0023;0,45;0,03;0,52
ALDOL.PA;Energy;Oil & Gas Equipment & Services;https://www.dolfines.com/;Dolfines SA;0,0011;0;0;0,14
ALMND.PA;Consumer Cyclical;Leisure;https://mnd.com/;Montagne et Neige Développement SA;0,89;1,63;-1,56;0,11
ALAUD.PA;Financial Services;Asset Management;https://www.audacia.fr/;Audacia SA;3,76;4,73;9,64;0,61
ALAFY.PA;Basic Materials;Specialty Chemicals;https://afyren.com/;AFYREN SAS;2,71;2,61;1,65;2,98
ALSMA.PA;Healthcare;Health Information Services;https://smaio.com/;S.M.A.I.O S.A.;3,5;2,46;2,4;1,29
ALICR.PA;Healthcare;Medical Instruments & Supplies;https://www.iceram.fr/;I.CERAM SA;0,66;0;0;0,35
ALACT.PA;Healthcare;Biotechnology;https://www.acticor-biotech.com/;Acticor Biotech SAS;1,14;0,87;-19;0,06
ALGRO.PA;Industrials;Metal Fabrication;https://www.grolleau.fr/;Grolleau Société Anonyme;6,86;12,72;7,38;0,44
ALTOO.PA;Industrials;Rental & Leasing Services;https://www.toosla-bourse.com/;Toosla Société Anonyme;1,01;4,47;-0,42;0,02
ALTHO.PA;Technology;Computer Hardware;https://www.metavisio.eu/;Metavisio;0,841;3,53;1,08;0,24
ALKEM.PA;Basic Materials;Specialty Chemicals;https://www.groupeberkem.com/;Groupe Berkem Société anonyme;2,34;4,11;-2,27;0,37
ALALO.PA;Communication Services;Advertising Agencies;https://www.acheter-louer.fr/;Acheter-Louer.Fr SA;0,0002;0;0;0,47
ALHUN.PA;Consumer Cyclical;Specialty Retail;https://www.hunyvers.com/;Hunyvers SA;11,75;19,55;3,45;0,37
ALCBI.PA;Financial Services;Asset Management;https://cbicorp.io/;Crypto Blockchain Industries;0,371;0,04;-12,37;0,57
ALHAF.PA;Utilities;Utilities—Renewable;https://www.haffner-energy.com/;Haffner Energy S.A.;0,59;0,91;1,23;1,13
ALVAZ.PA;;;;;40,2;0;0;0
ALICA.PA;Technology;Electronic Components;https://www.icape-group.com/;Icape Holding S.A.;9,88;12,84;-3,01;0,27
ALFUM.PA;Communication Services;Advertising Agencies;https://www.fillupmedia.fr/;Fill Up Media S.A.;5,9;6,3;147,5;0,31
ALCWE.PA;Utilities;Utilities—Renewable;https://www.charwood.energy/;Charwood Energy SA;3,88;2,54;4,56;0,76
ALBPK.PA;Technology;Communication Equipment;https://www.broadpeak.tv/;Broadpeak Société anonyme;1,71;2,91;4,38;0,51
ALVIN.PA;Basic Materials;Specialty Chemicals;https://www.vinpai.com/;Vinpai SAS;4,65;1,82;-4,84;0,26
ALENI.PA;;;https://finance.yahoo.com/sector/communication_services;;0;0;0;0
ALEUP.PA;Industrials;Waste Management;https://www.europlasma.com/;Europlasma S.A.;0,001;0,02;-0,1;0,01
ALOPM.PA;Healthcare;Biotechnology;https://www.oncodesign.com/;Oncodesign Precision Medicine Société anonyme;1,32;0;0;0
ALVER.PA;Utilities;Utilities—Independent Power Producers;https://www.vergnet.com/;Vergnet SA;0,2315;0;0;0,25
ALCAB.PA;Technology;Consumer Electronics;https://www.cabasse.com/;Cabasse Société anonyme;1,94;0;0;0
ALSAF.PA;Healthcare;Medical Instruments & Supplies;https://www.safeorthopaedics.com/;Safe Orthopaedics SA;0,0006;0;0;0
ALLPL.PA;Consumer Cyclical;Personal Services;https://www.lepermislibre.fr/;Lepermislibre Société anonyme;0,95;0,87;11,88;0,25
ALFLO.PA;Basic Materials;Agricultural Inputs;https://www.florentaise.com/;SAS Florentaise;6,26;10,02;-1,03;0,32
ALTD.PA;Industrials;Aerospace & Defense;https://tonnerdrones.com/;Tonner Drones S.A.;0,014;0;0;0
ALMCE.PA;Industrials;Specialty Business Services;https://www.moncourtierenergie.com/;Mon Courtier Energie Groupe S.A.;9,36;4,53;3,87;1,08
ALNEV.PA;Healthcare;Biotechnology;https://www.neovacs.com/;Neovacs S.A.;0,1886;0;0;0,95
ALBOO.PA;Technology;Consumer Electronics;https://www.boostheat-group.com/;Boostheat SA;1,44;0;0;0
ALWTR.PA;Industrials;Pollution & Treatment Controls;https://www.osmosun.com/;Osmosun S.A.;6,99;0;0;0
ALGRE.PA;Consumer Defensive;Food Distribution;https://algreen.fr/;Algreen;0,0002;0,15;0;0,42
ALADO.PA;Real Estate;Real Estate Services;https://www.adomos.com/;Adomos S.A.;0,0006;0;0;0
ALPIX.PA;;;https://finance.yahoo.com/sector/consumer_cyclical;;0;0;0;0
ALPHA.PA;Healthcare;Biotechnology;https://pharnext.com/;Pharnext S.C.A.;0,0614;2,22;0;8,16
ALJXR.PA;Technology;Consumer Electronics;https://www.archos.com/;Archos S.A.;0,0761;0,39;7,61;0,4
ALDBT.PA;Industrials;Specialty Industrial Machinery;https://www.dbt.fr/;DBT SA;1,43;4,11;-1,31;0,38
ALGEC.PA;Technology;Software—Infrastructure;https://www.geci.net/;GECI International S.A.;4,095;0;0;0,16
ALSTI.PA;;;;;11,06;0;0;0,64
ALSPW.PA;Healthcare;Medical Instruments & Supplies;https://www.spineway.com/;Spineway SA;0,5211;10,65;0,29;0,78
ALRPD.PA;Healthcare;Drug Manufacturers—Specialty & Generic;https://www.rnplc.com/;Rapid Nutrition PLC;0,07;0,19;3,5;0,42
ALHGO.PA;Financial Services;Asset Management;https://hamiltongo.eu/;Hamilton Global Opportunities PLC;43,2;0;0;1,04
ALAMA.PA;Healthcare;Health Information Services;https://www.amaxperteye.com/;AMA Corporation Plc;0,22;0,24;2,75;1,7
ALEAC.PA;Industrials;Specialty Business Services;https://www.ediliziacrobatica.com/;EdiliziAcrobatica S.p.A.;10,9;17,4;-6,23;0,21
ALSEI.PA;Communication Services;Publishing;https://www.seif-spa.it/;Società Editoriale Il Fatto S.p.A.;0,25;0,35;-0,56;0,05
ALKER.PA;;;https://finance.yahoo.com/sector/consumer_cyclical;;0;0;0;0
ALIE.PA;Communication Services;Entertainment;https://ilbegroup.it/;Iervolino & Lady Bacardi Entertainment S.p.A.;1,12;3,45;0;0,48
ALMEX.PA;Financial Services;Asset Management;https://www.mexedia.com/;Mexedia Società Per Azioni S.B.;13,3;17,84;-95;0,4
ALRFG.PA;Consumer Cyclical;Leisure;https://racingforce.com/;Racing Force S.P.A.;3,86;2,48;5,59;0,67
ALTTU.PA;Technology;Software—Application;https://www.tatatu.com/;Tatatu S.p.A.;5,6;0,18;-140;0,18
ALPER.PA;Consumer Cyclical;Apparel Manufacturing;https://laperlafashionholding.com/;La Perla Fashion Holding N.V.;7,2;0;0;0
ALTME.PA;Healthcare;Biotechnology;https://www.tmepharma.com/;TME Pharma N.V.;0,243;0,09;-24,3;1,2
MLPHO.PA;Financial Services;Capital Markets;https://www.photonike.com/;Photonike Capital SA;0,129;0;0;0
MLMIB.PA;Healthcare;Medical Distribution;https://metricsinbalance.com/;Metrics in Balance N.V.;0,107;0;0;0
MLIOC.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0
MLMFI.PA;Technology;Software—Infrastructure;https://www.condorscan.com/;Condor Technologies NV;12;0;0;0
MLBON.PA;Healthcare;Medical Instruments & Supplies;https://www.bonyf.com/;bonyf N.V.;15,2;0;0;0
MLFIR.PA;Financial Services;Insurance Brokers;https://www.firstcaution.ch/;Firstcaution SA;33,4;0;0;0
MLBMD.PA;Communication Services;Advertising Agencies;https://www.beaconsmind.com/;beaconsmind AG;8;0;0;0
MLBBO.PA;Consumer Cyclical;Specialty Retail;https://www.be-bo.eu/;BEBO Health SA;3,98;0;0;0
MLHK.PA;Industrials;Aerospace & Defense;https://www.heckler-koch.com/;H&K AG;119;8,28;-101,71;0,3
