Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
IT0005445280;Real Estate;Real Estate - Development;https://www.abitareinspa.com/;Abitare In S.p.A.;4,46;11,2;0,4;1,51;0,44;0
FR0012333284;Healthcare;Biotechnology;https://www.abivax.com/;ABIVAX Société Anonyme;12,96;4,8;2,7;5,27;2,97;0
FR001400AHX6;Healthcare;Health Information Services;https://www.abldiagnostics.com/;ABL Diagnostics Société anonyme;3;0,86;3,49;14,29;0,45;0
NO0010715394;Industrials;Specialty Business Services;https://abl-group.com/;ABL Group ASA;12,2;0,96;12,71;55,45;0,66;0
NL0011540547;Financial Services;Banks - Diversified;https://www.abnamro.nl/;ABN AMRO Bank N.V.;15,585;477,34;0,03;-0,03;0,06;0
BE0974278104;Industrials;Waste Management;https://www.abo-group.eu/;ABO-Group Environment NV;5,65;7,46;0,76;-5;0,35;0
FR0000064602;Real Estate;REIT - Office;https://www.acanthedeveloppement.fr/;Acanthe Developpement;0,41;0,93;0,44;41;0,92;80,24
BE0003696102;Real Estate;Real Estate Services;https://www.accentis.com/;Accentis N.V.;0,029;0,05;0,58;0;0,93;0
FR0000120404;Consumer Cyclical;Lodging;https://www.group.accor.com/en;Accor SA;38,69;23,81;1,62;-2,95;0,49;0,06
GB00BQQFX454;Basic Materials;Lumber & Wood Production;https://www.accsysplc.com/;Accsys Technologies PLC;57;0,82;69,51;-438,46;0,59;0
IT0001207098;Utilities;Utilities - Diversified;https://www.gruppo.acea.it/;ACEA S.p.A.;16,64;34,51;0,48;-0,56;0,22;0,31
FR001400JAP8;Communication Services;Advertising Agencies;https://www.acheter-louer.fr/;Acheter-Louer.Fr SA;0,0002;0;0;0;0,47;0
IT0001382024;Utilities;Utilities - Diversified;https://www.acsm-agam.it/;Acinque S.p.A.;2,02;3,39;0,6;-2,17;0,52;1,93
BE0003764785;Industrials;Engineering & Construction;https://www.avh.be/;Ackermans & Van Haaren NV;161,3;568,07;0,28;-0,88;0,31;0,01
NL0000313286;Consumer Defensive;Food Distribution;https://www.acomo.nl/;Acomo N.V.;17,5;18,41;0,95;3,76;0,54;0,27
ES0167050915;Industrials;Engineering & Construction;https://www.grupoacs.com/;ACS, Actividades de Construcción y Servicios, S.A.;39,7;135,21;0,29;-1,66;0,19;0,16
FR0000076861;Technology;Software - Application;https://www.acteos.com/;Acteos SA;1,28;3,51;0,36;-0,86;0,04;0
FR0000076655;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;3,96;26,5;0,15;-2,11;0,24;0,54
FR0014005OJ5;Healthcare;Biotechnology;https://www.acticor-biotech.com/;Acticor Biotech SAS;0,8;0,88;0,91;-13,33;0,06;0
FR0010979377;Technology;Computer Hardware;https://www.activium-id.com/;Activium Group SAS;1,35;0;0;0;0;0
BE0974269012;Real Estate;REIT - Residential;https://www.adcsiic.eu/;Alliance Developpement Capital SIIC;0,07;0,54;0,13;-0,88;0,72;0
FR0013284627;Technology;Communication Equipment;https://www.adeunis.com/;Adeunis Société anonyme;0,443;2,33;0,19;-7,38;0,35;0
DE000A1EWWW0;Consumer Cyclical;Footwear & Accessories;https://www.adidas-group.com/;adidas AG;226,5;91,51;2,48;-12,31;0,29;0,01
LU1250154413;Real Estate;Real Estate Services;https://www.adler-group.com/;Adler Group S.A.;0,1672;50,89;0;0;0,03;0
FR0011184241;Healthcare;Biotechnology;https://www.adocia.com/;Adocia SA;7,83;1,73;4,53;-9,67;0,58;0
FR001400JAL7;Real Estate;Real Estate Services;https://www.adomos.com/;Adomos S.A.;0,0006;0;0;0;0,76;0
FR0010340141;Industrials;Airports & Air Services;https://www.parisaeroport.fr/;Aeroports de Paris SA;119,9;170,19;0,7;-1,15;0,25;0,02
FR0012821890;Communication Services;Advertising Agencies;https://www.adux.com/;AdUX SA;1,72;5,01;0,34;-2,29;0,04;0
FR0013296746;;;;;2,065;0;0;0;0;0
FR0000053043;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14,2;90,42;0,16;-0,42;0,2;0,09
NL0012969182;Technology;Software - Infrastructure;https://www.adyen.com/;Adyen N.V.;1226,8;308,16;3,98;14,46;2,34;0
IT0005349052;Real Estate;REIT - Retail;https://www.restart-group.com/;Aedes Spa;0,228;0,27;0,84;1,04;1,92;33,9
BE0003851681;Real Estate;REIT - Healthcare Facilities;https://www.aedifica.eu/;Aedifica NV/SA;57,6;129,56;0,44;-1,11;0,58;0,06
IT0001384590;Consumer Cyclical;Apparel Manufacturing;https://aeffe.com/;Aeffe S.p.A.;0,78;4,17;0,19;-0,46;0,19;0
NO0012958539;Utilities;Utilities - Renewable;https://aega.no/;Aega ASA;1,85;0,82;2,26;-4,87;0,34;0
BMG0112X1056;Financial Services;Insurance - Diversified;https://www.aegon.com/;Aegon Ltd.;5,854;219,01;0,03;-0,03;0,03;0,88
FR0014007ZB4;Healthcare;Biotechnology;https://www.aelisfarma.com/;Aelis Farma SA;12,8;1,99;6,43;14,22;2,18;0
ES0105046009;Industrials;Airports & Air Services;https://www.aena.es/;Aena S.M.E., S.A.;185,4;118,23;1,57;-4,36;0,52;0
IT0001006128;Industrials;Airports & Air Services;https://www.bologna-airport.it/;Aeroporto Guglielmo Marconi di Bologna S.p.A.;8;3,1;2,58;-5,16;0,71;0
NO0003078107;Industrials;Engineering & Construction;https://afgruppen.com/;AF Gruppen ASA;133;96,77;1,37;-2,75;0,17;0,04
FR001400FL38;;;;;0,01;0;0;0;0,57;0
FR0013333077;Healthcare;Medical Devices;https://www.affluentmedical.com/;Affluent Medical SA;1,745;0,23;7,59;-2,96;0,57;0
FR0014005AC9;Basic Materials;Specialty Chemicals;https://afyren.com/;AFYREN SAS;2,05;2,61;0,79;1,25;2,98;0
FR0011908045;Industrials;Engineering & Construction;https://ag3i-sas.com/;SAS AG3i;0,4;0;0;0;0;0
BE0974264930;Financial Services;Insurance - Diversified;https://www.ageas.com/;ageas SA/NV;43,24;526,45;0,08;-0,09;0,08;0,16
FR0014005WE9;Consumer Cyclical;Auto & Truck Dealerships;https://www.agenceauto.com/fr/fr;L Agence Automobiliere;1;0;0;0;0;0
BE0003755692;Industrials;Specialty Industrial Machinery;https://www.agfa.com/;Agfa-Gevaert NV;1,152;7,32;0,16;-0,87;0,29;5,95
NO0010872468;Industrials;Waste Management;https://www.agilyx.com/;Agilyx ASA;29,45;1,32;22,31;490,83;1,02;0
ES0105478004;Real Estate;REIT - Diversified;https://www.agpsocimi.com/;AGP Málaga Socimi, S.A.;2,96;0;0;0;0;0
FR0013452281;Utilities;Utilities - Renewable;https://www.agripower-france.com/;Agripower France Société Anonyme;1,16;4,92;0,24;0,6;0,8;0
FR0010641449;Consumer Defensive;Farm Products;https://agrogeneration.com/;AgroGeneration, SA;0,054;0,14;0,39;-1,8;0,42;0
NL0011794037;Consumer Defensive;Grocery Stores;https://www.aholddelhaize.com/;Koninklijke Ahold Delhaize N.V.;27,93;54,49;0,51;-1,22;0,34;0,13
IE00BF0L3536;Financial Services;Banks - Regional;https://aib.ie/group;AIB Group plc;4,9;56,34;0,09;-0,1;0,11;2,81
FR001400J770;Industrials;Airlines;https://www.airfranceklm.com/;Air France-KLM SA;10,065;127,11;0,08;-0,12;0,09;0,22
FR0000120073;Basic Materials;Specialty Chemicals;https://www.airliquide.com/;L'Air Liquide S.A.;165,8;56,56;2,93;-6,12;0,52;0,01
NL0000235190;Industrials;Aerospace & Defense;https://www.airbus.com/;Airbus SE;147,36;133,64;1,1;-3,12;0,17;0,01
NO0010895568;;;;;0,239;0;0;0;0;0
FR0014003V77;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.airwell.com/;Groupe Airwell Société anonyme;4;5,76;0,69;-10;0,1;0
DE000A0WMPJ6;Technology;Semiconductor Equipment & Materials;https://www.aixtron.com/;AIXTRON SE;21,33;8,52;2,5;4,81;0,89;0,09
NL0000018034;Communication Services;Entertainment;https://www.ajax.nl/;AFC Ajax NV;10,5;23,85;0,44;-0,94;0,44;0
NO0010215684;Energy;Oil & Gas Equipment & Services;https://akastor.com/;Akastor ASA;15,5;25,65;0,6;-4,81;0,68;0,39
NO0010234552;Industrials;Conglomerates;https://www.akerasa.com/;Aker ASA;584;1133,51;0,52;-2,1;0,56;0,01
NO0010886625;Consumer Defensive;Packaged Foods;https://www.akerbiomarine.com/;Aker BioMarine AS;78;7,53;10,36;-40,21;0,45;0
NO0010345853;Energy;Oil & Gas E&P;https://akerbp.com/;Aker BP ASA;258,8;38,35;6,75;-7,55;0,35;0,03
NO0010890304;Industrials;Pollution & Treatment Controls;https://akercarboncapture.com/;Aker Carbon Capture ASA;7,025;2,41;2,91;12,54;1,17;0
NO0010921232;Financial Services;Asset Management;https://www.akerhorizons.com/;Aker Horizons ASA;2,926;36,74;0,08;-0,18;0,11;0
NO0010716582;Energy;Oil & Gas Equipment & Services;https://akersolutions.com/;Aker Solutions ASA;43,44;78,5;0,55;12,31;0,65;0
SE0015193412;Basic Materials;Gold;https://akobominerals.com/;Akobo Minerals AB (publ);1,025;0,56;1,83;-1,3;0,12;0
NO0003097503;Industrials;Farm & Heavy Construction Machinery;https://www.akvagroup.com/;AKVA group ASA;64,8;103,48;0,63;-2,14;0,31;0,03
FR0000053027;Consumer Cyclical;Auto Parts;https://akwel-automotive.com/;Akwel SA;12,2;31,91;0,38;1,16;0,83;0,16
NL0013267909;Basic Materials;Specialty Chemicals;https://www.akzonobel.com/;Akzo Nobel N.V.;60,76;83,86;0,72;-2,82;0,35;0,04
IT0005446700;Industrials;Industrial Distribution;https://www.alacorporation.com/;A.L.A. società per azioni;19,5;18,55;1,05;6,82;0,42;0
FR0000062465;Industrials;Consulting Services;https://www.alan-allman.com/;Alan Allman Associates;8,1;3,11;2,6;-1,85;0,18;0
FR0014000JX7;Communication Services;Broadcasting;https://www.alchimie.com/;Alchimie SA;0,5;2,18;0,23;-0,36;0,41;0
FR0013258662;Industrials;Rental & Leasing Services;https://www.ayvens.com/;Dirigeants clés;5,72;82,8;0,07;-0,11;0,17;1,42
IT0004720733;Utilities;Utilities - Renewable;https://www.alerion.it/;Alerion Clean Power S.p.A.;17,8;21,85;0,81;-1,55;0,29;0,1
NL0012817175;Industrials;Electrical Equipment & Parts;https://alfen.com/;Alfen N.V.;33,9;16,91;2;7,5;0,46;0
IT0005244030;Consumer Defensive;Education & Training Services;https://www.alfiobardolla.com/;Alfio Bardolla Training Group S.p.A.;2,78;1,34;2,07;-30,89;0,56;0
IT0005466039;Technology;Software - Application;https://www.alfonsino.delivery/;ALFONSINO;0,491;0,26;1,89;-4,09;0,16;0
IT0004359037;Utilities;Utilities - Renewable;https://www.algowatt.com/;algoWatt S.p.A.;0,2295;0;0;0;0;18,56
FR001400IV58;Consumer Defensive;Food Distribution;https://algreen.fr/;Algreen;0,0038;0,15;0,03;-0,03;0,42;0
IT0005314635;Communication Services;Advertising Agencies;https://www.alkemy.com/;Alkemy S.p.A.;12,3;12,08;1,02;-3,55;0,43;0
IT0005461303;Industrials;Specialty Business Services;https://www.soluzionetasse.com/;Soluzione Tasse S.p.A.;1,68;2,31;0,73;3,73;0,6;0
GB00BNTJ3546;Financial Services;Asset Management;https://allfunds.com/en;Allfunds Group plc;5,64;5,18;1,09;-24,52;0,71;0
DE0008404005;Financial Services;Insurance - Diversified;https://www.allianz.com/;Allianz SE;259,7;2564,07;0,1;-0,11;0,06;0,02
IT0005434615;Technology;Information Technology Services;https://www.almawave.it/;Almawave S.p.A.;4,4;0;0;0;0;0
NL0010696704;Technology;Information Technology Services;https://www.novisource.nl/;Almunda Professionals N.V.;1,23;8,42;0,15;-0,08;0,33;0
FR0000053324;Consumer Cyclical;Leisure;https://www.compagniedesalpes.com/;Compagnie des Alpes SA;14,76;42,36;0,35;-0,61;0,42;0,17
FR0013421286;Technology;Scientific & Technical Instruments;https://www.alpha-mos.com/;Neotion SA;0,65;0,57;1,14;-0,61;1,5;0
FR0010220475;Industrials;Railroads;https://www.alstom.com/;Alstom SA;16,335;53,73;0,3;-0,89;0,27;0,17
FR0000053837;Financial Services;Asset Management;https://www.altamir.fr/fr/;Altamir SCA;26,5;38,75;0,68;-8,58;0,92;0,16
FR0000033219;Real Estate;REIT - Residential;https://www.altarea.com/;Altarea SCA;88,8;406,89;0,22;-1,33;0,26;0,09
FR0000039216;Real Estate;Real Estate - Development;https://www.altareit.com/;Altareit SCA;462;1950,4;0,24;11,63;0,24;0
IT0005472730;Technology;Solar;https://www.alteagreenpower.it/;Altea Green Power S.p.A.;7,52;2,21;3,4;8,85;0,46;0
FR0000071946;Technology;Information Technology Services;https://www.alten.com/;Alten S.A.;113,1;65,38;1,73;7,26;0,66;0,01
IE00BLRPRP89;Utilities;Utilities - Renewable;https://altenergygrp.com/;Alternus Energy Group Plc;3,88;7,62;0,51;-0,43;0,22;0
FR0000061244;Industrials;Electrical Equipment & Parts;https://www.altheora.com/;Altheora SA;0,46;2,69;0,17;-0,63;0,36;0
PTALT0AE0002;Basic Materials;Paper & Paper Products;https://altri.pt/;Altri, SGPS, S.A.;5,115;4,83;1,06;-2,71;0,39;1,4
NL0012194724;Consumer Cyclical;Internet Retail;https://alumexx.nl/;Alumexx N.V.;1,39;1,69;0,82;-1,01;0,1;0
FR0013253812;Real Estate;Real Estate Services;https://www.alveen.com/;Alveen S.A.;0,0625;0;0;0;0;0
GB00BNKGZC51;Healthcare;Health Information Services;https://www.amaxperteye.com/;AMA Corporation Plc;0,222;0,24;0,93;2,77;1,7;0
DE0005093108;Industrials;Staffing & Employment Services;https://www.amadeus-fire.de/;Amadeus FiRe AG;109,2;28,26;3,86;-5,31;0,47;0,04
ES0109067019;Technology;Information Technology Services;https://www.amadeus.com/;Amadeus IT Group, S.A.;66,48;8,58;7,75;-7,09;0,45;0,03
NL0010273694;Consumer Defensive;Farm Products;https://www.amatheon-agri.com/;Amatheon Agri Holding N.V.;0,0315;0;0;0;0;0
IT0004779515;Financial Services;Capital Markets;https://www.ambromobiliare.it/;Ambromobiliare S.p.A.;1,3;0,84;1,55;4,64;0,76;0
NL0000888691;Basic Materials;Other Industrial Metals & Mining;https://www.amg-nv.com/;AMG Critical Materials N.V.;17,92;59,72;0,3;-1,13;0,33;0,11
FR0011051598;Basic Materials;Agricultural Inputs;https://amoeba-nature.com/;Amoéba S.A.;0,493;0,13;3,79;-3,29;0,68;0
IT0004056880;Healthcare;Medical Distribution;https://corporate.amplifon.com/;Amplifon S.p.A.;33,84;6,94;4,88;-3,75;0,31;0,02
FR0012789667;Healthcare;Medical Instruments & Supplies;https://www.amplitude-surgical.com/;Amplitude Surgical SA;2,98;2,91;1,02;-1,76;0,4;0
NO0010272065;Industrials;Marine Shipping;https://www.amscasa.com/;AMSC ASA;31,85;22,48;1,42;3,97;1,56;0,36
FR0004125920;Financial Services;Asset Management;https://legroupe.amundi.com/;Amundi S.A.;63,3;142,18;0,45;-0,69;0,32;0
NO0010829765;Consumer Defensive;Farm Products;https://www.andfjordsalmon.com/;Andfjord Salmon Group AS;31,5;17,08;1,84;-17,8;0,89;0
IT0004998065;Financial Services;Asset Management;https://www.animaholding.it/;Anima Holding SpA;4,75;2,52;1,88;-2,68;0,65;1,21
IT0005366601;Industrials;Security & Protection Services;https://www.antaresvisiongroup.com/;Antares Vision S.p.A.;3,385;4,63;0,73;-7,87;0,58;0
FR0014005AL0;Financial Services;Asset Management;https://www.antin-ip.com/;Antin Infrastructure Partners SAS;11,98;3,45;3,47;6,02;2,57;0
LU0569974404;Basic Materials;Steel;https://www.aperam.com/;Aperam S.A.;24,68;68,75;0,36;3,81;0,71;0,25
NO0010307135;Healthcare;Biotechnology;https://aquabiotechnology.com/;Aqua Bio Technology ASA;4,39;1,4;3,14;-4,35;0,12;0
IT0005241192;Consumer Cyclical;Textile Manufacturing;https://www.aquafil.com/;Aquafil S.p.A.;3,09;15,63;0,2;-0,73;0,24;0
FR0010340711;Industrials;Security & Protection Services;https://www.reseau-aquila.fr/;Aquila SA;4,18;6,1;0,69;2,44;0,44;1,81
GB00BK6RLF66;;;;;0,662;0;0;0;1;0
NO0010778095;Energy;Oil & Gas Equipment & Services;https://www.aquilaholdings.no/;Aquila Holdings ASA;0,9;0,06;15;-90;0,9;0
FR0014003U94;;;;;4,405;0;0;0;0;0
NL0006237562;Industrials;Engineering & Construction;https://www.arcadis.com/;Arcadis NV;59,45;25,28;2,35;-5,78;0,3;0,06
LU1598757687;Basic Materials;Steel;https://corporate.arcelormittal.com/;ArcelorMittal S.A.;22,41;115,16;0,19;-3,88;0,62;0,14
FR001400KO61;Technology;Consumer Electronics;https://www.archos.com/;Archos S.A.;0,0999;0,31;0,32;9,99;0,4;0
NO0010859580;Healthcare;Biotechnology;https://www.arctic-bioscience.com/;Arctic Bioscience AS;9,7;6,29;1,54;2,69;1,17;0
NO0010917719;Consumer Defensive;Farm Products;https://www.arcticfish.is/;Arctic Fish Holding AS;51,5;6,06;8,5;-53,65;0,45;0
NO0010014632;Healthcare;Biotechnology;https://www.arcticzymes.com/;ArcticZymes Technologies ASA;23,95;6,74;3,55;4,81;3,14;0
FR0013398997;Industrials;Specialty Industrial Machinery;https://www.arcure.net/;Arcure S.A.;6,3;2,38;2,65;31,5;0,45;0
NO0003572802;Industrials;Conglomerates;https://arendalsfossekompani.no/;Arendals Fossekompani ASA;160,4;173,68;0,92;-11,33;0,41;0,01
FR0010481960;Real Estate;REIT - Industrial;https://www.argan.fr/;Argan SA;74,2;158,15;0,47;-0,94;0,47;0,04
NL0010832176;Healthcare;Biotechnology;https://www.argenx.com/;argenx SE;353,9;74,33;4,76;5,72;3,01;0
NO0010946593;;;;;0,271;0;0;0;0;0
NL0015000N33;Utilities;Utilities - Renewable;https://www.aristongroup.com/;Ariston Holding N.V.;4,48;19,11;0,23;-0,72;0,44;0
FR0010313833;Basic Materials;Specialty Chemicals;https://www.arkema.com/;Arkema S.A.;88,05;129,23;0,68;-3,87;0,61;0,03
NO0012861667;Technology;Information Technology Services;https://www.arribatec.com/;Arribatec Group ASA;4,34;3,63;1,2;-3,65;0,53;0
FR0012185536;Real Estate;Real Estate Services;https://www.groupe-artea.fr/;Artea SA;10,8;82,88;0,13;-0,25;0,26;0
IT0005386369;Healthcare;Biotechnology;https://www.arterrabio.it/;ARTERRA BIOSCIENCE;1,98;1,88;1,05;1,71;1,58;0
FR0000074783;Communication Services;Publishing;https://www.artprice.com/;Artmarket.com;4,44;4,59;0,97;11,1;0,78;0
FR0000076952;Technology;Computer Hardware;https://sif-artois.fr/;Société Industrielle et Financière de l'Artois Société anonyme;4880;0;0;0;1,44;0
FR001400JWR8;Utilities;Utilities - Renewable;https://www.arverne.earth/;Arverne Group S.A.;6,7;0;0;0;0;0
FR0014003AC4;;;;;0,15;0;0;0;0;0
BE0003856730;Real Estate;REIT - Retail;https://www.ascencio.be/;Ascencio SA;47,7;117,54;0,41;-0,93;0,55;0,16
IT0004093263;Utilities;Utilities - Regulated Gas;https://www.gruppoascopiave.it/;Ascopiave S.p.A.;2,25;3,3;0,68;-1,16;0,58;2,31
FR0012968485;Financial Services;Insurance Brokers;https://www.ashler-manson.com/;Ashler et Manson SA;3,08;0;0;0;0;0
IT0005337123;Consumer Cyclical;Recreational Vehicles;https://www.askollelectric.com/;Askoll EVA SpA;0,306;0;0;0;0;0
NL0000334118;Technology;Semiconductor Equipment & Materials;https://www.asm.com/;ASM International NV;695,2;71,45;9,73;36,82;0,89;0
NL0010273215;Technology;Semiconductor Equipment & Materials;https://www.asml.com/;ASML Holding N.V.;978;85,51;11,44;-183,15;0,41;0
NL0011872643;Financial Services;Insurance - Diversified;https://www.asrnl.com/;ASR Nederland N.V.;44,5;714,03;0,06;-0,07;0,06;0,12
FR0000074148;Industrials;Engineering & Construction;https://www.assystem.com/;Assystem S.A.;59,3;43,71;1,36;-8,32;0,54;0,06
CH1122548808;Technology;Communication Equipment;https://www.astrocast.com/;Astrocast SA;0,191;0,34;0,56;-0,22;0,22;0
FR0010478248;Communication Services;Electronic Gaming & Multimedia;https://www.atari.com/;Atari SA;0,118;0,06;1,97;-1,69;0,23;0
NO0004822503;Technology;Information Technology Services;https://www.atea.com/;Atea ASA;156,4;99,38;1,57;-6,21;0,3;0,03
FR0011992700;Technology;Communication Equipment;https://www.ateme.com/;ATEME SA;5,5;7,02;0,78;8,46;0,42;0
BE0003837540;Real Estate;Real Estate - Development;https://www.atenor.eu/;Atenor SA;5,9;30,59;0,19;2,54;0,27;1,27
FR0013455482;Real Estate;REIT - Diversified;https://www.fonciere-atland.fr/;Atland SAS;52,5;100,72;0,52;19,3;0,36;0,08
NO0010768500;Consumer Defensive;Farm Products;https://www.atlanticsapphire.com/;Atlantic Sapphire ASA;10,1;3,05;3,31;-101;0,89;0
IT0005449464;Industrials;Electrical Equipment & Parts;https://www.atonstorage.com/;ATON Green Storage S.p.A.;5,3;8,49;0,62;1,91;0,49;0
FR0000051732;Technology;Information Technology Services;https://www.atos.net/;Atos SE;0,7908;70,86;0,01;-0,02;0,01;2,02
FR0000063737;Technology;Information Technology Services;https://www.aubay.com/;Aubay Société Anonyme;42,9;24,91;1,72;5,75;0,72;0,05
FR00140059B5;Financial Services;Asset Management;https://www.audacia.fr/;Audacia SA;4;4,73;0,85;10,26;0,61;0
FR0000061780;Consumer Cyclical;Packaging & Containers;https://www.augros.fr/;Augros Cosmetic Packaging SA;6,65;9,39;0,71;-3,63;0,28;0
DE000A2DAM03;Industrials;Specialty Industrial Machinery;https://www.aumann.com/;Aumann AG;17,98;19,97;0,9;2,46;0,91;0
FR0013410370;Basic Materials;Gold;https://auplatamininggroup.com/;Auplata Mining Group;0,0019;0,03;0,06;-0,04;0,05;0
FR0000039232;Industrials;Waste Management;https://www.aurea-france.com/;Aurea SA;5,78;21,48;0,27;-2,64;0,41;0,35
FR0013183589;Industrials;Business Equipment & Supplies;https://www.aures.com/;AURES Technologies S.A.;6,16;16,48;0,37;9,33;0,4;0,41
NO0011032310;Real Estate;Real Estate Services;https://aurora.no/;Aurora Eiendom AS;82;290,31;0,28;-0,53;0,45;0
NO0006001601;Financial Services;Banks - Regional;https://aurskog-sparebank.no/;Aurskog Sparebank;219,9;3843,16;0,06;-0,07;0,13;0,02
NO0010073489;Consumer Defensive;Farm Products;https://www.auss.no/;Austevoll Seafood ASA;83,3;265,81;0,31;-5,72;0,32;0,05
IT0000084043;Industrials;Engineering & Construction;https://www.autostrademeridionali.it/;Autostrade Meridionali S.p.A.;2,79;13,6;0,21;0,26;12,73;1,18
NL0012047823;Basic Materials;Specialty Chemicals;https://www.avantium.com/;Avantium N.V.;2,59;2,4;1,08;-3,98;0,47;0
FR001400CFI7;Technology;Communication Equipment;https://corporate.avenir-telecom.com/;Avenir Telecom S.A.;0,1218;0,55;0,22;0,58;1,41;0
IT0005119810;Industrials;Aerospace & Defense;https://www.avio.com/;Avio S.p.A.;11,92;34,27;0,35;-1,4;0,31;0
NO0012785098;Energy;Oil & Gas Drilling;https://www.awilcodrilling.com/;Awilco Drilling PLC;20,9;0,13;160,77;-43,54;129,63;1,39
NO0010607971;Industrials;Marine Shipping;https://www.awilcolng.no/;Awilco LNG ASA;8,61;2,67;3,22;-6,52;0,44;0
FR0000120628;Financial Services;Insurance - Diversified;https://www.axa.com/;AXA SA;31,76;282,48;0,11;-0,12;0,07;0,17
NO0010840515;Financial Services;Credit Services;https://www.axactor.com/;Axactor ASA;4,19;4,41;0,95;-1,38;0,31;0
FR0011040500;Technology;Software - Application;https://www.axway.com/;Axway Software SA;25,2;13,66;1,84;-24,95;0,6;0,08
NO0012861683;Technology;Software - Application;https://www.ayfie.com/;ayfie Group AS;6,76;0,58;11,66;-48,29;0,32;0
BE0974400328;Basic Materials;Specialty Chemicals;https://www.azelis.com/;Azelis Group NV;18,93;7,45;2,54;-3,54;0,51;0
NL00150006Z9;Communication Services;Electronic Gaming & Multimedia;https://www.azerion.com/;Azerion Group N.V.;1,694;2,43;0,7;-0,66;0,21;0
NL00150007A0;;;;;0,001;0;0;0;0,21;0
IT0003261697;Financial Services;Asset Management;https://www.azimut-group.com/;Azimut Holding S.p.A.;23,43;67,65;0,35;-0,41;0,17;0,25
PTAZR0AM0006;Industrials;Specialty Industrial Machinery;https://azorean.eu/;Azorean Aquatic Technologies, S.A.;0,26;0;0;0;0;0
IT0001268561;Technology;Consumer Electronics;https://www.bcspeakers.com/;B&C Speakers S.p.A.;16,8;7,69;2,18;5,35;0,67;0,17
LU1789205884;Consumer Defensive;Food Distribution;https://www.bs-group-sa.com/;B&S Group S.A.;4,88;10,29;0,47;-61;0,26;0
PTBCP0AM0015;Financial Services;Banks - Regional;https://ind.millenniumbcp.pt/;Banco Comercial Português, S.A.;0,3461;6,47;0,05;-0,06;0,07;9,62
IT0005187460;Consumer Defensive;Farm Products;https://www.bfspa.it/;B.F. S.p.A.;3,61;5,86;0,62;-3,44;0,29;0
NO0010633951;Financial Services;Credit Services;https://www.b2-impact.com/;B2 Impact ASA;8,17;47,33;0,17;-0,26;0,34;0
FR0013384369;Basic Materials;Chemicals;https://www.baikowski.com/;Baikowski SA;13,2;15,94;0,83;8,57;0,72;0
