Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
BE0003764785;;;;Ackermans & Van Haaren NV;187.8;567.38;0.33;0.3;0.3;0.01
NL0000313286;;;;Acomo N.V.;17.56;18.41;0.95;0.63;0.54;0.27
IT0005443061;;;;Acquazzurra S.p.A.;9.4;3.85;2.44;1.52;0.41;0.0
ES0167050915;;;;ACS, Actividades de Construcción y Servicios, S.A.;47.02;134.9;0.35;0.21;0.15;0.14
FR0000076861;;;;Acteos SA;1.065;5.49;0.19;0.14;0.04;0.0
FR0000076655;;;;ACTIA Group S.A.;2.54;26.51;0.1;0.06;0.24;0.85
FR0014005OJ5;;;;Acticor Biotech SAS;0.27;0.63;0.43;0.31;0.55;0.0
FR0010979377;;;;Activium Group SAS;1.38;0.0;0;0;0;0.0
BE0974269012;;;;Alliance Developpement Capital SIIC;0.074;0.54;0.14;0.34;0.71;0.0
FR0013284627;;;;Adeunis Société anonyme;0.794;2.75;0.29;0.2;0.16;0.0
DE000A1EWWW0;;;;adidas AG;236.0;100.59;2.35;1.65;0.26;0.01
LU1250154413;;;;Adler Group S.A.;0.348;51.83;0.01;0.01;0.03;0.0
FR0011184241;;;;Adocia SA;7.35;1.61;4.57;2.98;0.43;0.0
FR001400JAL7;;;;Adomos S.A.;0.0002;0.0;0;0;0;0.0
FR0010340141;;;;Aeroports de Paris SA;110.5;170.12;0.65;0.56;0.24;0.02
FR0012821890;;;;ADUX;1.31;5.94;0.22;0.13;0.04;0.0
FR0013296746;;;;Advicenne S.A.;2.17;1.03;2.11;2.75;1.67;0.0
FR0000053043;;;;AdVini S.A.;14.2;90.42;0.16;0.11;0.2;0.09
NL0012969182;;;;Adyen N.V.;1440.8;303.67;4.74;2.94;2.34;0.0
IT0005349052;;;;Aedes Spa;0.168;0.27;0.62;0.62;0.91;46.01
BE0003851681;;;;Aedifica NV/SA;57.95;132.25;0.44;0.94;0.56;0.06
IT0001384590;;;;Aeffe S.p.A.;0.822;4.35;0.19;0.13;0.26;0.0
NO0012958539;;;;Aega ASA;0.333;0.02;16.65;11.1;0.74;0.0
BMG0112X1056;;;;Aegon Ltd.;6.202;0;0;0;0.03;0.8
FR0014007ZB4;;;;Aelis Farma SA;2.7;1.92;1.41;0.97;0.5;0.0
ES0105046009;;;;Aena S.M.E., S.A.;210.4;106.42;1.98;2.44;0.44;0.0
IT0001006128;;;;Aeroporto Guglielmo Marconi di Bologna S.p.A.;7.56;4.48;1.69;1.35;0.62;0.0
NO0003078107;;;;AF Gruppen ASA;144.0;144.75;0.99;0.77;0.14;0.04
FR001400FL38;;;;;0.01;0;0;0;0.57;0.0
FR0013333077;;;;Affluent Medical SA;1.25;1.09;1.15;1.58;0.57;0.0
FR0014005AC9;;;;AFYREN SAS;2.03;2.59;0.78;0.88;0.96;0.0
BE0974264930;;;;ageas SA/NV;47.64;521.77;0.09;0.1;0.08;0.15
FR0014005WE9;;;;L Agence Automobiliere;0.58;0.0;0;0;0;0.0
BE0003755692;;;;Agfa-Gevaert NV;0.791;7.4;0.11;0.07;0.26;8.67
NO0010872468;;;;Agilyx ASA;35.0;1.16;30.17;205.88;0.95;0.0
FR0013452281;;;;Agripower France Société Anonyme;0.888;3.66;0.24;0.19;0.52;0.0
FR0010641449;;;;AgroGeneration, SA;0.0496;0.14;0.35;0.35;0.42;0.0
NL0011794037;;;;Koninklijke Ahold Delhaize N.V.;32.82;37.68;0.87;0.67;0.3;0.11
IE00BF0L3536;;;;AIB Group plc;5.265;0;0;0;0.11;2.62
FR001400J770;;;;Air France-KLM SA;7.192;151.15;0.05;0.04;-0.05;0.31
FR0000120073;;;;L'Air Liquide S.A.;161.16;56.36;2.86;2.93;0.5;0.01
NL0000235190;;;;Airbus SE;154.22;135.43;1.14;0.71;0.16;0.01
NO0010895568;;;;;0.1865;0;0;0;0;0.0
FR0014003V77;;;;Groupe Airwell Société anonyme;1.38;5.94;0.23;0.12;0.1;0.0
DE000A0WMPJ6;;;;AIXTRON SE;14.26;8.21;1.74;1.84;0.79;0.14
NL0000018034;;;;AFC Ajax NV;10.05;23.29;0.43;0.34;0.41;0.0
NO0010215684;;;;Akastor ASA;13.18;23.58;0.56;2.38;0.86;0.46
NO0010234552;;;;Aker ASA;591.0;1133.36;0.52;0.72;0.51;0.01
NO0010886625;;;;Aker BioMarine AS;59.0;3.46;17.05;11.68;0.46;0.0
NO0010345853;;;;Aker BP ASA;230.7;49.92;4.62;4.16;0.3;0.03
NO0010890304;;;;Aker Carbon Capture ASA;6.265;9.53;0.66;0.8;0.96;0.0
NO0010921232;;;;Aker Horizons ASA;2.03;36.74;0.06;0.04;0.09;0.0
NO0010716582;;;;Aker Solutions ASA;34.7;79.25;0.44;0.36;0.5;0.0
SE0015193412;;;;Akobo Minerals AB (publ);1.95;1.32;1.48;2.41;0.46;0.0
NO0003097503;;;;AKVA group ASA;69.4;82.92;0.84;0.61;0.32;0.03
FR0000053027;;;;Akwel SA;7.77;31.91;0.24;0.25;0.69;0.27
NL0013267909;;;;Akzo Nobel N.V.;58.28;66.39;0.88;0.56;0.3;0.05
IT0005446700;;;;;22.4;0.0;0;0;0;0.0
IT0005366601;;;;Antares Vision S.p.A.;3.17;4.02;0.79;0.49;0.43;0.0
FR0014005AL0;;;;Antin Infrastructure Partners SAS;10.5;3.45;3.04;3.14;0.86;0.0
LU0569974404;;;;Aperam S.A.;26.92;62.88;0.43;0.54;0.68;0.23
NO0010307135;;;;Aqua Bio Technology ASA;1.775;2.12;0.84;0.96;0.36;0.0
IT0005241192;;;;Aquafil S.p.A.;1.23;12.8;0.1;0.07;0.19;0.0
FR0010340711;;;;Aquila SA;3.0;6.1;0.49;0.32;0.36;2.52
GB00BK6RLF66;;;;Aquila European Renewables Ord;0.67;0;0;0;1.0;0.0
NO0010778095;;;;Aquila Holdings ASA;0.678;0.05;13.56;22.6;0.88;0.0
FR0014003U94;;;;Aramis Group SAS;7.54;5.87;1.28;0.82;0.31;0.0
NL0006237562;;;;Arcadis NV;64.0;35.26;1.82;1.27;0.3;0.05
LU1598757687;;;;ArcelorMittal S.A.;23.63;113.66;0.21;0.26;0.57;0.13
FR001400KO61;;;;Archos S.A.;0.1152;0.0;0;0;0;0.0
NO0010859580;;;;Arctic Bioscience AS;2.06;6.29;0.33;0.3;0.86;0.0
NO0010917719;;;;Arctic Fish Holding AS;68.5;7.11;9.63;9.12;0.39;0.0
NO0010014632;;;;ArcticZymes Technologies ASA;13.38;6.04;2.22;2.25;0.93;0.0
FR0013398997;;;;Arcure S.A.;5.3;2.34;2.26;1.22;0.45;0.0
NO0003572802;;;;Arendals Fossekompani ASA;141.2;118.0;1.2;0.78;0.33;0.01
FR0010481960;;;;Argan SA;64.2;162.08;0.4;0.73;0.5;0.05
NL0010832176;;;;argenx SE;589.8;77.84;7.58;7.35;0.89;0.0
NO0010946593;;;;Argeo ASA;0;0;0;0;0.44;0
NL0015000N33;;;;Ariston Holding N.V.;3.7;19.64;0.19;0.11;0.39;0.0
FR0010313833;;;;Arkema S.A.;73.7;122.71;0.6;0.44;0.49;0.04
NO0012861667;;;;Arribatec Group ASA;0.45;1.02;0.44;0.31;0.49;0.0
FR0012185536;;;;Artea SA;8.8;81.93;0.11;0.1;0.2;0.0
IT0005386369;;;;ARTERRA BIOSCIENCE;1.98;1.92;1.03;1.37;1.21;0.0
FR0000074783;;;;Artmarket.com;3.58;4.59;0.78;0.93;0.73;0.0
FR0000076952;;;;Société Industrielle et Financière de l'Artois Société anonyme;9600.0;0;0;0;0.94;0.0
FR001400JWR8;;;;Arverne Group S.A.;3.95;0;0;0;0;0.0
BE0003856730;;;;Ascencio SA;47.2;118.22;0.4;0.88;0.57;0.17
IT0004093263;;;;;2.75;0.0;0;0;0;1.96
NL00150007A0;;;;;0.0005;0;0;0;0.14;0.0
IT0003261697;;;;Azimut Holding S.p.A.;23.8;69.3;0.34;0.35;0.16;0.24
PTAZR0AM0006;;;;Azorean Aquatic Technologies, S.A.;0.119;0;0;0;0;0.0
IT0001268561;;;;B&C Speakers S.p.A.;16.7;7.96;2.1;1.59;0.56;0.18
LU1789205884;;;;B&S Group S.A.;4.425;10.29;0.43;0.26;0.25;0.0
PTBCP0AM0015;;;;Banco Comercial Português, S.A.;0.4469;0;0;0;0.07;7.45
IT0005187460;;;;B.F. S.p.A.;4.13;7.05;0.59;0.46;0.36;0.0
NO0010633951;;;;B2 Impact ASA;9.66;42.63;0.23;0.33;0.35;0.0
FR0013384369;;;;Baikowski SA;14.2;15.94;0.89;0.99;0.72;0.0
MC0000031187;;;;Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco;103.5;85.18;1.22;2.98;0.76;0.0
NO0010810476;;;;Baltic Sea Properties AS;50.0;157.33;0.32;0.5;0.43;0.0
FR0013258399;;;;Balyo SA;0.279;0.17;1.64;1.0;0.17;0.0
NL0000337319;;;;Koninklijke BAM Groep nv;4.206;13.4;0.31;0.2;0.23;0.63
IT0001031084;;;;Banca Generali S.p.A.;43.94;137.0;0.32;0.35;0.09;0.11
IT0003188064;;;;Banca IFIS S.p.A.;20.26;246.62;0.08;0.09;0.14;0.23
IT0004776628;;;;Banca Mediolanum S.p.A.;11.25;113.05;0.1;0.1;0.05;0.46
IT0005508921;;;;Banca Monte dei Paschi di Siena S.p.A.;6.368;0;0;0;0.1;0.79
IT0003173629;;;;Banca Sistema S.p.A.;1.458;59.1;0.02;0.03;0.06;0.0
IT0005218380;;;;Banco BPM S.p.A.;7.286;0;0;0;0.07;0.7
ES0113860A34;;;;Banco de Sabadell, S.A.;1.8435;0;0;0;0.07;3.01
ES0113900J37;;;;Banco Santander, S.A.;4.475;0;0;0;0.06;1.14
BE0003870871;;;;Banimmo SA;2.94;13.57;0.22;0.24;0.48;1.52
IE00BD1RP616;;;;Bank of Ireland Group plc;8.418;0;0;0;0.08;1.64
FR0000062788;;;;Barbara Bui SA;5.9;0;0;0;0.14;0.0
BE0974362940;;;;Barco NV;10.24;11.76;0.87;0.81;0.75;0.22
DE000BASF111;;;;BASF SE;43.655;75.8;0.58;0.51;0.44;0.15
NL0011872650;;;;;20.92;45.24;0.46;0.46;0.13;0.0
BE0974280126;;;;BioSenic S.A.;0.0056;0.05;0.11;-0.14;2.37;0.0
FR0011005933;;;;Biosynex SA;1.71;11.57;0.15;0.09;0.56;0.0
BE0974386188;;;;Biotalys NV;2.95;0.96;3.07;3.07;0.88;0.0
DE000A1TNV91;;;;Bitcoin Group SE;54.2;15.65;3.46;4.44;0.78;0.0
NO0010755101;;;;Black Sea Property AS;0.11;1.27;0.09;0.13;0.33;0.0
FR0000062150;;;;Bleecker Société Anonyme;128.0;653.64;0.2;0.31;0.41;0.02
FR0013340973;;;;Blue Shark Power System;7.9;0.0;0;0;0;0.0
FR0011041011;;;;Bluelinea Société Anonyme;0.9;1.05;0.86;0.91;0.15;0.0
NO0010379266;;;;BlueNord ASA;587.0;123.68;4.75;5.2;0.23;0.0
DE0005190003;;;;Bayerische Motoren Werke Aktiengesellschaft;73.48;429.15;0.17;0.15;0.35;0.08
DE0005190037;;;;Bayerische Motoren Werke Aktiengesellschaft;67.9;4110.91;0.02;0.01;0.35;0.09
FR0000131104;;;;BNP Paribas SA;56.5;0;0;0;0.05;0.09
FR0011365907;;;;;16.7;0;0;0;0;0.0
FR0010106039;;;;Body One SA;0.32;0.0;0;0;0;0.0
FR0000061129;;;;Boiron SA;27.9;27.35;1.02;0.99;0.7;0.1
FR0000039299;;;;Bolloré SE;5.805;0;0;0;0.38;0.24
FR0000063935;;;;Bonduelle SCA;6.15;50.87;0.12;0.08;0.33;0.44
NO0003110603;;;;Bonheur ASA;269.5;548.97;0.49;0.44;0.31;0.01
BE6333353298;;;;bonyf N.V.;18.4;0;0;0;0;0.0
FR001400OS22;;;;Boostheat SA;0.24;0;0;0;0;0.0
NO0003111700;;;;Borgestad ASA;17.3;40.16;0.43;0.45;0.48;0.0
IT0003217335;;;;Borgosesia S.p.A.;0.54;3.77;0.14;0.09;0.3;0.0
NO0010657505;;;;Borregaard ASA;189.4;91.9;2.06;2.61;0.55;0.01
FR0000054421;;;;Bourrelier Group SA;45.0;87.07;0.52;0.52;0.65;0.06
FR0000074254;;;;Bourse Direct Société Anonyme;4.23;24.82;0.17;0.18;0.06;0.42
NO0010360266;;;;Bouvet ASA;72.0;15.44;4.66;3.05;0.26;0.05
FR0000120503;;;;Bouygues SA;27.95;142.02;0.2;0.14;0.19;0.17
IT0000066123;;;;BPER Banca SpA;5.8;0;0;0;0.08;0.55
BE0974268972;;;;bpost NV/SA;1.862;25.6;0.07;0.07;0.2;4.76
BE0003008019;;;;Banque nationale de Belgique SA;385.0;0;0;0;0;0.02
LU1068091351;;;;Brederode SA;104.2;128.56;0.81;3473.33;1.0;0.01
FR001400O408;;;;;0.0005;0;0;0;0.5;0.0
FR0010193979;;;;CBo Territoria SA;3.57;13.72;0.26;0.35;0.53;1.83
DE0007257503;;;;Ceconomy AG;3.132;19.57;0.16;0.1;0.05;1.21
FR0000053506;;;;Cegedim SA;10.9;55.85;0.2;0.15;0.31;0.12
FR0010425595;;;;Cellectis S.A.;1.794;3.95;0.45;0.32;0.4;0.0
IT0005244618;;;;Cellularline S.p.A.;2.35;6.75;0.35;0.22;0.61;0.0
BE0974260896;;;;Celyad Oncology SA;0.789;0.28;2.82;1.72;0.08;0.0
IT0001128047;;;;Cembre S.p.A.;41.15;15.15;2.72;3.49;0.78;0.1
NL0013995087;;;;;10.92;0;0;0;0;0.0
BE0974303357;;;;Cenergy Holdings SA;9.0;8.49;1.06;0.75;0.22;0.0
FR0013178712;;;;Cerinnov Group SA;0.69;3.41;0.2;0.13;0.22;0.0
BE0003883031;;;;Compagnie d'Entreprises CFE SA;5.95;46.51;0.13;0.09;0.22;0.4
FR0000037475;;;;CFI-Compagnie Foncière Internationale;0.5;0;0;0;5.69;5.18
MC0010000826;;;;CFM Indosuez Wealth Management SA;1100.0;0;0;0;0;0.0
FR0000037871;;;;Compagnie de Chemins de Fer Départementaux Société Anonyme;900.0;0;0;0;0;0.0
FR0000130692;;;;Chargeurs SA;9.82;25.85;0.38;0.24;0.33;0.54
FR001400AJ60;;;;Charwood Energy SA;2.82;2.58;1.09;0.9;0.74;0.0
FR0000060907;;;;Chausseria;7.0;0;0;0;3.01;0.0
FR0010447086;;;;Cheops Technology France Société anonyme;64.0;0.0;0;0;0;0.0
FR0000130403;;;;Christian Dior SE;569.0;805.68;0.71;0.63;0.16;0.0
FR0000054322;;;;Cibox Inter@ctive;0.0352;0.03;1.17;0.88;0.48;0.0
BE0003592038;;;;Compagnie du Bois Sauvage S.A.;217.0;434.84;0.5;0.95;0.79;0.01
FR0000060428;;;;Compagnie Du Mont-Blanc;149.0;0;0;0;0;0.02
IT0000070786;;;;CIR S.p.A. - Compagnie Industriali Riunite;0.598;0;0;0;0.23;3.03
NO0013033795;;;;Circio Holding ASA;0.91;0.63;1.44;-1.03;3.42;0.0
IT0005344996;;;;Circle S.p.A.;8.08;3.92;2.06;1.34;0.55;0.0
IT0005091324;;;;Clabo S.p.A.;1.7;10.94;0.16;0.13;0.09;0.0
FR0013426004;;;;;1.288;0;0;0;0;0.0
FR0010386334;;;;Clariane SE;1.766;38.36;0.05;0.04;0.25;1.1
FR0004152882;;;;Clasquin SA;141.52;91.91;1.54;0.9;0.27;0.02
IT0005117848;;;;Class Editori Spa;0.0788;0.81;0.1;0.1;0.04;16.5
IT0005377277;;;;CleanBnB S.p.A.;1.22;0.9;1.36;0.73;0.2;0.0
NO0010876642;;;;Cloudberry Clean Energy ASA;11.04;23.28;0.47;0.83;0.6;0.0
IT0005577090;;;;Cloudia Research S.p.A.;1.5;1.36;1.1;0.76;0.48;0.0
NL0012747059;;;;CM.com N.V.;6.1;9.9;0.62;0.56;0.12;0.0
FR0013406881;;;;;1.34;0;0;0;0;0.0
NL0010545661;;;;CNH Industrial N.V.;12.24;0;0;0;0.17;0.16
NL0010949392;;;;Cnova N.V.;0.8;3.24;0.25;0.46;0.68;0.0
BE0003519270;;;;;1630.0;0;0;0;0;0.0
LU1296758029;;;;CORESTATE Capital Holding S.A.;0.395;0.0;0;0;0;0.0
FR0013371507;;;;Coretech 5 Société anonyme;0.0105;0.0;0;0;0;0.0
NL0015000DY3;;;;Corre Energy B.V.;0.105;0.43;0.24;0.23;0.19;0.0
PTCOR0AE0006;;;;Corticeira Amorim, S.G.P.S., S.A.;8.36;10.52;0.79;0.69;0.51;0.33
FR0004998318;;;;Courbet Sa;1.29;0;0;0;0;0.0
FR0000065393;;;;Courtois S.A.;120.0;0;0;0;1.04;0.02
DE0006062144;;;;Covestro AG;57.5;67.13;0.86;0.82;0.48;0.0
FR0000064578;;;;Covivio;49.62;228.54;0.22;0.27;0.32;0.14
FR0000060303;;;;Covivio Hotels;18.55;44.59;0.42;0.73;0.51;0.33
NO0010808892;;;;Crayon Group Holding ASA;128.8;163.87;0.79;0.46;0.18;0.0
FR0000044323;;;;Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative;75.01;0;0;0;0.12;0.06
FR0000185506;;;;Crédit Agricole Atlantique Vendée;80.31;25328.87;0.0;0.0;0.12;0.05
FR0010483768;;;;Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative;17.9;2877.34;0.01;0.01;0.12;0.3
FR0000045213;;;;Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine Société coopérative;61.16;8876.57;0.01;0.01;0.11;0.06
FR0010461053;;;;Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative;52.01;1772.57;0.03;0.03;0.15;0.07
FR0000045239;;;;Caisse Regionale de Credit Agricole Mutuel de la Loire-Haute-Loire SA;58.0;0;0;0;0.18;0.06
FR0000045551;;;;Caisse Régionale de Crédit Agricole du Morbihan;62.01;8601.39;0.01;0.01;0.15;0.05
FR0000185514;;;;Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative;13.594;2376.16;0.01;0.01;0.14;0.34
FR0000044364;;;;Caisse Régionale de Crédit Agricole Mutuel de Normandie-Seine Société coopérative;79.5;0.0;0;0;0;0.06
FR0000045528;;;;Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France;58.52;8928.46;0.01;0.01;0.11;0.08
FR0000045346;;;;Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes;123.5;0;0;0;0.11;0.03
FR0000045304;;;;Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative;74.5;16010.72;0.0;0.01;0.15;0.05
IT0005408593;;;;Creactives Group S.p.A.;2.5;0.91;2.75;2.55;0.12;0.0
IT0003121677;;;;Credito Emiliano S.p.A.;10.36;185.82;0.06;0.06;0.07;0.3
FR0000045072;;;;Crédit Agricole S.A.;12.635;0;0;0;0.03;0.42
BE0003836534;;;;Crescent NV;0.0104;0;0;0;0.26;0.0
FR0011716265;;;;Crossject Société Anonyme;1.92;0.96;2.0;2.31;0.2;0.0
FR0000050395;;;;Crosswood SA;9.2;9.38;0.98;4.36;0.8;0.0
IT0005353575;;;;CrowdFundMe S.p.A.;1.85;0.68;2.72;2.47;0.78;0.0
IT0001127874;;;;CSP International Fashion Group S.p.A.;0.288;2.3;0.13;0.1;0.59;15.03
NL0000345577;;;;Ctac N.V.;2.92;2.91;1.0;0.6;0.42;1.08
NL00150006R6;;;;CTP N.V.;15.52;37.27;0.42;0.61;0.41;0.0
PTCTT0AM0001;;;;CTT - Correios De Portugal, S.A.;4.64;39.55;0.12;0.08;0.04;1.8
IT0005532483;;;;Cube Labs S.p.A.;2.2;3.35;0.66;3.19;0.92;0.0
IT0005257347;;;;CULTI Milano S.p.A.;12.2;6.23;1.96;1.05;0.35;0.0
BE0003463685;;;;Cumulex N.V.;1.35;0;0;0;11350.81;0.0
NL0015436031;;;;;2.728;0;0;0;0;0.0
JE00BRX98089;;;;CVC Capital Partners plc;23.1;0;0;0;0;0.0
IT0005412504;;;;Cy4gate S.p.A.;4.39;4.1;1.07;0.64;0.52;0.0
FR0014004QR6;;;;;0.0001;0;0;0;0;0.0
FR0013507985;;;;;0.003;0;0;0;0.51;0.0
FR0013508009;;;;;0.0005;0;0;0;0.51;0.0
IT0005546103;;;;Cyberoo S.p.A.;2.12;0.64;3.31;2.19;0.78;0.0
NO0010015175;;;;;30.9;16.27;1.9;1.04;0.31;0.0
IT0001469995;;;;Digital Bros S.p.A.;9.88;5.86;1.69;1.26;0.62;0.0
IT0005347429;;;;Digital Value S.p.A.;20.3;69.3;0.29;0.18;0.26;0.0
IT0005089476;;;;DigiTouch S.p.A.;1.92;2.95;0.65;0.39;0.34;0.0
IT0001463063;;;;Directa Sim S.p.A.;4.02;5.06;0.79;0.5;0.44;0.0
BE0003605160;;;;Immobiliere Distri-Land NV;191.0;0;0;0;0;0.05
BE0974289218;;;;;0.0144;0;0;0;0;0.0
NO0010161896;;;;DNB Bank ASA;233.0;0;0;0;0.07;0.02
NO0003921009;;;;DNO ASA;10.42;2.78;3.75;3.26;0.4;0.0
FR0010436584;;;;DNXCorp SE;15.55;6.07;2.56;1.51;0.7;0.7
FR0000065260;;;;Les Docks des Pétroles d'Ambès -SA;575.0;0;0;0;0.21;0.01
NO0012851874;;;;DOF Group ASA;83.3;11.22;7.42;8.68;0.43;0.0
FR0014004QZ9;;;;Dolfines SA;1.7;2.81;0.6;0.54;0.14;0.0
NO0012595950;;;;Dolphin Drilling AS;3.46;0.63;5.49;4.49;0.4;0.0
IE000TIRQBE1;;;;Donegal Investment Group plc;16.5;21.26;0.78;0.63;0.58;0.17
FR0013331212;;;;Don't Nod Entertainment S.A.;1.32;0.0;0;0;0;0.0
IT0001044996;;;;doValue S.p.A.;1.41;29.11;0.05;0.05;0.06;0.0
IT0005394413;;;;Doxee S.p.A.;1.46;5.66;0.26;0.32;0.14;0.0
FR0013088606;;;;Drone Volt SA;0.3688;0.0;0;0;0;0.0
CH1216478797;;;;DSM-Firmenich AG;104.1;58.55;1.78;1.37;0.69;0.0
DE0005565204;;;;Dürr Aktiengesellschaft;22.6;57.61;0.39;0.22;0.24;0.11
FR0014004339;;;;E-Pango SA;0.1062;0.87;0.12;0.14;0.52;0.0
IT0005557514;;;;E-Globe S.p.A.;0.9;0.0;0;0;0;0.0
IT0005391229;;;;e-Novia S.p.A.;2.18;1.36;1.6;1.39;0.17;0.0
DE000ENAG999;;;;E.ON SE;11.93;0;0;0;0.15;0.39
IT0005581365;;;;E.P.H.;0.48;0;0;0;16.0;0.0
FR0010428771;;;;Eagle Football Group Société anonyme;1.97;5.44;0.36;0.29;0.05;0.0
NO0010607781;;;;;0.0026;0;0;0;0;0.0
NL0000345627;;;;Ease2pay N.V.;0.439;0.22;2.0;1.33;0.71;983.51
FR0007200100;;;;Compagnie Des Eaux De Royan;50.0;0;0;0;0;0.0
NL0015000CZ2;;;;Ebusco Holding N.V.;1.37;7.14;0.19;0.13;0.42;0.0
NO0010939804;;;;;0.8;0;0;0;0;0.0
DE0005659700;;;;Eckert & Ziegler SE;46.2;20.55;2.25;1.89;0.52;0.02
IT0005543332;;;;Ecomembrane S.p.A.;4.38;4.82;0.91;0.66;0.88;0.0
FR0013534617;;;;écomiam SA;2.31;3.82;0.6;0.44;0.38;0.0
BE0974313455;;;;Econocom Group SE;1.948;11.79;0.17;0.1;0.2;0.82
FR0011490648;;;;Ecoslops S.A.;0.698;0.0;0;0;0;0.0
IT0005001943;;;;;17.65;0.0;0;0;0;0.0
IT0005562183;;;;Emma Villas S.p.A.;2.3;0.0;0;0;0;0.0
FR0013356755;;;;Emova Group SA;0.865;7.87;0.11;0.13;0.41;0.0
ES0130960018;;;;Enagás, S.A.;12.93;28.92;0.45;0.5;0.33;0.74
IT0005176406;;;;ENAV S.p.A.;4.094;3.43;1.19;1.53;0.58;0.0
FR0004030708;;;;Encres Dubuit;2.76;7.35;0.38;0.44;0.81;2.23
ES0130670112;;;;Endesa, S.A.;21.23;0;0;0;0.2;0.38
NO0012555459;;;;Endúr ASA;64.7;54.29;1.19;0.85;0.4;0.0
IT0003128367;;;;Enel SpA;6.943;0;0;0;0.19;0.83
FR0013330792;;;;ENENSYS Technologies SA;0.77;2.23;0.35;0.21;0.04;0.0
NO0012697715;;;;Energeia AS;0.65;1.54;0.42;0.49;0.49;0.0
FR0013399359;;;;SA Energisme;0.0057;0;0;0;0;0.0
IT0005500712;;;;Energy S.p.A.;0.83;1.77;0.47;0.37;0.65;0.0
IT0004356751;;;;Enervit S.p.A.;3.34;3.1;1.08;0.8;0.47;0.62
FR0010208488;;;;Engie SA;15.005;0;0;0;0.15;0.4
IT0003132476;;;;Eni S.p.A.;13.486;0;0;0;0.37;0.49
FR0014004974;;;;;1.485;0;0;0;0;0.0
