Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANNPA;Solvabilité
SOI.PA;Technology;Semiconductor Equipment & Materials;https://www.soitec.com/;Soitec SA;110,5;64,34;16,04;0,79
ALD.PA;Industrials;Rental & Leasing Services;https://www.ayvens.com/;ALD S.A.;7,255;82,8;-0,14;0,17
RUI.PA;Energy;Oil & Gas Refining & Marketing;https://www.rubis.fr/;Rubis;32,06;42,92;-2,2;0,46
BIM.PA;Healthcare;Diagnostics & Research;https://www.biomerieux.com/;bioMérieux S.A.;96,3;34,12;16,29;0,76
S30.PA;Technology;Information Technology Services;https://www.solutions30.com/;Solutions 30 SE;2,304;5,19;-1,42;0,18
VRLA.PA;Consumer Cyclical;Packaging & Containers;https://www.verallia.com/;Verallia Société Anonyme;37,24;28,71;-2,14;0,23
FDJ.PA;Consumer Cyclical;Gambling;https://www.groupefdj.com/;La Française des Jeux Société anonyme;34,08;14,29;-6,35;0,36
VK.PA;Basic Materials;Steel;https://www.vallourec.com/;Vallourec S.A.;16,58;24,54;-11,51;0,43
AM.PA;Industrials;Aerospace & Defense;https://www.dassault-aviation.com/;Dassault Aviation société anonyme;210;297,04;16,64;0,36
EAPI.PA;Healthcare;Drug Manufacturers—Specialty & Generic;https://www.euroapi.com/en;Euroapi S.A.;3,13;19,25;0,79;0,66
AF.PA;Industrials;Airlines;https://www.airfranceklm.com/;Air France-KLM SA;10,85;127,11;-0,12;0,09
ORP.PA;Healthcare;Medical Care Facilities;https://www.orpea-corp.com/;Orpea SA;13,782;69,18;-0,23;0,14
SESG.PA;Communication Services;Broadcasting;https://www.ses.com/;SES S.A.;4,992;17,06;-1,07;0,51
APAM.PA;;;https://finance.yahoo.com/sector/energy;;0;0;0;0
ENX.PA;Financial Services;Financial Data & Stock Exchanges;https://www.euronext.com/;Euronext N.V.;89,2;0;0;0
TE.PA;Energy;Oil & Gas Equipment & Services;https://www.technipenergies.com/;Technip Energies N.V.;23,14;36,61;-4,14;0,36
PLX.PA;Industrials;Specialty Business Services;https://www.pluxeegroup.com/;Pluxee N.V.;31,675;42,01;-0,75;0
SYENS.PA;;;;;0;0;0;0
GBT.PA;Healthcare;Medical Devices;https://www.guerbet.com/;Guerbet SA;36,7;73,72;-7,07;0,41
TOUP.PA;Industrials;Rental & Leasing Services;https://www.touax.com/;Touax SCA;4,9;79,8;-0,13;0,14
ALTA.PA;Real Estate;REIT—Residential;https://www.altarea.com/;Altarea SCA;100,8;406,89;-1,51;0,26
JCQ.PA;Basic Materials;Steel;https://www.jacquetmetals.com/;Jacquet Metals SA;19,16;74,75;1,9;0,48
BLC.PA;Healthcare;Medical Distribution;https://www.bastideleconfortmedical.com/;Bastide Le Confort Médical SA;21,7;57,97;-0,43;0,14
MTU.PA;Industrials;Farm & Heavy Construction Machinery;https://www.manitou.com/;Manitou BF SA;27,3;54,11;2,45;0,42
SCHP.PA;Industrials;Waste Management;https://www.groupe-seche.com/;Séché Environnement SA;102;127,51;-1,25;0,24
FII.PA;Industrials;Aerospace & Defense;https://www.lisi-group.com/;Lisi S.A.;27,45;34,24;-4,18;0,47
AKW.PA;Consumer Cyclical;Auto Parts;https://akwel-automotive.com/;Akwel SA;13,42;31,91;1,28;0,83
CDA.PA;Consumer Cyclical;Leisure;https://www.compagniedesalpes.com/;Compagnie des Alpes SA;14,48;42,36;-0,6;0,42
CGM.PA;Healthcare;Health Information Services;https://www.cegedim.com/;Cegedim SA;14,2;39,04;-0,64;0,31
HCO.PA;Communication Services;Advertising Agencies;https://www.highco.com/;High Co. SA;3,25;6,6;36,11;0,65
BOI.PA;Healthcare;Drug Manufacturers—Specialty & Generic;https://www.boiron.fr/;Boiron SA;34,5;27,1;6,85;0,76
EXA.PA;Industrials;Aerospace & Defense;https://www.exail-technologies.com/;Exail Technologies;21,75;23,07;-1,22;0,17
DKUPL.PA;Communication Services;Advertising Agencies;https://www.dekuple.com/en;ADLPartner SA;37;38,64;-7,12;0,25
BON.PA;Consumer Defensive;Packaged Foods;https://www.bonduelle.com/;Bonduelle SCA;7,92;48,54;-1,18;0,39
PEUG.PA;Financial Services;Asset Management;https://www.peugeot-invest.com/;Peugeot Invest Société anonyme;111,6;357,72;-1,43;0,66
GRVO.PA;Basic Materials;Agricultural Inputs;https://www.graines-voltz.com/;Graines Voltz;27,6;88,41;1,38;0,5
LACR.PA;Technology;Scientific & Technical Instruments;https://www.lacroix-group.com/;LACROIX Group SA;25,8;105,46;-2,86;0,32
GLO.PA;Industrials;Specialty Business Services;https://www.gl-events.com/;GL Events;20,3;74,25;-0,41;0,18
GUI.PA;Technology;Computer Hardware;https://www.guillemot.com/;Guillemot Corporation S.A.;6,6;9,34;1,55;0,8
PIG.PA;Industrials;Farm & Heavy Construction Machinery;https://www.haulotte.com/;Haulotte Group SA;2,54;20,45;-4,1;0,31
VAC.PA;Consumer Cyclical;Lodging;https://www.groupepvcp.com/;Pierre & Vacances SA;1,476;7,73;-0,21;0,14
BIG.PA;Technology;Consumer Electronics;https://www.bigben-group.com/;BigBen Interactive;2,845;14,52;-0,45;0,34
SII.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0
ASY.PA;Industrials;Engineering & Construction;https://www.assystem.com/;Assystem S.A.;57,4;43,71;-8,05;0,54
PRC.PA;Communication Services;Publishing;https://www.artprice.com/;Artmarket.com;4,44;4,59;11,1;0,78
ORAP.PA;Basic Materials;Specialty Chemicals;https://www.orapi.com/;Orapi SA;6,32;23,72;-0,8;0,24
EOS.PA;Technology;Software—Application;https://www.acteos.com/;Acteos SA;1,36;3,51;-0,91;0,04
QDT.PA;Technology;Software—Application;https://www.quadient.com/;Quadient S.A.;19,54;39,15;-0,91;0,44
ES.PA;Energy;Oil & Gas Refining & Marketing;https://corporate.esso.fr/;Esso S.A.F.;177,8;366,75;1,41;0,63
CO.PA;Consumer Defensive;Grocery Stores;https://www.groupe-casino.fr/;Casino, Guichard-Perrachon S.A.;0,0389;0,38;-0,19;0,14
CRI.PA;Consumer Cyclical;Textile Manufacturing;https://www.chargeurs.com/;Chargeurs SA;13,2;24,41;-1,36;0,33
KOF.PA;Consumer Cyclical;Residential Construction;https://www.kaufmanbroad.fr/;Kaufman & Broad S.A.;31,3;76,88;-26,98;0,18
MEDCL.PA;Healthcare;Biotechnology;https://www.medincell.com/;MedinCell S.A.;13,54;1,67;-10,66;1,09
GNFT.PA;Healthcare;Biotechnology;https://www.genfit.com/;Genfit S.A.;3,45;2,51;24,64;0,71
LNA.PA;Healthcare;Medical Care Facilities;https://www.lna-sante.com/;LNA Santé SA;20,9;92,48;-0,25;0,21
METEX.PA;Basic Materials;Chemicals;https://www.metabolic-explorer.com/;METabolic EXplorer S.A.;0,1214;4,81;-0,39;0,45
CAFO.PA;Consumer Cyclical;Specialty Retail;https://www.cafom.com/;Centrale d'Achat Française pour l'Outre-Mer Société Anonyme;9,44;39,66;-0,85;0,35
CATG.PA;Consumer Cyclical;Recreational Vehicles;https://www.catanagroup.com/;SA Catana Group;5,48;6,86;3,73;0,49
VMX.PA;Technology;Software—Infrastructure;https://www.verimatrix.com/;Verimatrix SA;0,449;0,75;-2,81;0,72
MEMS.PA;Technology;Semiconductor Equipment & Materials;https://www.memscap.com/;MEMSCAP, S.A.;7,81;2,43;19,05;0,82
IPH.PA;Healthcare;Biotechnology;https://www.innate-pharma.com/;Innate Pharma S.A.;2,345;2,27;12,34;0,57
CLARI.PA;Healthcare;Medical Care Facilities;https://www.clariane.com/;Clariane SE;3,3;89,65;-0,04;0,25
DBV.PA;Healthcare;Biotechnology;https://www.dbv-technologies.com/;DBV Technologies S.A.;1,362;1,52;1,53;2,52
EFG.PA;Consumer Cyclical;Leisure;https://finance.eaglefootballgroup.com/;Eagle Football Group Société anonyme;2,15;4,46;-0,62;0,02
AB.PA;Healthcare;Drug Manufacturers—Specialty & Generic;https://www.ab-science.com/;AB Science S.A.;2,18;0,67;-4,95;1,04
OREGE.PA;Industrials;Waste Management;https://www.orege.com/;Orege Société Anonyme;0,33;0,17;-0,38;4,86
ALMKT.PA;Healthcare;Medical Devices;https://www.maunakeatech.com/;Mauna Kea Technologies SA;0,408;0,34;-0,97;1,15
ADOC.PA;Healthcare;Biotechnology;https://www.adocia.com/;Adocia SA;9,62;1,75;-11,73;0,58
ALGAE.PA;Healthcare;Biotechnology;https://www.fermentalg.com/;FERMENTALG;0,606;0,66;15,15;0,79
MHM.PA;Consumer Cyclical;Travel Services;https://myhotelmatch.com/;MyHotelMatch S.A.;1,05;0;0;0
NANO.PA;Healthcare;Biotechnology;https://www.nanobiotix.com/;Nanobiotix S.A.;6,835;1,99;-37,97;0,1
EKI.PA;Technology;Communication Equipment;https://www.ekinops.com/;EKINOPS S.A.;3,85;5,79;2,38;0,78
FNAC.PA;Consumer Cyclical;Specialty Retail;https://www.fnacdarty.com/;Fnac Darty SA;32,7;177,3;-0,36;0,26
MCPHY.PA;Industrials;Specialty Industrial Machinery;https://mcphy.com/;McPhy Energy S.A.;3,13;5,79;2,43;0,87
GV.PA;;;https://finance.yahoo.com/sector/basic_materials;;0;0;0;0
SEFER.PA;Industrials;Building Products & Equipment;https://www.sergeferrari.com/;SergeFerrari Group SA;7,33;26,52;-2,05;0,35
VLTSA.PA;Utilities;Utilities—Renewable;https://www.voltalia.com/;Voltalia SA;8,96;25,31;-0,75;0,37
OSE.PA;Healthcare;Biotechnology;https://www.ose-immuno.com/;OSE Immunotherapeutics SA;7,44;1,64;-5,64;0,36
ABVX.PA;Healthcare;Biotechnology;https://www.abivax.com/;ABIVAX Société Anonyme;13;4,8;5,28;2,97
POXEL.PA;Healthcare;Biotechnology;https://www.poxelpharma.com/;Poxel S.A.;0,667;0;0;0
PWG.PA;Technology;Computer Hardware;https://www.prodways-group.com/;Prodways Group SA;0,76;1,17;-5,07;0,6
ABNX.PA;Healthcare;Biotechnology;https://abionyx.com/;ABIONYX Pharma SA;1,152;0,29;0;0,74
NHOA.PA;Industrials;Specialty Industrial Machinery;https://nhoa.energy/;NHOA S.A.;0,586;1,93;1,78;0,88
ADUX.PA;Communication Services;Advertising Agencies;https://www.adux.com/;AdUX SA;1,38;5,01;-1,84;0,04
SRP.PA;Consumer Cyclical;Internet Retail;https://www.showroomprivegroup.com/;SRP Groupe S.A.;0,974;2,18;-9,74;0,56
FDE.PA;Energy;Oil & Gas E&P;https://www.francaisedelenergie.fr/;La Française de l'Energie S.A.;37,25;31,09;-5,76;0,64
MDM.PA;Consumer Cyclical;Home Improvement Retail;https://corporate.maisonsdumonde.com/;Maisons du Monde S.A.;4,93;31,45;-0,24;0,35
SIGHT.PA;Healthcare;Biotechnology;https://www.gensight-biologics.com/;GenSight Biologics S.A.;0,403;0,09;-1,22;4,38
SMCP.PA;Consumer Cyclical;Apparel Retail;https://www.smcp.com/;SMCP S.A.;2,44;12,49;-0,27;0,52
IVA.PA;Healthcare;Biotechnology;https://www.inventivapharma.com/;Inventiva S.A.;3,425;1,32;-3,36;0,75
PVL.PA;Consumer Cyclical;Auto Parts;https://groupe-plastivaloire.com/;Plastiques du Val de Loire;2,85;32,99;-0,52;0,31
BALYO.PA;Industrials;Specialty Industrial Machinery;https://www.balyo.com/;Balyo SA;0,601;0,83;-2;0,17
WAVE.PA;Technology;Information Technology Services;https://www.wavestone.com/;Wavestone SA;61,2;11,3;35,79;0,67
CLA.PA;Technology;Software—Application;https://www.claranova.com/;Claranova SE;2,35;3,09;-0,9;0,01
NACON.PA;Communication Services;Electronic Gaming & Multimedia;https://www.nacongaming.com/;Nacon S.A.;1,138;1,51;-0,93;0,55
VANTI.PA;Communication Services;Entertainment;https://www.vantiva.com/;Vantiva S.A.;0,1354;2,21;-0,08;0,05
LOCAL.PA;Communication Services;Advertising Agencies;https://www.solocal.com/;Solocal Group S.A.;0,0656;1,38;-0,02;1,07
BLV.PA;Communication Services;Entertainment;https://www.believe.com/;Believe S.A.;15;8,12;-11,36;0,44
ARAMI.PA;Consumer Cyclical;Auto & Truck Dealerships;https://www.aramis.group/;Aramis Group SAS;3,715;5,9;-3,54;0,32
ANTIN.PA;Financial Services;Asset Management;https://www.antin-ip.com/;Antin Infrastructure Partners SAS;13,38;3,45;6,72;2,57
EXN.PA;Technology;Software—Infrastructure;https://www.exclusive-networks.com/;Exclusive Networks SA;20,35;23,04;-3,8;0,31
OVH.PA;Technology;Software—Infrastructure;https://www.ovhcloud.com/;OVH Groupe S.A.;6,49;6,9;-1,14;0,24
LHYFE.PA;Basic Materials;Specialty Chemicals;https://www.lhyfe.com/;Lhyfe SA;4,26;3,65;2,88;2,17
TCHCS.PA;;;;;0;0;0;0
AVT.PA;Technology;Communication Equipment;https://corporate.avenir-telecom.com/;Avenir Telecom S.A.;0,14;0,55;0,67;1,41
LAT.PA;Industrials;Aerospace & Defense;https://www.latecoere.aero/;Latécoère S.A.;0,0129;0,04;-0,43;0,03
PHXM.PA;Healthcare;Biotechnology;https://www.phaxiam.com/;PHAXIAM Therapeutics S.A.;3,045;5,75;9,23;0,91
SLB.PA;Energy;Oil & Gas Equipment & Services;https://www.slb.com/;Schlumberger Limited;43,8;0;0;0
NOKIA.PA;Technology;Communication Equipment;https://www.nokia.com/;Nokia Oyj;3,5635;0;0;0
FLY.PA;Real Estate;REIT—Office;https://www.fonciere-lyonnaise.com/;Societe Fonciere Lyonnaise;68,2;0;0;0
RBT.PA;Basic Materials;Chemicals;https://www.robertet.com/;Robertet SA;891;0;0;0
AREIT.PA;Real Estate;Real Estate—Development;https://www.altareit.com/;Altareit SCA;478;1950,4;12,04;0,24
GDS.PA;Healthcare;Medical Care Facilities;https://www.ramsaygds.fr/;Ramsay Générale de Santé SA;12,8;41,29;-0,33;0,19
CBE.PA;Basic Materials;Chemicals;https://www.robertet.com/;Robertet SA;835;0;0;0,62
CBR.PA;;;;;188;0;0;0,62
UNBL.PA;Consumer Defensive;Packaged Foods;https://unibel.fr/;Unibel S.A.;940;0;0;0
COVH.PA;Real Estate;REIT—Hotel & Motel;https://www.covivio-hotels.fr/;Covivio Hotels;15,25;0;0;0
BUR.PA;Consumer Cyclical;Auto Parts;https://www.burelle.fr/;Burelle SA;430;0;-0,13;0
ODET.PA;Industrials;Conglomerates;https://www.compagniedelodet.net/;Compagnie de l'Odet;1498;0;0;0
STF.PA;Industrials;Integrated Freight & Logistics;https://www.stef.com/;STEF SA;127,4;253,34;-1,35;0,35
ARTO.PA;Technology;Computer Hardware;https://sif-artois.fr/;Société Industrielle et Financière de l'Artois Société anonyme;4920;0;0;1,44
FMONC.PA;Financial Services;Asset Management;https://www.financiere-moncey.com/;Financière Moncey Société anonyme;7500;0;0;0,99
CBDG.PA;Financial Services;Asset Management;https://www.compagnie-du-cambodge.com/fr-fr;Compagnie du Cambodge;6800;0;0;1,22
RE.PA;;;https://finance.yahoo.com/sector/consumer_defensive;;0;0;0;0
MMB.PA;Consumer Cyclical;Travel Services;https://www.lagardere.com/;Lagardere SA;21,55;46,37;-0,58;0,09
CDI.PA;Consumer Cyclical;Luxury Goods;https://www.dior-finance.com/;Christian Dior SE;738;517,38;-3,63;0,17
BASS.PA;Real Estate;Real Estate—Development;https://www.bassac.fr/;BASSAC Société anonyme;49,1;126,39;2,08;0,42
VETO.PA;Healthcare;Drug Manufacturers—Specialty & Generic;https://www.vetoquinol.com/;Vetoquinol SA;99,1;39,15;5,91;0,97
TKTT.PA;Industrials;Building Products & Equipment;https://www.tarkett.com/;Tarkett S.A.;9,26;26,99;-1,15;0,38
