Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANNPA;Solvabilité
EQS.PA;Healthcare;Health Information Services;https://equasens.com/;Equasens Société anonyme;59,5;14,17;-23,24;0,64
LOUP.PA;Consumer Defensive;Packaged Foods;https://www.ldc.fr/;L.D.C. S.A.;149;199,02;5,12;0,58
TKO.PA;Financial Services;Asset Management;https://www.tikehaucapital.com/;Tikehau Capital;21,45;25,31;-2,91;0,69
DEEZR.PA;Communication Services;Entertainment;https://www.deezer.com/;Deezer S.A.;1,97;1,54;-0,92;1,73
PLNW.PA;Technology;Software—Application;https://planisware.com/;PLANISWARE;23,18;3,17;14,67;1,67
IAM.PA;Communication Services;Telecom Services;https://www.iam.ma/;Itissalat Al-Maghrib (IAM) S.A.;8;55,76;-0,23;0,27
BAIN.PA;Consumer Cyclical;Resorts & Casinos;https://www.montecarlosbm.com/;Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco;107;87,14;-122,99;0,93
CNV.PA;Consumer Cyclical;Internet Retail;https://www.cnova.com/;Cnova N.V.;1,695;1,34;-0,66;0,8
CATR.PA;Industrials;Farm & Heavy Construction Machinery;https://www.caterpillar.com/;Caterpillar Inc.;326;159,39;-7,11;0,22
COTY.PA;Consumer Defensive;Household & Personal Products;https://www.coty.com/;Coty Inc.;9,92;5,44;-1,45;0,34
GNE.PA;Industrials;Aerospace & Defense;https://www.geaerospace.com/;General Electric Company;151,5;133,11;-2,25;0,21
MRK.PA;;;;;101,4;0;0;0,4
MALT.PA;Consumer Defensive;Beverages—Brewers;https://www.malteriesfrancobelges.fr/;Malteries Franco-Belges Société Anonyme;640;0;0;1,16
GALIM.PA;Real Estate;Real Estate Services;https://www.galimmo-sca.com/;Galimmo SCA;14,4;26,16;-1,66;0,61
ELEC.PA;Utilities;Utilities—Renewable;https://www.es.fr/;Électricite de Strasbourg Société Anonyme;121,5;0;0;0
SDG.PA;Industrials;Staffing & Employment Services;https://www.synergie.com/;Synergie SA;36,5;0;0;0
IMDA.PA;Real Estate;REIT—Diversified;https://www.immobiliere-dassault.com/;Immobiliere Dassault SA;49,4;0;0;0
GAM.PA;Communication Services;Entertainment;https://www.gaumont.fr/;Gaumont SA;97;98,73;10,07;0,66
FNTS.PA;Consumer Defensive;Food Distribution;https://www.finatis.fr/;Finatis Société Anonyme;1,37;3280,5;0;0,12
CEN.PA;Industrials;Staffing & Employment Services;https://www.groupe-crit.com/;Groupe CRIT SA;74,4;117,93;2,26;0,79
EIFF.PA;Real Estate;REIT—Office;https://www.societetoureiffel.com/;Société de la Tour Eiffel;10,65;94,84;-0,22;0,43
LBIRD.PA;Healthcare;Diagnostics & Research;https://www.lumibird.com/;Lumibird SA;12,8;11,34;-91,43;0,68
CIV.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-illeetvilaine;Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine Société coopérative;65,54;8876,57;-0,01;0,11
CAF.PA;Financial Services;Banks—Regional;https://ca-paris.com/;Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France;67;9137,18;-0,01;0,1
VIL.PA;Financial Services;Capital Markets;https://www.viel.com/;VIEL & Cie, société anonyme;10,75;39,35;6,55;0,23
IDIP.PA;Financial Services;Asset Management;https://www.idi.fr/en;IDI;76,6;121,4;-4,13;0,85
SBT.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://oeneo.com/;Oeneo Société Anonyme;12;6,63;7,55;0,66
PCA.PA;;;https://finance.yahoo.com/sector/financial_services;;0;0;0;0
LTA.PA;;;;;26,7;0;0;0,92
EUR.PA;;;https://finance.yahoo.com/sector/real_estate;;0;0;0;0
SAMS.PA;Industrials;Industrial Distribution;https://www.samse.fr/;Samse SA;182;404,95;16,96;0,45
ORIA.PA;Real Estate;Real Estate Services;https://www.fiducial-real-estate.fr/;Fiducial Real Estate;178;285,22;-2,13;0,67
RAL.PA;Consumer Defensive;Grocery Stores;https://www.rallye.fr/;Rallye SA;0,0441;347,33;0;0,26
MBWS.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://en.mbws.com/;Marie Brizard Wine & Spirits SA;3,17;1,65;4,59;0,88
PERR.PA;Industrials;Electrical Equipment & Parts;https://www.gerard-perrier.com/en/home-page/;Gérard Perrier Industrie S.A.;97;60,41;6,86;0,57
FCMC.PA;Consumer Cyclical;Resorts & Casinos;https://www.groupesfcmc.com/;Société Fermière du Casino Municipal de Cannes;1500;0;0;0,7
BLEE.PA;Real Estate;REIT—Diversified;https://www.bleecker.fr/;Bleecker Société Anonyme;156;653,64;-0,44;0,41
AAA.PA;Industrials;Consulting Services;https://www.alan-allman.com/;Alan Allman Associates;8,9;3,11;-2,04;0,18
VRAP.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://www.vrankenpommery.com/;Vranken-Pommery Monopole Société Anonyme;15,8;136,75;-0,94;0,31
AUB.PA;Technology;Information Technology Services;https://www.aubay.com/;Aubay Société Anonyme;45,55;24,91;6,11;0,72
INF.PA;Technology;Information Technology Services;https://www.infotel.com/;Infotel SA;48,7;34,02;7,88;0,74
SAVE.PA;Consumer Defensive;Packaged Foods;https://savencia-fromagedairy.com/;Savencia SA;54,2;359,46;-3,92;0,39
NRG.PA;Communication Services;Broadcasting;https://www.nrjgroup.fr/;NRJ Group SA;7,76;8,34;1,99;1,23
CNDF.PA;Financial Services;Banks—Regional;https://communication.ca-norddefrance.fr/;Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative;14,1;2371,3;-0,01;0,14
XIL.PA;Communication Services;Entertainment;https://xilam.com/;Xilam Animation;4,885;10,6;-0,77;0,48
ABCA.PA;Financial Services;Asset Management;https://www.abc-arbitrage.com/;ABC arbitrage SA;4,18;3,07;-13,93;0,9
NRO.PA;Technology;Information Technology Services;https://www.neurones.net/;Neurones S.A.;45,35;25,6;3,94;0,94
ESI.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0
SFPI.PA;Industrials;Specialty Industrial Machinery;https://www.sfpi-group.com/;GROUPE SFPI SA;2,03;6,08;5,64;0,49
LIN.PA;Technology;Software—Application;https://www.linedata.com/;Linedata Services SA;75,4;23,42;-3,25;0,4
SELER.PA;Real Estate;REIT—Retail;https://www.selectirente.com/;Selectirente;88,5;146,13;-1,76;0,62
SWP.PA;Technology;Software—Application;https://www.sword-group.com/;Sword Group S.E.;36,2;18,53;30,17;0,55
EXE.PA;Industrials;Farm & Heavy Construction Machinery;https://www.exel-industries.com/;EXEL Industries SA;55,4;116,36;2,68;0,54
TNG.PA;Healthcare;Biotechnology;https://www.transgene.fr/;Transgene SA;1,318;0;0;0
LPE.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://www.finance-groupelp.com/;Laurent-Perrier S.A.;120;0;0;0
VTR.PA;Real Estate;REIT—Office;https://www.vitura.fr/;Vitura SA;6,45;90,83;-0,13;0,43
INEA.PA;Real Estate;Real Estate Services;https://fonciere-inea.com/mentions-legales/;Fonciere Inea S.A.;33,2;0;0;0
CRBP2.PA;Financial Services;Banks—Regional;https://www.ca-briepicardie.fr/;Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative;19;2821,55;-0,01;0,12
FREY.PA;Real Estate;REIT—Retail;https://www.frey.fr/;Frey SA;28,2;75,31;-0,87;0,45
PAT.PA;Real Estate;REIT—Retail;https://www.patrimoine-commerce.com/;Patrimoine et Commerce SA;21,2;0;0;0
AXW.PA;Technology;Software—Application;https://www.axway.com/;Axway Software SA;24,5;13,65;-24,26;0,6
FGA.PA;Industrials;Aerospace & Defense;https://www.figeac-aero.com/;Figeac Aero Société Anonyme;6,58;0;-0,45;0
WAGA.PA;Industrials;Specialty Industrial Machinery;https://waga-energy.com/;Waga Energy SA;15,9;0;-4,03;0
PARP.PA;Consumer Cyclical;Resorts & Casinos;https://www.groupepartouche.com/;Groupe Partouche SA;20,8;62,14;-0,81;0,53
JBOG.PA;Consumer Defensive;Household & Personal Products;https://www.groupe-bogart.com/;Jacques Bogart S.A.;7,4;23,05;-1,14;0,26
TFF.PA;Consumer Cyclical;Packaging & Containers;https://www.tff-group.com/;TFF Group;41,5;34,1;4,94;0,6
THEP.PA;Industrials;Industrial Distribution;https://www.thermador-groupe.fr/;Thermador Groupe SA;86,6;45,96;4,57;0,74
RBO.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.roche-bobois.com/;Roche Bobois S.A.;49,6;42,03;-3,23;0,27
ATLD.PA;Real Estate;REIT—Diversified;https://www.fonciere-atland.fr/;Atland SAS;44,4;100,72;16,32;0,36
HDF.PA;Utilities;Utilities—Renewable;https://www.hdf-energy.com/;Hydrogène de France Société anonyme;7,39;7,88;1,34;2,64
FORSE.PA;Industrials;Electrical Equipment & Parts;https://www.forseepower.com/;Forsee Power Société anonyme;1,074;2,28;-8,26;0,37
AELIS.PA;Healthcare;Biotechnology;https://www.aelisfarma.com/;Aelis Farma SA;13,1;1,99;14,56;2,18
TRACT.PA;Consumer Cyclical;Specialty Retail;https://www.teract.io/;Teract S.A.;0,85;0;0;0
ARVEN.PA;Utilities;Utilities—Renewable;https://www.arverne.earth/;Arverne Group S.A.;7,12;0;0;0
EC.PA;Energy;Oil & Gas E&P;https://ep.totalenergies.ga/;TotalEnergies EP Gabon Société Anonyme;174;660,43;-2,82;0,75
ALDV.PA;Real Estate;REIT—Residential;https://www.adcsiic.eu/;Alliance Developpement Capital SIIC;0,09;0,54;-1,12;0,72
BIOS.PA;;;;;0;0;0;0
CV.PA;Basic Materials;Other Industrial Metals & Mining;https://www.zci.lu/;ZCI Limited;0,2;0;0;0
TVRB.PA;Industrials;Engineering & Construction;https://www.verbier4vallees.ch/;Téléverbier SA;64;159,59;-3,06;0,78
GNRO.PA;Healthcare;Biotechnology;https://www.geneuro.com/;GeNeuro SA;1,7;0,18;-2,83;3,04
FORE.PA;Industrials;Railroads;https://www.forestiere-equatoriale.com/;La Forestière Equatoriale SA;645;0;0;0,99
FAYE.PA;Consumer Defensive;Household & Personal Products;https://fsdv.fr/;Fayenceries de Sarreguemines, Digoin & Vitry-le-Francois Société Anonyme;21,4;0;0;0
EEM.PA;Financial Services;Asset Management;https://www.eem-group.com/;Electricité et Eaux de Madagascar Société Anonyme;3,3;3,43;5,41;1,1
EGR.PA;Financial Services;Asset Management;https://www.transition-evergreen.com/;Transition Evergreen SA;1,79;4,11;-3,25;0,8
CFI.PA;Real Estate;Real Estate Services;https://www.cfi-france.com/;CFI-Compagnie Foncière Internationale;0,65;0;0;91
FIPP.PA;Real Estate;Real Estate Services;https://www.f-i-p-p.com/;FIPP Société Anonyme;0,129;0;0;0
PSAT.PA;Consumer Cyclical;Specialty Retail;https://www.passat.fr/;Passat Société Anonyme;6,25;15,58;0,75;1,06
EURS.PA;Real Estate;Real Estate Services;https://www.fonciere-euris.fr/;Fonciere Euris SA;0,159;1972,28;0;0,12
AURE.PA;Industrials;Waste Management;https://www.aurea-france.com/;Aurea SA;5,84;22,03;-4,06;0,41
CRAP.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-alpesprovence/particulier.html;Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative;79,1;0;0;0,12
CCN.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-normandie-seine/particulier.html;Caisse Régionale de Crédit Agricole Mutuel de Normandie-Seine Société coopérative;81,55;0;0;0
CRLO.PA;Financial Services;Banks—Regional;https://www.ca-loirehauteloire.fr/;Caisse Regionale de Credit Agricole Mutuel de la Loire-Haute-Loire SA;62,5;0;0;0,17
CRTO.PA;Financial Services;Banks—Regional;https://www.ca-tourainepoitou.fr/informations.html;Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative;76,8;16016,66;-0,01;0,15
CRSU.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-sudrhonealpes;Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes;134,82;0;0;0,11
CAT31.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-toulouse31/particulier.html;Caisse Regionale de Credit Agricole Mutuel Toulouse 31;72,02;3549,97;-0,02;0,11
CMO.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-morbihan/particulier.html;Caisse Régionale de Crédit Agricole du Morbihan;71,76;8546,62;-0,01;0,15
CROS.PA;Real Estate;Real Estate Services;https://www.crosswood.fr/;Crosswood SA;6,1;9,38;-3,49;0,8
GEA.PA;Industrials;Business Equipment & Supplies;https://www.gea.fr/;Grenobloise d'Electronique et d'Automatismes Société Anonyme;81,5;85,01;1,26;1,97
SPEL.PA;Real Estate;Real Estate Services;https://www.foncierevolta.com/;Foncière Volta;7,85;23,49;-1,12;0,5
DPT.PA;Consumer Cyclical;Luxury Goods;https://www.st-dupont.com/;S.T.Dupont Société Anonyme;0,0558;0,05;-2,79;0,04
SABE.PA;Consumer Defensive;Packaged Foods;https://www.sabeton.fr/;Saint Jean Groupe Société anonyme;20,2;50,99;-2,39;0,56
FINM.PA;Industrials;Conglomerates;https://www.financiere-marjos.com/;Financière Marjos SA;0,065;0;-1,62;12,56
CHSR.PA;Consumer Cyclical;Footwear & Accessories;https://www.lachausseria.com/;Chausseria;9,5;0;0;2,45
SACI.PA;Industrials;Business Equipment & Supplies;https://www.fiducial-office-solutions.fr/;Fiducial Office Solutions;28,2;0;0;0
EFI.PA;Real Estate;Real Estate Services;https://www.eurasiafonciereinvestissements.com/;Eurasia Fonciere Investissements Société Anonyme;0,262;0;0;0
AUGR.PA;Consumer Cyclical;Packaging & Containers;https://www.augros.fr/;Augros Cosmetic Packaging SA;6,7;0;0;0
BERR.PA;Real Estate;Real Estate Services;https://fiebm.com/;Financiere et Immobiliere de l'Etang de Berre et de la Mediterranee Société anonyme;10,4;22,15;0,69;1,29
BUI.PA;Consumer Cyclical;Apparel Manufacturing;https://www.barbarabui.com/;Barbara Bui SA;7,35;0;0;0,11
TAYN.PA;Real Estate;Real Estate Services;https://www.tayninh.fr/W/do/centre/accueil.html;Societe de Tayninh SA;1,21;1,89;0,64;1
CARP.PA;Real Estate;Real Estate Services;https://www.carpinienne-de-participations.fr/;Carpinienne de Participations;6,3;0;0;0
EDI.PA;Industrials;Business Equipment & Supplies;https://www.media6.com/;Groupe MEDIA 6;13,4;22,43;-89,33;0,49
ACAN.PA;Real Estate;REIT—Office;https://www.acanthedeveloppement.fr/;Acanthe Developpement;0,408;0,93;40,8;0,92
ITXT.PA;Consumer Cyclical;Apparel Manufacturing;https://intexa.fr/;Intexa SA;2,64;3,88;0,86;4,53
DPAM.PA;Energy;Oil & Gas Refining & Marketing;https://www.dpasa.fr/;Les Docks des Pétroles d'Ambès -SA;530;0;0;0,26
COUR.PA;Real Estate;Real Estate Services;https://www.courtois-sa.com/;Courtois S.A.;123;0;0;1,04
LEBL.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.fonciere7investissement.fr/;Foncière 7 investissement Société Anonyme;0,675;0,4;1,78;2,19
INFE.PA;Industrials;Engineering & Construction;https://www.infe.fr/;Compagnie Industrielle et Financière d'Entreprises SA;61;260,27;4,44;0,25
TIPI.PA;Consumer Defensive;Packaged Foods;https://www.tipiak.fr/;Tipiak Société Anonyme;86;0;0;0,29
FPG.PA;Technology;Information Technology Services;https://www.uti-group.fr/;Union Technologies Informatique Group S.A.;0,535;0,56;-0,58;0,29
BSD.PA;Financial Services;Capital Markets;https://www.boursedirect.fr/;Bourse Direct Société Anonyme;5,58;24,19;-0,25;0,06
SEC.PA;Industrials;Engineering & Construction;https://www.soditech.eu/;Soditech SA;1,2;2,1;-2,5;0,49
CRAV.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-atlantique-vendee;Crédit Agricole Atlantique Vendée;90;25332,72;0;0,12
GJAJ.PA;Consumer Cyclical;Apparel Manufacturing;https://www.jaj.fr/;Groupe JAJ;1,3;7,38;0,91;0,23
ITE.PA;Technology;Software—Infrastructure;https://www.itesoft.com/;Itesoft S.A.;4;3,52;-5;0,38
COH.PA;Technology;Software—Application;https://www.chapsvision.fr/crm;Coheris Société Anonyme;6,62;5,32;82,75;0,42
PARRO.PA;Technology;Communication Equipment;https://www.parrot.com/;Parrot S.A.;2,05;2,86;1,81;0,92
PROAC.PA;Technology;Software—Application;https://www.proactis.com/uk/hubwoo-investors;Proactis SA;0,068;0;0;0
HDP.PA;Consumer Cyclical;Lodging;https://www.leshotelsdeparis.com/;Les Hôtels de Paris SA;2,98;16,26;-0,14;0,1
CBSM.PA;Real Estate;REIT—Diversified;https://www.scbsm.fr/;Société Centrale des Bois et des Scieries de la Manche S.A.;8,5;34,39;-0,66;0,58
CBOT.PA;Real Estate;Real Estate—Diversified;https://www.cboterritoria.com/;CBo Territoria SA;3,76;13,63;-1,06;0,53
SFCA.PA;Consumer Cyclical;Resorts & Casinos;https://www.casinos-sfc.com/;Société Française de Casinos Société Anonyme;1,73;2,41;-2,58;0,73
GPE.PA;Industrials;Waste Management;https://www.pizzorno.com/;Groupe Pizzorno Environnement;72,2;86,43;-4,26;0,38
PAR.PA;Real Estate;REIT—Diversified;https://www.paref.com/;Paref SA;51,4;139,91;-1,19;0,59
ALTUR.PA;;;https://finance.yahoo.com/sector/industrials;;0;0;0;0
CRLA.PA;Financial Services;Banks—Regional;https://www.credit-agricole.fr/ca-languedoc/particulier.html;Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative;53,45;1772,57;-0,04;0,14
SQI.PA;Technology;Information Technology Services;https://www.sqli.com/;SQLI SA;41,8;33,51;-10,48;0,51
ATEME.PA;Technology;Communication Equipment;https://www.ateme.com/;ATEME SA;5,88;7,02;9,05;0,42
ARTE.PA;Real Estate;Real Estate Services;https://www.groupe-artea.fr/;Artea SA;11,8;82,88;-0,28;0,26
MAAT.PA;Healthcare;Biotechnology;https://www.maatpharma.com/;MaaT Pharma SA;8;3,59;9,76;1,1
AMPLI.PA;Healthcare;Medical Instruments & Supplies;https://www.amplitude-surgical.com/;Amplitude Surgical SA;2,7;2,91;-1,6;0,4
ABEO.PA;Consumer Cyclical;Leisure;https://www.groupe-abeo.fr/;Abéo SA;12,85;24,97;-1,03;0,36
AFME.PA;Healthcare;Medical Devices;https://www.affluentmedical.com/;Affluent Medical SA;1,7;0,23;-2,88;0,57
NR21.PA;Consumer Cyclical;Apparel Retail;https://www.nr21.eu/;NR21 Société Anonyme;47,6;0;0;0,99
EXPL.PA;Basic Materials;Specialty Chemicals;https://www.epc-groupe.com/;EPC Groupe;142,5;204,72;-4,7;0,33
MRM.PA;Real Estate;REIT—Retail;https://www.mrminvest.com/;MRM Group;18;78,37;-0,51;0,5
ABLD.PA;Healthcare;Health Information Services;https://www.abldiagnostics.com/;ABL Diagnostics Société anonyme;3,04;0,86;14,48;0,45
FOAF.PA;Financial Services;Financial Conglomerates;https://www.cfoa.eu/;Fin.Ouest Africain;58;0;0;0
AKOM.PA;Technology;Communication Equipment;https://www.aerkomm.com/;Aerkomm Inc.;2,6;3,96;-0,9;0,33
ALCOI.PA;Basic Materials;Aluminum;https://www.aloxide.com/;Coil S.A./N.V.;4,89;10,8;-4,14;0,69
ALIMG.PA;;;https://finance.yahoo.com/sector/real_estate;;0;0;0;0
ALINV.PA;Communication Services;Advertising Agencies;https://www.invibes.com/;Invibes Advertising N.V.;5,42;7,3;1,85;1,01
ALLAM.PA;Communication Services;Internet Content & Information;https://www.llama-group.com/;Llama Group SA;0,789;1,06;-0,7;0,07
ALVET.PA;Healthcare;Biotechnology;https://www.thera.vet/en;TheraVet SA;0,68;0;0;0
ALPHS.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0
ALHEO.PA;;;https://finance.yahoo.com/sector/technology;;0;0;0;0
ALPHI.PA;Technology;Software—Application;https://www.facephi.com/;Facephi Biometria, S.A.;1,995;1,33;-6,88;0,34
ALLLN.PA;Communication Services;Telecom Services;https://www.lleida.net/;LleidaNetworks Serveis Telemàtics, S.A.;1,24;0,52;-2,48;0,19
ALQP.PA;Consumer Cyclical;Packaging & Containers;https://www.quadpack.com/;Quadpack Industries, S.A.;14,7;18,14;-1,91;0,33
ALKOM.PA;Basic Materials;Specialty Chemicals;https://www.kompuestos.com/;Plásticos Compuestos, S.A.;0,805;0;0;0
ALMKS.PA;Communication Services;Advertising Agencies;https://www.makingscience.com/;Making Science Group, S.A.;9,35;9,05;-1,63;0,08
ALISP.PA;Communication Services;Advertising Agencies;https://www.ispd.com/;ISPD Network, S.A.;3,18;3,55;-3,42;0,1
ALLEX.PA;Consumer Cyclical;Leisure;https://www.lexibook.com/;Lexibook - Linguistic Electronic System Société anonyme;3,38;5,56;2,09;0,35
ALGEV.PA;Industrials;Specialty Industrial Machinery;https://www.gevelot-sa.fr/;Gévelot SA;246;0;0;1,15
ALBDM.PA;Communication Services;Telecom Services;https://www.bdmultimedia.fr/;BD Multimedia SA;2,19;1,65;36,5;0,68
ALESK.PA;Technology;Software—Application;https://www.esker.fr/;Esker SA;199,8;20,49;36,33;0,88
ALRGR.PA;Basic Materials;Lumber & Wood Production;https://www.rougier.fr/;Rougier S.A.;15,2;76,52;-0,82;0,15
ALHF.PA;Technology;Communication Equipment;https://www.hfcompany.com/;HF Company SA;5,68;8,31;0,77;4,63
ALLOG.PA;Technology;Computer Hardware;https://logic-instrument.com/;Logic Instrument S.A.;1,16;1,54;3,22;0,46
ALENR.PA;Communication Services;Publishing;https://www.entreprendre.fr/;Entreprendre S.A.;3;0;0;0,42
ALAVI.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14,6;89,94;-0,43;0,2
ALDEL.PA;Consumer Cyclical;Auto Parts;https://www.delfingen.com/;Delfingen Industry S.A.;38,7;111,2;-1,48;0,4
ALCBX.PA;Technology;Computer Hardware;https://www.ciboxcorp.com/;Cibox Inter@ctive;0,0134;0,03;1,34;0,51
ALBOU.PA;Consumer Cyclical;Home Improvement Retail;https://www.bourrelier-group.com/;Bourrelier Group SA;55;87,07;3,15;0,96
ALLUX.PA;Basic Materials;Aluminum;https://www.groupe-installux.com/;Installux S.A.;286;0;0;0,96
ALGIR.PA;Industrials;Railroads;https://www.signaux-girod.fr/;Signaux Girod S.A.;19,8;83,93;1,03;0,69
ALDEV.PA;Consumer Cyclical;Apparel Manufacturing;https://www.devernois.com/;Devernois S.A.;10,2;0;0;0,47
ALORA.PA;Industrials;Electrical Equipment & Parts;https://www.altheora.com/;Altheora SA;0,51;3,02;-0,74;0,36
ALPDX.PA;Consumer Cyclical;Leisure;https://www.desjoyaux.com/;Piscines Desjoyaux SA;13,65;20,23;2,43;1,12
ALIDS.PA;Industrials;Conglomerates;https://www.idsud.com/;Idsud S.A.;170;0;0;0,91
ALEXA.PA;Basic Materials;Paper & Paper Products;https://www.exacomptaclairefontaine.fr/;Exacompta Clairefontaine S.A.;168;790,32;1,28;0,58
ALINN.PA;Technology;Electronics & Computer Distribution;https://corporate.innelec.com/;Innelec Multimédia SA;6,84;36,84;9,91;0,22
ALCIS.PA;Industrials;Specialty Business Services;https://www.cis-integratedservices.com/;Catering International & Services Société Anonyme;9,02;24,9;2,18;0,42
ALNSC.PA;Industrials;Specialty Industrial Machinery;https://www.nsc-groupe.com/;NSC Groupe SA;50,5;0;0;0,44
ALHOP.PA;Communication Services;Advertising Agencies;https://www.hopscotchgroupe.com/;Hopscotch Global PR Group;20,4;67,14;-2,5;0,14
ALSOG.PA;Industrials;Aerospace & Defense;https://www.sogeclair.com/;Sogeclair SA;23,8;44,06;4,82;0,35
ALPJT.PA;Industrials;Building Products & Equipment;https://www.poujoulat.com/;Poujoulat SA;15,55;42,44;-14,67;0,38
ALHRG.PA;Basic Materials;Building Materials;https://www.groupe-herige.fr/;Herige;31,5;149,45;-1,26;0,31
ALDBL.PA;Consumer Cyclical;Restaurants;https://www.bernard-loiseau.com/;Bernard Loiseau S.A.;3,76;6,81;-0,98;0,24
ALGID.PA;Technology;Electronic Components;https://www.egide-group.com/;Egide S.A.;0,686;1,73;-2,74;0,2
ALITL.PA;Technology;Information Technology Services;https://www.itlink.fr/;IT Link SA;32,3;30,62;4,79;0,54
ALNMG.PA;Communication Services;Advertising Agencies;https://www.netmedia.group/;NetMedia Group société anonyme;0,0296;0,05;-0,99;0,1
ALFLE.PA;Consumer Defensive;Packaged Foods;https://www.fleurymichon.fr/;Fleury Michon SA;22,9;133,37;-0,54;0,32
ALSAS.PA;Real Estate;Real Estate Services;https://www.stradim.fr/;Stradim Espace Finances SA;6,55;71,01;0,67;0,16
ALEMG.PA;Healthcare;Medical Devices;https://www.euromedis.fr/;Euromedis Groupe;4,6;18,26;0,63;0,89
ALLDL.PA;Technology;Electronics & Computer Distribution;https://www.groupe-ldlc.com/;Groupe LDLC société anonyme;17,6;35,59;352;0,43
ALRIB.PA;Technology;Semiconductor Equipment & Materials;https://www.riber.com/;Riber S.A.;2,69;2,11;5,27;0,55
ALATI.PA;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;4;26,5;-2,13;0,24
ALAST.PA;Consumer Cyclical;Residential Construction;https://www.ast-groupe.fr/;AST Groupe;0,538;8,02;-0,28;0,13
ALMIC.PA;Technology;Information Technology Services;https://www.micropole.com/;Micropole S.A.;1,93;2,72;-2,92;0,47
ALU10.PA;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.u10.fr/;U10 Corp;1,42;7,02;0,97;0,4
ALBON.PA;Financial Services;Asset Management;https://www.compagnielebon.fr/;Compagnie Lebon;98;243,98;-0,96;0,52
ALBI.PA;Consumer Cyclical;Packaging & Containers;https://www.groupe-gascogne.com/;Gascogne SA;2,99;21,41;-0,77;0,4
ALDAR.PA;Consumer Cyclical;Apparel Retail;https://www.damartex.com/;Damartex;3,29;29,73;-0,22;0,23
ALTPC.PA;Industrials;Infrastructure Operations;https://www.tunnelprado.com/;Société Marseillaise du Tunnel Prado Carénage;29,6;23,66;-10,42;0,78
ALLAN.PA;Consumer Defensive;Beverages—Wineries & Distilleries;https://www.lanson-bcc.com/;Lanson-BCC;46,5;0;0;0
ALKEY.PA;Technology;Information Technology Services;https://www.keyrus.com/;Keyrus S.A.;7,02;15,48;-0,94;0,14
ALVIV.PA;Technology;Software—Application;https://www.visiativ.com/;Visiativ SA;36,3;42,23;-1,88;0,26
ALDUB.PA;Basic Materials;Specialty Chemicals;https://www.encresdubuit.com/;Encres Dubuit;2,66;7,84;0,76;0,81
ALMRB.PA;Consumer Cyclical;Home Improvement Retail;https://mr-bricolage.com/;Mr.Bricolage S.A.;8,82;0;0;0
ALFBA.PA;Consumer Cyclical;Apparel Retail;https://www.fashion-belair.com/;Fashion Bel Air S.A.;0,057;0;0;0
ALPRI.PA;Communication Services;Advertising Agencies;https://www.prismaflex.com/;Prismaflex International, S.A.;6,7;0;-0,31;0
ALVDM.PA;Consumer Cyclical;Travel Services;https://www.voyageursdumonde.fr/;Voyageurs du Monde SA;143,2;0;0;0
ALGEN.PA;Healthcare;Biotechnology;https://www.genoway.com/;genOway Société anonyme;4,17;0;0;0
ALNSE.PA;Technology;Scientific & Technical Instruments;https://www.nse-groupe.com/;NSE S.A.;24,5;0;0;0
ALCLA.PA;Industrials;Integrated Freight & Logistics;https://www.clasquin.com/;Clasquin SA;136;0;0;0
ALHYG.PA;Healthcare;Biotechnology;https://www.hybrigenics.com/;Hybrigenics SA;0,0099;0;0;0
ALNTG.PA;Technology;Communication Equipment;https://www.netgem.com/;Netgem SA;0,96;0,87;32;0,68
ALMAS.PA;Consumer Defensive;Household & Personal Products;https://www.mastrad-paris.fr/;Mastrad Société Anonyme;0,0112;0,06;0;0,56
