ISIN;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
NO0010791353;Industrials;Marine Shipping;https://www.mpc-container.com/;MPC Container Ships ASA;21.9;2.39;9.16;21.47;0.75;0.0
NL0015268814;Utilities;Utilities - Renewable;https://www.mpc-energysolutions.com/;MPC Energy Solutions N.V.;9.06;4.81;1.88;2.5;0.49;0.0
FR0004034320;Consumer Cyclical;Home Improvement Retail;https://mr-bricolage.com/;Mr.Bricolage S.A.;7.66;26.17;0.29;0.21;0.39;0.56
DE000A0D9PT0;Industrials;Aerospace & Defense;https://www.mtu.de/;MTU Aero Engines AG;323.2;167.45;1.93;1.34;0.28;0.0
NO0010734338;Industrials;Engineering & Construction;https://www.multiconsultgroup.com/;Multiconsult ASA;192.0;101.83;1.89;1.21;0.29;0.02
FR0013462231;Technology;Software - Infrastructure;https://www.munic.io/;Munic S.A.;0.83;1.51;0.55;0.29;0.51;0.0
DE0008430026;Financial Services;Insurance - Reinsurance;https://www.munichre.com/;Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München;510.2;2062.06;0.25;0.27;0.11;0.01
FR001400IE67;Consumer Cyclical;Travel Services;https://myhotelmatch.com/;MyHotelMatch S.A.;0.397;2.76;0.14;0.11;-0.0;0.0
NO0010974983;;;https://twitter.com/YahooFinance;;2.3;0;0;0;0;0.0
FR0013482791;;;https://twitter.com/YahooFinance;;0.526;0;0;0;0;0.0
NL0015000CG2;Financial Services;Shell Companies;https://www.newamsterdaminvest.nl/;New Amsterdam Invest N.V.;9.5;16.12;0.59;1.05;0.55;0.0
FR0014003J32;Technology;Software - Application;https://namr.com/;namR Société anonyme;0.461;2.25;0.2;0.21;0.02;0.0
FR0011341205;Healthcare;Biotechnology;https://www.nanobiotix.com/;Nanobiotix S.A.;3.094;1.98;1.56;0.82;0.1;0.0
DK0060520450;Technology;Communication Equipment;https://www.napatech.com/;Napatech A/S;21.9;2.35;9.32;7.04;0.64;0.0
ES0116870314;Utilities;Utilities - Regulated Gas;https://www.naturgy.com/;Naturgy Energy Group, S.A.;23.52;33.23;0.71;0.61;0.27;0.27
NO0010205966;Healthcare;Medical Distribution;https://navamedic.com/;Navamedic ASA;24.0;17.38;1.38;0.72;0.45;0.0
NL0000371243;Technology;Information Technology Services;https://nedap.com/;Nedap N.V.;53.4;19.8;2.7;2.49;0.66;0.08
NO0003049405;Industrials;Specialty Industrial Machinery;https://www.nekkar.com/;Nekkar ASA;10.15;5.56;1.83;1.44;0.65;0.0
NO0010081235;Industrials;Specialty Industrial Machinery;https://nelhydrogen.com/;Nel ASA;3.113;0;0;0;0.8;0.0
DE0006452907;Technology;Software - Application;https://www.nemetschek.com/;Nemetschek SE;101.5;17.08;5.94;6.61;0.37;0.01
IT0005275778;Basic Materials;Paper & Paper Products;https://www.neodecortech.it/;Neodecortech S.p.A.;2.9;12.35;0.23;0.21;0.48;0.0
FR0011675362;;;;;39.43;0.0;0;0;0;0.0
BE0003832491;Consumer Defensive;Confectioners;https://www.newtree.com/;Newtree S.A.;2.74;0.0;0;0;0;0.0
FR0000044448;Industrials;Electrical Equipment & Parts;https://www.nexans.com/;Nexans S.A.;111.5;157.73;0.71;0.47;0.23;0.02
IT0005366767;Technology;Software - Infrastructure;https://www.nexigroup.com/;Nexi S.p.A.;5.83;0;0;0;0.49;0.0
FR0010112524;Real Estate;Real Estate - Diversified;https://www.nexity.fr/;Nexity SA;12.46;129.56;0.1;0.05;0.24;0.8
NO0010629108;Technology;Scientific & Technical Instruments;https://www.nextbiometrics.com/;NEXT Biometrics Group ASA;6.8;1.09;6.24;5.23;1.2;0.0
IT0005330516;Real Estate;REIT - Retail;https://www.nextresiiq.it/;Next Re SIIQ S.p.A.;3.3;12.84;0.26;0.51;0.54;0.59
FR0004171346;;;https://twitter.com/YahooFinance;;0.388;0;0;0;0;0.0
BE0003770840;Real Estate;REIT - Diversified;https://nextensa.eu/en/;Nextensa NV/SA;38.8;176.13;0.22;0.32;0.47;0.14
FR0014003XT0;Healthcare;Biotechnology;https://www.nflbiosciences.com/;NFL Biosciences SA;1.828;0.4;4.57;2.37;0.21;0.0
FR0012650166;Industrials;Specialty Industrial Machinery;https://nhoa.energy/;NHOA S.A.;1.244;1.93;0.64;0.49;0.47;0.0
FR0013018124;Healthcare;Biotechnology;https://www.nicox.com/;Nicox S.A.;0.276;0.83;0.33;0.21;0.51;0.0
NO0010733082;Financial Services;Banks - Regional;https://nidaros-sparebank.no/;Nidaros Sparebank;100.1;4431.49;0.02;0.03;0.12;0.0
NL0010773842;Financial Services;Insurance - Diversified;https://www.nn-group.com/;NN Group N.V.;43.06;775.07;0.06;0.06;0.1;0.16
FI0009000681;Technology;Communication Equipment;https://www.nokia.com/;Nokia Oyj;4.101;0;0;0;0.54;0.6
FI0009005318;Consumer Cyclical;Auto Parts;https://www.nokiantyres.com/;Nokian Renkaat Oyj;7.466;17.74;0.42;0.42;0.5;0.77
NO0010360019;Energy;Oil & Gas Equipment & Services;https://www.noramdrilling.com/;NorAm Drilling AS;35.15;1.95;18.03;37.0;0.8;0.0
NO0010856511;Technology;Scientific & Technical Instruments;https://www.norbit.com/;Norbit ASA;94.3;17.86;5.28;3.29;0.51;0.0
NO0010892912;Consumer Defensive;Farm Products;https://www.norcod.no/;Norcod AS;18.45;14.21;1.3;1.14;0.32;0.0
NO0013052209;Industrials;Engineering & Construction;https://norconsult.com/;NORCONSULT ASA;42.05;17.35;2.42;1.69;0.36;0.0
FI4000297767;Financial Services;Banks - Regional;https://www.nordea.com/;Nordea Bank Abp;125.0;0;0;0;0.06;0.06
DE000A0D6554;Industrials;Specialty Industrial Machinery;https://www.nordex-online.com/;Nordex SE;11.42;19.93;0.57;0.34;0.18;0.0
NO0011002651;Healthcare;Health Information Services;https://nordhealth.com/;Nordhealth AS;41.0;0.7;58.57;45.56;0.88;0.0
NO0012928805;Consumer Defensive;Farm Products;https://www.nordicaquapartners.com/;Nordic Aqua Partners A/S;73.0;5.55;13.15;19.11;0.49;0.0
NO0003058109;Consumer Defensive;Farm Products;https://www.nordichalibut.com/;Nordic Halibut AS;21.2;18.66;1.14;1.32;0.59;0.0
NO0013162693;Basic Materials;Other Industrial Metals & Mining;https://www.nordicmining.com/;Nordic Mining ASA;24.865;30.17;0.82;1.11;0.46;0.0
NO0003055501;Technology;Semiconductors;https://www.nordicsemi.com/;Nordic Semiconductor ASA;101.5;3.96;25.63;23.5;0.69;0.0
NO0011018434;Technology;Scientific & Technical Instruments;https://www.ntechgroup.no/;Nordic Technology Group AS;2.34;2.79;0.84;0.77;0.72;0.0
NO0012885252;Industrials;Airlines;https://www.flynorse.com/;Norse Atlantic ASA;3.94;8.36;0.47;0.47;0.17;0.0
NO0005052605;Basic Materials;Aluminum;https://www.hydro.com/;Norsk Hydro ASA;67.18;0;0;0;0.48;0.05
NO0010941925;Utilities;Utilities - Renewable;https://norskrenewables.com/;Norsk Renewables AS;0.289;0.75;0.39;0.32;0.12;0.0
NO0010969108;Industrials;Aerospace & Defense;https://www.norsktitanium.com/;Norsk Titanium AS;2.5;0.03;83.33;62.5;0.06;0.0
NO0010861115;Basic Materials;Paper & Paper Products;https://www.norskeskog.com/;Norske Skog ASA;23.64;179.03;0.13;0.14;0.4;0.0
NO0010550056;Financial Services;Asset Management;https://www.northenergy.no/;North Energy ASA;2.62;3.12;0.84;2.32;0.98;0.0
DE000A0SMU87;;;https://twitter.com/YahooFinance;;41.65;0;0;0;0;0.0
NO0010196140;Industrials;Airlines;https://www.norwegian.com/;Norwegian Air Shuttle ASA;11.62;36.2;0.32;0.24;0.19;0.0
NO0010984966;Financial Services;Capital Markets;https://nbx.com/;Norwegian Block Exchange AS;0.499;0.61;0.82;0.73;0.32;0.0
PTZON0AM0006;Communication Services;Telecom Services;https://www.nos.pt/;NOS, S.G.P.S., S.A.;3.4;4.89;0.7;0.61;0.3;2.51
IT0005025355;Communication Services;Entertainment;https://www.notoriouspictures.it/;Notorious Pictures S.p.A.;0.755;3.39;0.22;0.16;0.36;6.0
PTNBA0AM0006;Technology;Information Technology Services;https://www.novabase.com/;Novabase S.G.P.S., S.A.;5.8;4.77;1.22;0.87;0.43;1.92
FR0010397232;Healthcare;Medical Devices;https://www.novacyt.com/;Novacyt S.A.;0.639;1.45;0.44;0.34;0.97;0.0
FR0000185464;Technology;Electronic Components;https://www.novatech-groupe.com/;Novatech Industries;10.5;0.0;0;0;0;0.0
FR0014001PV6;Consumer Cyclical;Apparel Retail;https://www.nr21.eu/;NR21 Société Anonyme;32.2;0;0;0;0.99;0.0
NO0003679102;;;https://twitter.com/YahooFinance;;0.42;0;0;0;0;0.0
FR0000121691;Communication Services;Broadcasting;https://www.nrjgroup.fr/;NRJ Group SA;6.82;8.34;0.82;0.74;0.82;0.2
FR0000064529;Industrials;Specialty Industrial Machinery;https://www.nsc-groupe.com/;NSC Groupe SA;61.5;0;0;0;0.46;0.06
FR0004065639;Technology;Scientific & Technical Instruments;https://www.nse-groupe.com/;NSE S.A.;28.6;23.58;1.21;0.9;0.53;0.05
NL0012365084;Real Estate;REIT - Office;https://www.nsi.nl/;NSI N.V.;19.94;55.63;0.36;1.02;0.65;0.38
IT0005453110;Industrials;Building Products & Equipment;https://www.nuscospa.com/;Nusco S.p.A.;0.912;2.79;0.33;0.23;0.42;0.0
IT0005390783;;;;;3.16;0;0;0;0;0.0
NO0010816895;Energy;Oil & Gas E&P;https://okea.no/;OKEA ASA;19.55;199.73;0.1;0.07;0.05;0.0
NO0005638858;Real Estate;Real Estate Services;https://www.olt.no/;Olav Thon Eiendomsselskap ASA;220.0;602.15;0.37;0.71;0.5;0.01
IT0001350625;Technology;Computer Hardware;https://www.olidata.com/;Olidata S.p.A.;0.3435;0.43;0.8;0.44;0.11;0.0
PTOTP0AM0004;Real Estate;REIT - Diversified;https://www.ores-portugal.com/;Olimpo Real Estate Portugal, SIGI, S.A.;3.7;6.75;0.55;1.05;0.52;0.0
NO0010894512;Healthcare;Health Information Services;https://www.omda.com/;Omda AS;27.0;54.73;0.49;0.63;0.08;0.0
IT0005453748;Industrials;Tools & Accessories;https://omerspa.com/;OMER S.p.A.;3.97;2.4;1.65;1.41;0.72;0.0
FR0014003T71;Consumer Defensive;Food Distribution;https://www.omerdecugis.com/;Omer-Decugis & Cie SA;4.32;6.81;0.63;0.54;0.5;0.0
AT0000743059;Energy;Oil & Gas Integrated;https://www.omv.com/;OMV Aktiengesellschaft;37.4;141.12;0.27;0.26;0.35;0.1
FR001400CM63;Healthcare;Biotechnology;https://www.oncodesign.com/;Oncodesign Precision Medicine Société anonyme;1.055;0.85;1.24;0.7;0.23;0.0
FR0013266772;Financial Services;Capital Markets;https://groupe.one-experience.fr/;One Experience Société anonyme;0.34;1.05;0.32;0.25;0.5;0.0
FR0004174712;Consumer Defensive;Education & Training Services;https://www.onlineformapro.com/;SA Onlineformapro;2.26;0.0;0;0;0;0.0
BE0974276082;Consumer Defensive;Household & Personal Products;https://ontex.com/;Ontex Group NV;7.95;18.62;0.43;0.27;0.39;0.26
NL0015000HT4;Healthcare;Biotechnology;https://www.onwd.com/;Onward Medical N.V.;4.71;0.82;5.74;3.32;0.39;0.0
FR0000133308;Communication Services;Telecom Services;https://www.orange.com/;Orange S.A.;9.728;0;0;0;0.3;0.66
BE0003735496;Communication Services;Telecom Services;https://www.orange.be/;Orange Belgium S.A.;14.9;66.09;0.23;0.26;0.16;0.19
FR0000075392;Consumer Defensive;Household & Personal Products;https://www.orapi.com/;Orapi SA;6.5;23.72;0.27;0.18;0.24;0.43
FR0013318052;Technology;Computer Hardware;https://www.ordissimo.com/;Ordissimo SA;0.674;2.09;0.32;0.26;0.56;0.0
FR0010609206;Industrials;Waste Management;https://www.orege.com/;Orege Société Anonyme;0.339;0.18;1.88;-0.65;4.86;0.0
IE00B1WV4493;Basic Materials;Agricultural Inputs;https://www.originenterprises.com/;Origin Enterprises plc;2.955;10.31;0.29;0.17;0.32;1.4
ES0105534004;;;https://twitter.com/YahooFinance;;1.6;0;0;0;0;0.0
FI0009014377;Healthcare;Drug Manufacturers - General;https://www.orion.fi/;Orion Oyj;45.0;13.0;3.46;2.92;0.57;0.08
NO0003733800;Consumer Defensive;Packaged Foods;https://www.orkla.no/;Orkla ASA;101.5;53.05;1.91;1.55;0.52;0.03
FR001400NLM4;Healthcare;Medical Care Facilities;https://www.emeis-group.com/;EMEIS;5.48;80.98;0.07;0.06;0.14;0.19
IT0005138703;Consumer Defensive;Food Distribution;https://www.orserogroup.it/;Orsero S.p.A.;12.94;33.87;0.38;0.27;0.35;0.0
IT0005424830;Industrials;Specialty Industrial Machinery;https://osai-as.com/;OSAI Automation System S.p.A.;0.656;4.79;0.14;0.08;0.14;0.0
FR0012127173;Healthcare;Biotechnology;https://www.ose-immuno.com/;OSE Immunotherapeutics SA;7.78;3.77;2.06;1.9;0.3;0.0
FR001400IUV6;Industrials;Pollution & Treatment Controls;https://www.osmosun.com/;Osmosun S.A.;1.44;0.0;0;0;0;0.0
NO0010040611;Communication Services;Advertising Agencies;https://www.otellocorp.com/;Otello Corporation ASA;7.86;1.31;6.0;41.37;0.99;0.07
NO0010809783;Technology;Solar;https://www.otovo.no/;Otovo ASA;1.03;3.35;0.31;0.29;0.57;0.0
FR0014005HJ9;Technology;Software - Infrastructure;https://www.ovhcloud.com/;OVH Groupe S.A.;8.495;6.95;1.22;1.1;0.24;0.0
IE00B4XVDC01;Healthcare;Biotechnology;https://ovocabio.com/;Ovoca Bio plc;0.018;0.04;0.45;0.36;19.09;0.0
IT0005043507;Consumer Cyclical;Apparel Manufacturing;https://www.ovscorporate.it/;OVS S.p.A.;3.074;7.93;0.39;0.29;0.32;0.0
BE0003846632;Healthcare;Biotechnology;https://www.oxurion.com/;Oxurion NV;0.27;3.27;0.08;-0.14;2.01;0.0
FR0000077992;Technology;Software - Application;https://www.pactenovation.fr/;Pacte Novation;8.3;0;0;0;0;0.0
IT0005575730;Industrials;Engineering & Construction;https://www.palingeo.it/;Palingeo S.p.A.;5.98;10.13;0.59;0.39;0.35;0.0
NO0010564701;Energy;Oil & Gas E&P;https://www.panoroenergy.com/;Panoro Energy ASA;26.7;5.55;4.81;6.24;0.38;0.0
DE0005558696;Consumer Cyclical;Auto Parts;https://www.paragon.ag/;paragon GmbH & Co. KGaA;1.98;30.82;0.06;0.07;0.05;0.49
FR0010263202;Real Estate;REIT - Diversified;https://www.paref.com/;Paref SA;38.3;139.91;0.27;0.5;0.58;0.15
NO0010397581;Financial Services;Banks - Regional;https://www.paretobank.no/;Pareto Bank ASA;65.8;335.88;0.2;0.25;0.2;0.0
FR0004038263;Technology;Communication Equipment;https://www.parrot.com/;Parrot S.A.;2.41;2.85;0.85;0.74;0.63;0.0
NL0012650535;Basic Materials;Specialty Chemicals;https://www.parxmaterials.com/;Parx Materials N.V.;0.32;0.0;0;0;0;0.0
IT0005546319;Consumer Cyclical;Auto & Truck Dealerships;https://www.pasquarelliauto.it/;Pasquarelli Auto S.p.A.;0.78;0.0;0;0;0;0.0
FR0000038465;Consumer Cyclical;Specialty Retail;https://www.passat.fr/;Passat Société Anonyme;4.7;15.58;0.3;0.24;0.74;1.68
FR0011027135;Real Estate;REIT - Retail;https://www.patrimoine-commerce.com/;Patrimoine et Commerce SA;19.5;56.98;0.34;0.59;0.5;0.38
IT0005378143;Consumer Cyclical;Apparel Manufacturing;https://www.patterngroup.it/;Pattern S.p.A.;4.99;6.05;0.82;0.53;0.35;0.0
FR0013479730;Consumer Defensive;Packaged Foods;https://www.paulicmeunerie.com/;PAULIC Meunerie SA;1.05;3.6;0.29;0.29;0.39;0.0
NL0000336303;Consumer Cyclical;Auto & Truck Dealerships;https://www.pb-holding.nl/;PB Holding N.V.;3.0;3.04;0.99;25.0;1.03;1.66
DE0008019001;;;;;5.19;0;0;0;0;0.0
PTPTC0AM0009;Communication Services;Telecom Services;https://pharol.pt/;Pharol, SGPS S.A.;0.04;0.12;0.33;0.8;0.76;305.0
FR001400K4B1;Healthcare;Biotechnology;https://www.phaxiam.com/;PHAXIAM Therapeutics S.A.;1.75;3.49;0.5;0.29;0.7;0.0
NL0000009538;Healthcare;Medical Devices;https://www.philips.com/;Koninklijke Philips N.V.;24.82;12.79;1.94;620.5;0;0.1
NO0010395577;Industrials;Aerospace & Defense;https://www.phillyshipyard.com/;Philly Shipyard ASA;66.2;19.38;3.42;1.95;0.25;0.0
IT0005373789;Healthcare;Biotechnology;https://www.philogen.com/;Philogen S.p.A.;18.7;2.93;6.38;6.38;0.76;0.0
NO0010000045;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.photocure.com/;Photocure ASA;54.3;0.0;0;0;0;0.0
BE0948608451;Financial Services;Capital Markets;https://www.photonike.com/;Photonike Capital SA;0.115;0.0;0;0;0;0.0
IT0003073266;Consumer Cyclical;Auto Manufacturers;https://www.piaggiogroup.com/;Piaggio & C. SpA;2.09;5.45;0.38;0.32;0.21;2.59
FR001400B4H9;;;https://twitter.com/YahooFinance;;0.06;0;0;0;0.13;0.0
FR0000073041;Consumer Cyclical;Lodging;https://www.groupepvcp.com/;"Pierre &amp; Vacances SA";1.406;9.69;0.15;0.14;0.13;2.87
IT0003056386;Consumer Cyclical;Auto Manufacturers;https://pininfarina.it/;Pininfarina S.p.A.;0.672;1.12;0.6;0.5;0.39;2.29
NO0010735681;Real Estate;Real Estate Services;https://www.pioneerproperty.no/;Pioneer Property Group ASA;97.6;0;0;0;0;0.09
IT0005337958;Industrials;Specialty Industrial Machinery;https://www.piovan.com/;Piovan S.p.A.;13.85;7.03;1.97;1.16;0.36;0.0
IT0004240443;Consumer Cyclical;Footwear & Accessories;https://www.piquadro.com/;Piquadro S.p.A.;2.04;3.68;0.55;0.41;0.45;1.6
IT0005278236;Consumer Cyclical;Auto Parts;https://www.pirelli.com/;Pirelli & C. S.p.A.;5.346;0;0;0;0.42;0.0
FR0000061608;Consumer Cyclical;Leisure;https://www.desjoyaux.com/;Piscines Desjoyaux SA;11.95;20.23;0.59;0.58;0.89;0.34
FR0000030769;;;https://twitter.com/YahooFinance;;500.0;0;0;0;0;0.0
IT0005430951;Communication Services;Telecom Services;https://www.planetel.it/;Planetel S.p.A.;4.76;7.72;0.62;0.52;0.37;0.0
FR001400PFU4;Technology;Software - Application;https://planisware.com/;PLANISWARE;27.27;3.23;8.44;6.46;0.78;0.0
FR0010785790;Healthcare;Biotechnology;https://www.plantadvanced.com/;Plant Advanced Technologies SA;12.1;10.22;1.18;1.39;0.55;0.0
FR0013252186;Consumer Cyclical;Auto Parts;https://groupe-plastivaloire.com/;Plastiques du Val de Loire;1.17;33.0;0.04;0.03;0.31;1.82
FR0000124570;Consumer Cyclical;Auto Parts;https://www.opmobility.com/;OPmobility SE;9.245;39.55;0.23;0.15;0.28;0.31
IT0005339160;Industrials;Engineering & Construction;https://www.plc-spa.it/;PLC S.p.A.;1.82;2.8;0.65;0.4;0.16;0.0
NL0015001W49;Industrials;Specialty Business Services;https://www.pluxeegroup.com/;Pluxee N.V.;20.125;45.01;0.45;0.29;0.05;0.0
DE000A0JBPG2;Utilities;Utilities - Renewable;https://www.pne-ag.com/;PNE AG;11.2;15.94;0.7;0.52;0.12;0.04
NO0010466022;Communication Services;Publishing;https://www.polarismedia.no/;Polaris Media ASA;84.0;84.47;0.99;1.61;0.63;0.07
NO0012535832;Technology;Electronic Components;https://www.polight.com/;poLight ASA;5.19;2.03;2.56;2.52;0.95;0.0
IT0004587470;Communication Services;Publishing;https://www.monrif.it/societa-e-investimenti/stampa/;Poligrafici Printing S.p.A.;0.354;1.54;0.23;0.25;0.67;0.0
NL0000378669;Consumer Defensive;Household & Personal Products;https://group.royaldelft.com/;"B.V. Delftsch Aardewerkfabriek ""De Porceleyne Fles Anno 1653""";12.0;0;0;0;0.46;0.0
DE000PAG9113;Consumer Cyclical;Auto Manufacturers;https://www.porsche.com/international;Dr. Ing. h.c. F. Porsche AG;59.38;94.21;0.63;0.55;0.43;0.0
DE000PAH0038;Consumer Cyclical;Auto Manufacturers;https://www.porsche-se.com/;Porsche Automobil Holding SE;34.9;423.92;0.08;0.51;0.88;0.09
IT0005545238;Industrials;Aerospace & Defense;https://www.portoaviationgroup.com/;Porto Aviation Group S.p.A.;3.9;0.0;0;0;0;0.0
IT0005337495;Communication Services;Advertising Agencies;https://www.portobellospa.com/;Portobello S.p.A.;2.35;22.99;0.1;0.06;-0.01;0.0
IT0003796171;Industrials;Conglomerates;https://www.posteitaliane.it/;Poste Italiane S.p.A.;13.765;0;0;0;0.04;0.43
NL0009739416;Industrials;Integrated Freight & Logistics;https://www.postnl.nl/;PostNL N.V.;1.048;4.98;0.21;0.16;0.06;6.13
FR0000066441;Industrials;Building Products & Equipment;https://www.poujoulat.com/;Poujoulat SA;10.0;38.32;0.26;0.23;0.43;0.14
FR0013015583;Consumer Defensive;Packaged Foods;https://www.poulaillon.fr/;Poulaillon SA;5.6;14.0;0.4;0.36;0.37;0.0
IT0005353815;Technology;Consumer Electronics;https://www.powersoft-audio.com/;Powersoft S.p.A.;13.1;4.63;2.83;2.07;0.57;0.0
FR0012432516;Healthcare;Biotechnology;https://www.poxelpharma.com/;Poxel S.A.;0.191;0.09;2.12;-0.25;19.77;0.0
IT0005499949;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.pozzimilano.it/;Pozzi Milano S.p.A.;0.42;0.37;1.14;0.75;0.52;0.0
FR0014004EC4;Industrials;Specialty Industrial Machinery;https://www.preciamolen.com/;Precia S.A.;28.9;26.03;1.11;0.85;0.63;0.04
FR0010169920;Healthcare;Diagnostics & Research;https://www.predilife.com/;Predilife S.A.;3.96;2.38;1.66;1.17;0.08;0.0
IT0005442154;Financial Services;Credit Services;https://www.premiafinancespa.it/;Premia Finance S.p.A.;1.12;0.68;1.65;1.2;0.65;0.0
FR0004044600;Communication Services;Advertising Agencies;https://www.prismaflex.com/;Prismaflex International, S.A.;5.45;22.86;0.24;0.14;0.24;0.0
FR0004052561;Technology;Software - Application;https://www.proactis.com/uk/hubwoo-investors;Proactis SA;0.0665;0.0;0;0;0;0.0
FR0010313486;Technology;Software - Application;https://www.prodware.fr/;Prodware;9.6;99.65;0.1;0.1;0.15;0.05
FR0012613610;Technology;Computer Hardware;https://www.prodways-group.com/;Prodways Group SA;0.431;1.17;0.37;0.23;0.51;0.0
FR0010380626;Technology;Software - Application;https://www.prologue.fr/;Prologue S.A.;0.189;0.69;0.27;0.18;0.24;0.0
FR0013398617;;;;;0.0005;0;0;0;0;0.0
DE0006969603;Consumer Cyclical;Footwear & Accessories;https://www.about.puma.com/;PUMA SE;46.56;45.93;1.01;0.83;0.38;0.01
DE000A2G8ZX8;Industrials;Pollution & Treatment Controls;https://www.pyrum.net/;Pyrum Innovations AG;345.0;14.86;23.22;23.81;0.36;0.0
NL0015001WM6;Healthcare;Diagnostics & Research;https://www.qiagen.com/;Qiagen N.V.;43.42;15.54;2.79;1.86;0.56;0.0
BE0974272040;Real Estate;REIT - Retail;https://investor.qrf.be/en;Qrf Comm. VA;10.4;32.4;0.32;0.57;0.47;0.72
FR0000120560;Technology;Software - Application;https://www.quadient.com/;Quadient S.A.;17.52;48.28;0.36;0.27;0.44;0.17
BE0003730448;Financial Services;Asset Management;https://www.questforgrowth.com/;Quest for Growth NV;3.9;7.37;0.53;0;1.0;0.0
FR0010889386;Communication Services;Advertising Agencies;https://www.qwamplify.com/;Qwamplify;2.7;5.99;0.45;0.25;0.61;0.6
IT0005466963;Consumer Cyclical;Leisure;https://racingforce.com/;Racing Force S.P.A.;3.66;2.33;1.57;1.3;0.62;0.0
IT0005379737;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.radici.it/;Radici Pietro Industries & Brands S.p.A.;1.07;7.91;0.14;0.12;0.46;0.0
IT0005054967;Industrials;Engineering & Construction;https://www.raiway.it/;Rai Way S.p.A.;5.22;1.61;3.24;3.65;0.38;0.93
AT0000606306;Financial Services;Banks - Regional;https://www.rbinternational.com/de/home.html;Raiffeisen Bank International AG;19.56;624.13;0.03;0.03;0.1;0.21
PTRIZ0AM0009;Financial Services;Credit Services;https://www.raize.pt/;Raize - Instituição de Pagamentos, S.A.;0.59;0.0;0;0;0;0.0
PTFRV0AE0004;Basic Materials;Steel;https://www.ramadainvestimentos.pt/;Ramada Investimentos e Industria, S.A.;7.28;6.74;1.08;2.33;0.79;1.88
FR0000044471;Healthcare;Medical Care Facilities;https://www.ramsaygds.fr/;Ramsay Générale de Santé SA;11.65;61.59;0.19;0.18;0.17;0.75
NO0010907389;;;https://twitter.com/YahooFinance;;6.44;0;0;0;0;0.0
NL0000379121;Industrials;Staffing & Employment Services;https://www.randstad.com/;Randstad N.V.;43.39;43.67;0.99;0.59;0.38;0.09
GB00BM9PTW47;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.rnplc.com/;Rapid Nutrition PLC;0.0432;0.19;0.23;0.13;0.42;0.0
IT0004724107;Consumer Cyclical;Textile Manufacturing;https://www.ratti.it/;Ratti S.p.A.;1.94;4.12;0.47;0.41;0.57;2.23
IT0004931496;Communication Services;Publishing;https://www.rcsmediagroup.it/;RCS MediaGroup S.p.A.;0.886;1.11;0.8;0.59;0.44;7.72
NO0003117202;Energy;Oil & Gas Equipment & Services;https://reachsubsea.no/;Reach Subsea ASA;7.78;11.86;0.66;0.63;0.31;0.0
BE0003841583;Consumer Defensive;Household & Personal Products;https://www.realco.be/;Realco SA;13.6;0;0;0;0;0.0
FR0011858190;Real Estate;Real Estate - Development;https://www.realites.com/;Réalités S.A.;1.725;215.08;0.01;0.0;0.13;0.0
NO0010112675;Technology;Semiconductor Equipment & Materials;https://www.recsilicon.com/;REC Silicon ASA;4.638;1.31;3.54;4.1;0.14;0.0
IT0003828271;Healthcare;Drug Manufacturers - General;https://www.recordati.com/;Recordati Industria Chimica e Farmaceutica S.p.A.;51.95;15.69;3.31;2.95;0.43;0.05
BE0003656676;Industrials;Building Products & Equipment;https://www.recticel.com/;Recticel SA/NV;11.1;9.39;1.18;1.11;0.66;0.21
ES0173093024;Utilities;Utilities - Regulated Electric;https://www.ree.es/;Redeia Corporación, S.A.;16.95;26.02;0.65;0.76;0.35;0.36
IT0005496101;Industrials;Conglomerates;https://redelfi.com/;Redelfi S.p.A.;4.97;2.21;2.25;1.68;0.44;0.0
IT0005549354;Financial Services;Asset Management;https://www.longterm.redfish.capital/;RedFish LongTerm Capital S.p.A.;1.21;1.91;0.63;0.57;0.49;0.0
NL0015001BF4;Consumer Cyclical;Specialty Retail;https://refuels.com/;ReFuels N.V.;11.0;1.88;5.85;4.49;0.45;0.0
LU0383812293;Financial Services;Asset Management;https://www.reinet.com/;Reinet Investments S.C.A.;24.4;31.47;0.78;2440.0;1.0;0.0
IT0005433740;Technology;Software - Application;https://www.relatech.com/;Relatech S.p.A.;2.52;1.68;1.5;0.92;0.35;0.0
GB00B2B0DG97;Industrials;Specialty Business Services;https://www.relx.com/;RELX PLC;3746.0;0;0;0;0.21;0.0
FR0000130395;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.remy-cointreau.com/;Rémy Cointreau SA;60.4;55.27;1.09;0.81;0.56;0.02
PTREL0AM0008;Utilities;Utilities - Diversified;https://www.ren.pt/;REN - Redes Energéticas Nacionais, SGPS, S.A.;2.385;10.25;0.23;0.32;0.26;2.85
FR0000131906;Consumer Cyclical;Auto Manufacturers;https://www.renaultgroup.com/;Renault SA;43.69;407.3;0.11;0.07;0.24;0.13
GB00BNR4T868;Industrials;Waste Management;https://www.renewi.com/en;Renewi plc;810.0;26.11;31.02;28.79;0.15;0.01
