ISIN;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0010285965;Communication Services;Advertising Agencies;https://numberly.com/fr;1000mercis;30.0;42.59;0.7;0.47;0.2;0.07
FR0013341781;Technology;Computer Hardware;https://2crsi.com/;2CRSI S.A.;3.9;2.78;1.4;0.98;0.49;0.0
IT0005204729;Real Estate;REIT - Specialty;https://www.4aim.it/;4AIM SICAF S.p.A.;123.0;0;0;0;1.0;0.0
IT0005440323;;;https://issgovernance.com/quickscore;4AIM SICAF COMPARTO 2 CROWDFUND;186.18;0;0;0;0;0.0
DK0060945467;Communication Services;Electronic Gaming & Multimedia;https://www.5thplanetgames.com/;5th Planet Games A/S;1.21;0.25;4.84;6.72;1.26;0.0
IT0005439861;Energy;Oil & Gas Refining & Marketing;https://www.abpnocivelli.com/;Azienda Bresciana Petroli Nocivelli S.p.A.;5.35;2.92;1.83;1.44;0.74;0.0
IT0001233417;Utilities;Utilities - Diversified;https://www.gruppoa2a.it/it/home;A2A S.p.A.;2.2;0;0;0;0.23;2.51
NL0000852564;Industrials;Specialty Industrial Machinery;https://www.aalberts.com/;Aalberts N.V.;37.7;24.34;1.55;1.34;0.61;0.06
NO0010672181;Financial Services;Banks - Regional;https://aasen-sparebank.no/;Aasen Sparebank;120.5;3922.18;0.03;0.03;0.12;0.05
IT0005548521;Technology;Software - Infrastructure;https://aatech.it/;AATECH S.p.A. Società Benefit;0.62;0.0;0;0;0;0.0
BE0974293251;Consumer Defensive;Beverages - Brewers;https://www.ab-inbev.com/;Anheuser-Busch InBev SA/NV;50.28;0;0;0;0.38;0.03
FR0010557264;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.ab-science.com/;AB Science S.A.;0.778;0.42;1.85;2.1;0.94;0.0
FR0004040608;Financial Services;Asset Management;https://www.abc-arbitrage.com/;ABC arbitrage SA;4.765;2.9;1.64;17.02;0.95;1.27
IT0005466294;Financial Services;Asset Management;https://www.abccompany.it/;ABC Company S.p.A.;3.7;2.87;1.29;1.84;0.71;0.0
FR0013185857;Consumer Cyclical;Leisure;https://www.groupe-abeo.fr/;Abéo SA;10.15;29.12;0.35;0.26;0.37;0.0
NO0003021909;Financial Services;Capital Markets;https://www.abgsc.com/;ABG Sundal Collier Holding ASA;6.9;11.19;0.62;0.35;0.15;1.51
FR0012616852;Healthcare;Biotechnology;https://abionyx.com/;ABIONYX Pharma SA;1.262;0.27;4.67;3.15;0.74;0.0
IT0005445280;Real Estate;Real Estate - Development;https://www.abitareinspa.com/;Abitare In S.p.A.;4.25;11.5;0.37;0.24;0.35;0.0
FR0012333284;Healthcare;Biotechnology;https://www.abivax.com/;ABIVAX Société Anonyme;7.98;4.77;1.67;1.21;2.1;0.0
FR001400AHX6;Healthcare;Health Information Services;https://www.abldiagnostics.com/;ABL Diagnostics Société anonyme;2.86;0.77;3.71;2.33;0.45;0.0
NO0010715394;Industrials;Specialty Business Services;https://abl-group.com/;ABL Group ASA;9.7;1.03;9.42;5.91;0.52;0.0
NL0011540547;Financial Services;Banks - Diversified;https://www.abnamro.nl/;ABN AMRO Bank N.V.;14.995;484.69;0.03;0.03;0.06;0.0
BE0974278104;Industrials;Engineering & Construction;https://www.abo-group.eu/;ABO-Group Environment NV;4.84;7.46;0.65;0.47;0.33;0.0
FR0000064602;Real Estate;REIT - Office;https://www.acanthedeveloppement.fr/;Acanthe Developpement;0.321;0.83;0.39;1.4;0.91;102.49
BE0003696102;Real Estate;Real Estate Services;https://www.accentis.com/;Accentis N.V.;0.026;0;0;0;0.65;0.0
FR0000120404;Consumer Cyclical;Lodging;https://www.group.accor.com/en;Accor SA;46.02;28.32;1.62;1.23;0.46;0.05
GB00BQQFX454;Basic Materials;Lumber & Wood Production;https://www.accsysplc.com/;Accsys Technologies PLC;47.05;0.83;56.69;69.19;0.57;0.0
IT0001207098;Utilities;Utilities - Diversified;https://www.gruppo.acea.it/;ACEA S.p.A.;18.19;56.54;0.32;0.32;0.2;0.29
FR001400JAP8;Communication Services;Advertising Agencies;https://www.acheter-louer.fr/;Acheter-Louer.Fr SA;0.3489;0;0;0;0.29;0.0
IT0001382024;Utilities;Utilities - Diversified;https://www.acsm-agam.it/;Acinque S.p.A.;2.02;2.71;0.75;0.54;0.52;1.94
BE0003764785;Industrials;Engineering & Construction;https://www.avh.be/;Ackermans & Van Haaren NV;187.6;567.38;0.33;0.3;0.3;0.01
NL0000313286;Consumer Defensive;Food Distribution;https://www.acomo.nl/;Acomo N.V.;17.6;18.41;0.96;0.64;0.54;0.27
IT0005443061;Communication Services;Advertising Agencies;https://www.acquazzurra.biz/;Acquazzurra S.p.A.;9.4;3.85;2.44;1.52;0.41;0.0
ES0167050915;Industrials;Engineering & Construction;https://www.grupoacs.com/;ACS, Actividades de Construcción y Servicios, S.A.;48.0;134.9;0.36;0.22;0.15;0.13
FR0000076861;Technology;Software - Application;https://www.acteos.com/;Acteos SA;1.02;5.49;0.19;0.14;0.04;0.0
FR0000076655;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;2.65;26.51;0.1;0.06;0.24;0.81
FR0014005OJ5;Healthcare;Biotechnology;https://www.acticor-biotech.com/;Acticor Biotech SAS;0.255;0.63;0.4;0.29;0.55;0.0
FR0010979377;Technology;Computer Hardware;https://www.activium-id.com/;Activium Group SAS;1.38;0.0;0;0;0;0.0
BE0974269012;Real Estate;REIT - Residential;https://www.adcsiic.eu/;Alliance Developpement Capital SIIC;0.074;0.54;0.14;0.34;0.71;0.0
FR0013284627;Technology;Communication Equipment;https://www.adeunis.com/;Adeunis Société anonyme;0.688;2.75;0.25;0.17;0.16;0.0
DE000A1EWWW0;Consumer Cyclical;Footwear & Accessories;https://www.adidas-group.com/;adidas AG;241.6;100.59;2.4;1.69;0.26;0.01
LU1250154413;Real Estate;Real Estate Services;https://www.adler-group.com/;Adler Group S.A.;0.3545;51.83;0.01;0.01;0.03;0.0
FR0011184241;Healthcare;Biotechnology;https://www.adocia.com/;Adocia SA;6.92;1.62;4.27;2.79;0.43;0.0
FR001400JAL7;Real Estate;Real Estate Services;https://www.adomos.com/;Adomos S.A.;0.0002;0.0;0;0;0;0.0
FR0010340141;Industrials;Airports & Air Services;https://www.parisaeroport.fr/;Aeroports de Paris SA;113.6;170.12;0.67;0.58;0.24;0.02
FR0012821890;Communication Services;Advertising Agencies;https://www.adux.com/;ADUX;1.37;5.94;0.23;0.13;0.04;0.0
FR0013296746;;;https://twitter.com/YahooFinance;;1.79;0;0;0;0;0.0
FR0000053043;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14.0;90.42;0.15;0.11;0.2;0.09
NL0012969182;Technology;Software - Infrastructure;https://www.adyen.com/;Adyen N.V.;1493.2;303.67;4.92;3.04;2.34;0.0
IT0005349052;Real Estate;REIT - Retail;https://www.aedes-siiq.com/;Aedes Spa;0.165;0.27;0.61;0.61;0.91;46.85
BE0003851681;Real Estate;REIT - Healthcare Facilities;https://www.aedifica.eu/;Aedifica NV/SA;56.9;132.28;0.43;0.93;0.56;0.07
IT0001384590;Consumer Cyclical;Apparel Manufacturing;https://aeffe.com/;Aeffe S.p.A.;0.832;4.35;0.19;0.13;0.26;0.0
NO0012958539;Utilities;Utilities - Renewable;https://aega.no/;Aega ASA;0.374;0.02;18.7;12.47;0.74;0.0
BMG0112X1056;Financial Services;Insurance - Diversified;https://www.aegon.com/;Aegon Ltd.;6.112;0;0;0;0.03;0.81
FR0014007ZB4;Healthcare;Biotechnology;https://www.aelisfarma.com/;Aelis Farma SA;2.7;1.92;1.41;0.97;0.5;0.0
ES0105046009;Industrials;Airports & Air Services;https://www.aena.es/;Aena S.M.E., S.A.;204.0;106.42;1.92;2.37;0.44;0.0
IT0001006128;Industrials;Airports & Air Services;https://www.bologna-airport.it/;Aeroporto Guglielmo Marconi di Bologna S.p.A.;7.64;4.48;1.71;1.36;0.62;0.0
NO0003078107;Industrials;Engineering & Construction;https://afgruppen.com/;AF Gruppen ASA;144.2;144.75;1.0;0.77;0.14;0.04
FR001400FL38;;;https://twitter.com/YahooFinance;;0.01;0;0;0;0.57;0.0
FR0013333077;Healthcare;Medical Devices;https://www.affluentmedical.com/;Affluent Medical SA;1.36;1.09;1.25;1.72;0.57;0.0
FR0014005AC9;Basic Materials;Specialty Chemicals;https://afyren.com/;AFYREN SAS;2.08;2.59;0.8;0.9;0.96;0.0
BE0974264930;Financial Services;Insurance - Diversified;https://www.ageas.com/;ageas SA/NV;47.58;521.77;0.09;0.1;0.08;0.15
FR0014005WE9;Consumer Cyclical;Auto & Truck Dealerships;https://www.agenceauto.com/fr/fr;L Agence Automobiliere;0.58;0.0;0;0;0;0.0
BE0003755692;Industrials;Specialty Industrial Machinery;https://www.agfa.com/;Agfa-Gevaert NV;0.765;7.4;0.1;0.07;0.26;8.97
NO0010872468;Industrials;Waste Management;https://www.agilyx.com/;Agilyx ASA;35.0;1.16;30.17;205.88;0.95;0.0
FR0013452281;Utilities;Utilities - Renewable;https://www.agripower-france.com/;Agripower France Société Anonyme;0.828;3.66;0.23;0.17;0.52;0.0
FR0010641449;;;https://twitter.com/YahooFinance;;0.0522;0.14;0.37;0.37;0.42;0.0
NO0010890304;Industrials;Pollution & Treatment Controls;https://akercarboncapture.com/;Aker Carbon Capture ASA;6.125;9.53;0.64;0.78;0.96;0.0
NO0010921232;Utilities;Utilities - Renewable;https://www.akerhorizons.com/;Aker Horizons ASA;2.096;36.74;0.06;0.04;0.09;0.0
NO0010716582;Energy;Oil & Gas Equipment & Services;https://akersolutions.com/;Aker Solutions ASA;32.82;79.25;0.41;0.34;0.5;0.0
SE0015193412;Basic Materials;Gold;https://akobominerals.com/;Akobo Minerals AB (publ);1.975;1.32;1.5;2.44;0.46;0.0
NO0003097503;Industrials;Farm & Heavy Construction Machinery;https://www.akvagroup.com/;AKVA group ASA;69.2;82.92;0.83;0.6;0.32;0.03
FR0000053027;Consumer Cyclical;Auto Parts;https://akwel-automotive.com/;Akwel SA;8.0;31.91;0.25;0.26;0.69;0.27
NL0013267909;Basic Materials;Specialty Chemicals;https://www.akzonobel.com/;Akzo Nobel N.V.;59.24;66.39;0.89;0.57;0.3;0.04
IT0005446700;Industrials;Industrial Distribution;https://www.alacorporation.com/;A.L.A. società per azioni;22.4;15.05;1.49;0.85;0.37;0.0
FR0000062465;Industrials;Consulting Services;https://www.alan-allman.com/;Alan Allman Associates;3.38;11.22;0.3;0.37;0.18;0.0
FR0014000JX7;Communication Services;Entertainment;https://www.alchimie.com/;Alchimie SA;0.352;3.43;0.1;0.08;0.4;0.0
FR0013258662;Industrials;Rental & Leasing Services;https://www.ayvens.com/;AYVENS;6.325;82.8;0.08;0.07;0.16;1.33
IT0004720733;Utilities;Utilities - Renewable;https://www.alerion.it/;Alerion Clean Power S.p.A.;18.02;21.85;0.82;0.6;0.22;0.11
NL0012817175;Industrials;Electrical Equipment & Parts;https://alfen.com/;Alfen N.V.;12.17;16.91;0.72;0.5;0.45;0.0
IT0005244030;Consumer Defensive;Education & Training Services;https://www.alfiobardolla.com/;Alfio Bardolla Training Group S.p.A.;2.48;1.36;1.82;1.01;0.43;0.0
IT0005466039;Technology;Software - Application;https://www.alfonsino.delivery/;ALFONSINO;0.414;0.45;0.92;0.71;0.14;0.0
FR001400IV58;Financial Services;Asset Management;https://algreen.fr/;AVENTADOR;0.0008;0;0;0;0.3;0.0
IT0005314635;Technology;Information Technology Services;https://www.alkemy.com/;Alkemy S.p.A.;11.85;15.3;0.77;0.53;0.41;0.0
IT0005461303;Industrials;Specialty Business Services;https://www.soluzionetasse.com/;Soluzione Tasse S.p.A.;1.515;1.83;0.83;0.64;0.49;0.0
GB00BNTJ3546;Financial Services;Asset Management;https://allfunds.com/en;Allfunds Group plc;5.69;5.3;1.07;0.55;0.68;0.0
DE0008404005;Financial Services;Insurance - Diversified;https://www.allianz.com/;Allianz SE;301.6;2609.06;0.12;0.12;0.06;0.02
IT0005434615;Technology;Information Technology Services;https://www.almawave.it/;Almawave S.p.A.;2.41;2.19;1.1;0.64;0.64;0.0
NL0010696704;Technology;Information Technology Services;https://www.novisource.nl/;Almunda Professionals N.V.;1.19;23.6;0.05;0.05;0.37;0.0
FR0000053324;Consumer Cyclical;Leisure;https://www.compagniedesalpes.com/;Compagnie des Alpes SA;14.78;42.27;0.35;0.42;0.41;0.17
FR0013421286;Technology;Scientific & Technical Instruments;https://www.alpha-mos.com/;Neotion SA;0.5;0.33;1.52;16.67;1.3;0.0
FR0010220475;Industrials;Railroads;https://www.alstom.com/;Alstom SA;21.55;59.09;0.36;0.24;0.27;0.13
FR0000053837;;;https://issgovernance.com/quickscore;Altamir Ord;23.1;0;0;0;0.93;0.0
FR0000033219;Real Estate;REIT - Residential;https://www.altarea.com/;Altarea SCA;95.0;363.98;0.26;0.21;0.21;0.08
FR0000039216;Real Estate;Real Estate - Development;https://www.altareit.com/;Altareit SCA;470.0;1950.4;0.24;0.14;0.21;0.0
IT0005472730;Technology;Solar;https://www.alteagreenpower.it/;Altea Green Power S.p.A.;6.72;2.21;3.04;2.07;0.46;0.0
FR0000071946;Technology;Information Technology Services;https://www.alten.com/;Alten S.A.;80.95;65.31;1.24;0.86;0.66;0.02
IE00BLRPRP89;Utilities;Utilities - Renewable;https://alternusce.com/;Alternus Energy Group Plc;0.3895;8.46;0.05;0.05;0.22;0.0
FR0000061244;Industrials;Electrical Equipment & Parts;https://www.altheora.com/;Altheora SA;0.339;2.68;0.13;0.11;0.36;0.0
PTALT0AE0002;Basic Materials;Paper & Paper Products;https://altri.pt/;Altri, SGPS, S.A.;5.105;5.05;1.01;0.77;0.34;1.28
NL0012194724;Consumer Cyclical;Internet Retail;https://alumexx.nl/;Alumexx N.V.;1.26;3.32;0.38;0.35;0.1;0.0
FR0013253812;Real Estate;Real Estate Services;https://www.alveen.com/;Alveen S.A.;0.1;0.0;0;0;0;0.0
GB00BNKGZC51;Healthcare;Health Information Services;https://www.amaxperteye.com/;AMA Corporation Plc;0.1655;0.24;0.69;0.49;1.7;0.0
DE0005093108;Industrials;Staffing & Employment Services;https://www.amadeus-fire.de/;Amadeus FiRe AG;79.2;42.63;1.86;1.7;0.44;0.06
ES0109067019;Technology;Information Technology Services;https://www.amadeus.com/;Amadeus IT Group, S.A.;70.0;23.2;3.02;3.26;0.41;0.02
NL0010273694;Consumer Defensive;Farm Products;https://www.amatheon-agri.com/;Amatheon Agri Holding N.V.;0.0225;0.0;0;0;0;0.0
IT0004779515;Financial Services;Capital Markets;https://www.ambromobiliare.it/;Ambromobiliare S.p.A.;1.12;0.84;1.33;0.94;0.76;0.0
NL0000888691;Basic Materials;Other Industrial Metals & Mining;https://www.amg-nv.com/;AMG Critical Materials N.V.;15.03;62.25;0.24;0.2;0.25;0.13
FR0011051598;Basic Materials;Agricultural Inputs;https://amoeba-nature.com/;Amoéba S.A.;0.764;0.13;5.88;7.64;0.68;0.0
IT0004056880;Healthcare;Medical Distribution;https://corporate.amplifon.com/;Amplifon S.p.A.;24.3;17.85;1.36;1.61;0.3;0.02
FR0012789667;Healthcare;Medical Instruments & Supplies;https://www.amplitude-surgical.com/;Amplitude Surgical SA;3.32;4.66;0.71;0.57;0.38;0.0
