Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
NO0010923121;;;;Capsol Technologies ASA;11,2;3;3,73;3,73;0,56;0
NO0010123060;;;;;1,765;0;0;0;0;0
FR0011648716;;;;Carbios SAS;7,27;15,45;0,47;0,45;0,83;0
BE0974273055;;;;Care Property Invest NV;12;33,27;0,36;0,71;0,51;0,29
IT0005331019;;;;Carel Industries S.p.A.;18,68;4,9;3,81;2,23;0,49;0,04
DE0005313704;;;;Carl Zeiss Meditec AG;58,7;25,54;2,3;1,97;0,72;0,02
FR0010907956;;;;Carmat SA;1,062;1,24;0,86;0,88;0,97;0
FR0010828137;;;;Carmila S.A.;15,88;47,58;0,33;0,5;0,5;0,61
FR0000120172;;;;Carrefour SA;14,05;70,58;0,2;0,13;0,21;0,23
IT0005003782;;;;Casta Diva Group S.p.A.;1,258;3,61;0,35;0,24;0,13;0
FR0010193052;;;;SA Catana Group;4,7;6,86;0,69;0,45;0,44;0
FR0000064446;;;;Catering International & Services Société Anonyme;8,16;24,9;0,33;0,2;0,42;0,11
FR0014007LW0;;;;Crypto Blockchain Industries;0,208;0,07;2,97;2,6;0,5;0
FR001400O408;;;;;0,0005;0;0;0;0,5;0
FR0010193979;;;;CBo Territoria SA;3,55;13,72;0,26;0,35;0,53;1,84
DE0007257503;;;;Ceconomy AG;3,136;19,57;0,16;0,1;0,05;1,21
FR0000053506;;;;Cegedim SA;10,9;55,85;0,2;0,15;0,31;0,12
FR0010425595;;;;Cellectis S.A.;1,778;3,95;0,45;0,32;0,4;0
IT0005244618;;;;Cellularline S.p.A.;2,35;6,75;0,35;0,22;0,61;0
BE0974260896;;;;Celyad Oncology SA;0,768;0,28;2,74;1,67;0,08;0
IT0001128047;;;;Cembre S.p.A.;40,95;15,15;2,7;3,48;0,78;0,1
NL0013995087;;;;;10,96;0;0;0;0;0
BE0974303357;;;;Cenergy Holdings SA;9,19;8,49;1,08;0,76;0,22;0
FR0013178712;;;;Cerinnov Group SA;0,724;3,41;0,21;0,14;0,22;0
BE0003883031;;;;Compagnie d'Entreprises CFE SA;5,92;46,51;0,13;0,09;0,22;0,41
FR0000037475;;;;CFI-Compagnie Foncière Internationale;0,5;0;0;0;5,69;5,18
MC0010000826;;;;CFM Indosuez Wealth Management SA;1150;0;0;0;0;0
FR0000037871;;;;Compagnie de Chemins de Fer Départementaux Société Anonyme;900;0;0;0;0;0
FR0000130692;;;;Chargeurs SA;9,77;25,85;0,38;0,24;0,33;0,54
FR001400AJ60;;;;Charwood Energy SA;2,8;2,58;1,09;0,89;0,74;0
FR0000060907;;;;Chausseria;7;0;0;0;3,01;0
FR0010447086;;;;Cheops Technology France Société anonyme;64;0;0;0;0;0
FR0000130403;;;;Christian Dior SE;566;805,68;0,7;0,63;0,16;0
FR0000054322;;;;Cibox Inter@ctive;0,035;0,03;1,17;0,88;0,48;0
BE0003592038;;;;Compagnie du Bois Sauvage S.A.;218;434,84;0,5;0,95;0,79;0,01
FR0000060428;;;;Compagnie Du Mont-Blanc;149;0;0;0;0;0,02
IT0000070786;;;;CIR S.p.A. - Compagnie Industriali Riunite;0,61;0;0;0;0,23;2,97
NO0013033795;;;;Circio Holding ASA;0,81;0,63;1,29;-0,92;3,42;0
IT0005344996;;;;Circle S.p.A.;8,26;3,92;2,11;1,37;0,55;0
IT0005091324;;;;Clabo S.p.A.;1,67;10,94;0,15;0,13;0,09;0
FR0013426004;;;;;1,298;0;0;0;0;0
FR0010386334;;;;Clariane SE;1,801;38,36;0,05;0,05;0,25;1,08
FR0004152882;;;;Clasquin SA;141,73;91,91;1,54;0,9;0,27;0,02
IT0005117848;;;;Class Editori Spa;0,0802;0,81;0,1;0,1;0,04;16,21
IT0005377277;;;;CleanBnB S.p.A.;1,22;0,9;1,36;0,73;0,2;0
NO0010876642;;;;Cloudberry Clean Energy ASA;11,2;23,28;0,48;0,85;0,6;0
IT0005577090;;;;Cloudia Research S.p.A.;1,52;1,36;1,12;0,77;0,48;0
NL0012747059;;;;CM.com N.V.;6,08;9,9;0,61;0,56;0,12;0
FR0013406881;;;;;1,2;0;0;0;0;0
NL0010545661;;;;CNH Industrial N.V.;11,94;0;0;0;0,17;0,16
NL0010949392;;;;Cnova N.V.;0,8;3,24;0,25;0,46;0,68;0
BE0003519270;;;;Brouwerij Handelsmaatschappij NV;1630;0;0;0;0,64;0
GB00BDCPN049;;;;Coca-Cola Europacific Partners PLC;73,9;65,54;1,13;1,22;0,28;0,04
NO0010895667;;;;CodeLab Capital AS;0,0598;0,09;0,66;0,85;0,96;0
FR0010667147;;;;COFACE SA;14,41;50,99;0,28;0,37;0,27;0,41
FR0013257409;;;;Cofidur S.A.;328;0;0;0;0,52;0,01
PTCFN0AE0003;;;;Cofina, SGPS, S.A.;0,7;6,66;0,11;0,09;0,8;4,51
BE0003593044;;;;Cofinimmo SA;56,1;181,29;0,31;0,64;0,55;0,11
IT0005465619;;;;Cofle S.p.A.;3,92;10,25;0,38;0,26;0,55;0
FR0013335742;;;;Cogelec SA;15,9;10,28;1,55;0,93;0,07;0
FR0011071570;;;;Cogra 48 Société Anonyme;5,9;12,08;0,49;0,52;0,67;0
FR0004031763;;;;Coheris Société Anonyme;8,16;5,24;1,56;1,09;0,47;0,5
BE0160342011;;;;Coil S.A./N.V.;3,06;10,8;0,28;0,51;0,69;0
FR0010959684;;;;Colipays Reunion Société anonyme;0,565;0;0;0;0;0
BE0974256852;;;;Colruyt Group N.V.;41,7;46,16;0,9;0,89;0,48;0,08
IT0005428971;;;;Comal S.p.A.;3,8;17,02;0,22;0,12;0,09;0
IT0005246191;;;;Comer Industries S.p.A.;31,1;28,25;1,1;0,73;0,42;0,09
DE000CBK1001;;;;Commerzbank AG;15,145;0;0;0;0,07;0,19
IT0005453235;;;;Compagnia dei Caraibi S.p.A.;0,62;2,48;0,25;0,13;0,11;0
FR0000062234;;;;Compagnie de l'Odet;1528;12540;0,12;0,1;0,2;0
IT0004105653;;;;Conafi S.p.A.;0,206;0,61;0,34;0,25;0,64;47,91
PTCDU0AE0003;;;;Conduril - Engenharia, S.A.;21;0;0;0;0;0,1
IT0005379604;;;;Confinvest F.L. S.p.A.;1,69;0,94;1,8;1,37;0,72;0
FR00140007I9;;;;Les Constructeurs du Bois S.A.;3;0;0;0;0;0
SE0014731154;;;;ContextVision AB (publ);5,16;1,48;3,49;3,07;0,8;0
DE0005439004;;;;Continental Aktiengesellschaft;64,88;165,69;0,39;0,31;0,37;0,04
IT0005426215;;;;Convergenze S.p.A. Società Benefit;1,75;2,59;0,68;0,64;0,29;0
IT0005379406;;;;Copernico Sim S.p.A.;7,3;3,75;1,95;1,72;0,76;0
NL0010583399;;;;Corbion N.V.;22,56;25,66;0,88;0,94;0,49;0,08
LU1296758029;;;;CORESTATE Capital Holding S.A.;0;0;0;0;0;0
FR0013371507;;;;Coretech 5 Société anonyme;0,0105;0;0;0;0;0
NL0015000DY3;;;;Corre Energy B.V.;0,1;0,43;0,23;0,22;0,19;0
PTCOR0AE0006;;;;Corticeira Amorim, S.G.P.S., S.A.;8,53;10,52;0,81;0,71;0,51;0,32
FR0004998318;;;;Courbet Sa;1,15;0;0;0;0;0
FR0000065393;;;;Courtois S.A.;126;0;0;0;1,04;0,02
DE0006062144;;;;Covestro AG;57,8;67,13;0,86;0,82;0,48;0
FR0000064578;;;;Covivio;49,88;228,66;0,22;0,27;0,32;0,14
FR0000060303;;;;Covivio Hotels;18,5;44,59;0,41;0,73;0,51;0,33
NO0010808892;;;;Crayon Group Holding ASA;128,9;163,87;0,79;0,46;0,18;0
FR0000044323;;;;Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative;75;0;0;0;0,12;0,06
FR0000185506;;;;Crédit Agricole Atlantique Vendée;80,41;25328,87;0;0;0,12;0,05
FR0010483768;;;;Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative;17,9;2877,34;0,01;0,01;0,12;0,3
FR0000045213;;;;Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine Société coopérative;61,16;8876,57;0,01;0,01;0,11;0,06
FR0010461053;;;;Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative;52,06;1772,57;0,03;0,03;0,15;0,07
FR0000045239;;;;Caisse Regionale de Credit Agricole Mutuel de la Loire-Haute-Loire SA;57,48;0;0;0;0,18;0,06
FR0000045551;;;;Caisse Régionale de Crédit Agricole du Morbihan;62,01;8601,39;0,01;0,01;0,15;0,05
FR0000185514;;;;Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative;13,5;2376,16;0,01;0,01;0,14;0,34
FR0000044364;;;;Caisse Régionale de Crédit Agricole Mutuel de Normandie-Seine Société coopérative;80,25;0;0;0;0;0,06
FR0000045528;;;;Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France;59,3;8928,46;0,01;0,01;0,11;0,07
FR0000045346;;;;Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes;122,56;0;0;0;0,11;0,03
FR0000045304;;;;Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative;75,48;16010,72;0;0,01;0,15;0,05
IT0005408593;;;;Creactives Group S.p.A.;2,5;0,91;2,75;2,55;0,12;0
IT0003121677;;;;Credito Emiliano S.p.A.;10,52;185,82;0,06;0,06;0,07;0,29
FR0000045072;;;;Crédit Agricole S.A.;12,925;0;0;0;0,03;0,41
BE0003836534;;;;Crescent NV;0,0102;0;0;0;0,26;0
FR0011716265;;;;Crossject Société Anonyme;1,91;0,96;1,99;2,3;0,2;0
FR0000050395;;;;Crosswood SA;9,2;9,38;0,98;4,36;0,8;0
IT0005353575;;;;CrowdFundMe S.p.A.;1,81;0,68;2,66;2,41;0,78;0
IT0001127874;;;;CSP International Fashion Group S.p.A.;0,29;2,3;0,13;0,1;0,59;14,93
NL0000345577;;;;Ctac N.V.;2,88;2,91;0,99;0,59;0,42;1,09
NL00150006R6;;;;CTP N.V.;15,4;37,27;0,41;0,6;0,41;0
PTCTT0AM0001;;;;CTT - Correios De Portugal, S.A.;4,64;39,55;0,12;0,08;0,04;1,8
IT0005532483;;;;Cube Labs S.p.A.;2,2;3,35;0,66;3,19;0,92;0
IT0005257347;;;;CULTI Milano S.p.A.;11,95;6,23;1,92;1,03;0,35;0
BE0003463685;;;;Cumulex N.V.;0,81;0;0;0;11350,81;0
NL0015436031;;;;;2,758;0;0;0;0;0
JE00BRX98089;;;;CVC Capital Partners plc;23,12;0;0;0;0;0
IT0005412504;;;;Cy4gate S.p.A.;4,35;4,1;1,06;0,63;0,52;0
FR0014004QR6;;;;;0,0001;0;0;0;0;0
FR0013507985;;;;;0,002;0;0;0;0,51;0
FR0013508009;;;;;0,0005;0;0;0;0,51;0
IT0005546103;;;;Cyberoo S.p.A.;2,17;0,64;3,39;2,24;0,78;0
NO0010015175;;;;Cyviz AS;30,9;16,27;1,9;1,04;0,31;0
LU2592315662;;;;d'Amico International Shipping S.A.;4,165;9,14;0,46;0,79;0,68;0
BE0974259880;;;;D'Ieteren Group SA;206,2;101,35;2,03;1,53;0,5;0,01
FR0010404368;;;;DLSI;12,2;32,5;0,38;0,24;0,62;0,23
IE00BJMZDW83;;;;Dalata Hotel Group plc;4,56;11,59;0,39;0,81;0,56;0
FR0000185423;;;;Damartex;5,62;36,19;0,16;0,11;0,21;0,43
IT0000076502;;;;Danieli & C. Officine Meccaniche S.p.A.;24,7;198,49;0,12;0,09;0,35;0,04
IT0000076486;;;;Danieli & C. Officine Meccaniche S.p.A.;19,16;204,09;0,09;0,06;0,35;0,08
FR0000120644;;;;Danone S.A.;64,98;54,69;1,19;1,02;0,38;0,04
FR0014004L86;;;;Dassault Aviation société anonyme;193,9;298,37;0,65;0,42;0,25;0,01
FR0014003TT8;;;;Dassault Systèmes SE;33,89;0;0;0;0,57;0,01
IE0000527006;;;;Datalex plc;0,38;0,13;2,92;4,22;1,23;0
IT0004053440;;;;Datalogic S.p.A.;5,18;8,08;0,64;0,48;0,58;0,6
IT0005468357;;;;Datrix S.p.A.;1,07;2,3;0,47;0,24;0,55;0
IT0005285942;;;;DBA Group S.p.A.;2,83;5,78;0,49;0,28;0,3;0
FR001400LO86;;;;DBT SA;0,45;4,11;0,11;0,09;0,38;0
FR0010417345;;;;DBV Technologies S.A.;0,694;0,97;0,72;0,62;0,72;0
IT0003115950;;;;De'Longhi S.p.A.;29,3;16,59;1,77;1,15;0,51;0,09
BE0003789063;;;;Deceuninck NV;2,34;4,82;0,49;0,46;0,46;0,52
NO0010955917;;;;Deep Value Driller AS;16,7;1,67;10;8,79;0,09;0
FR001400AYG6;;;;Deezer S.A.;1,27;1,66;0,77;1,21;1,71;0
FR0000062978;;;;ADLPartner SA;36;43,78;0,82;0,49;0,21;0,2
FR0000054132;;;;Delfingen Industry S.A.;12,15;111,2;0,11;0,08;0,4;0,22
DE000A2E4K43;;;;Delivery Hero SE;35,24;47,6;0,74;0,87;0,18;0
FR0013283108;;;;;64,4;0;0;0;0;0
BE0974413453;;;;DEME Group NV;146,6;186,95;0,78;0,82;0,43;0
IT0005528937;;;;Deodato.Gallery S.p.A.;0,358;0,27;1,33;0,85;0,44;0
FR0000053381;;;;Derichebourg SA;4,418;14,48;0,31;0,3;0,41;0,58
NO0010963275;;;;Desert Control AS;5,1;1,69;3,02;3,15;0,95;0
IT0005454027;;;;Destination Italia S.p.A.;0,594;2,23;0,27;0,23;0,16;0
DE0005140008;;;;Deutsche Bank Aktiengesellschaft;16,966;0;0;0;0,06;0,16
DE0005810055;;;;Deutsche Börse AG;224,1;1599,01;0,14;0,07;0,03;0,01
DE0007480204;;;;Deutsche EuroShop AG;19,32;56,21;0,34;0,54;0,43;0,26
DE0008232125;;;;Deutsche Lufthansa AG;6,594;0;0;0;0,22;0,81
DE0005552004;;;;Deutsche Post AG;35,46;0;0;0;0,33;0,1
DE000A0XYG76;;;;Deutsche Rohstoff AG;32,6;97,96;0,33;0,44;0,42;0,09
DE0005557508;;;;Deutsche Telekom AG;30,58;0;0;0;0,2;0,13
DE000A0HN5C6;;;;Deutsche Wohnen SE;24,75;66,91;0,37;0,59;0,5;0,05
DE0006305006;;;;DEUTZ Aktiengesellschaft;4,052;10,22;0,4;0,33;0,48;0,48
FR0000060840;;;;Devernois S.A.;10,3;0;0;0;0,42;0,39
IT0005543480;;;;Dexelance S.p.A.;8,61;14,67;0,59;0,49;0,34;0
NL0009169515;;;;DGB Group N.V.;0,898;0,53;1,69;1,02;0,84;5,39
IT0005203622;;;;Dominion Hosting Holding S.p.A.;24,2;7,62;3,18;2,49;0,44;0
FR001400IAQ8;;;;;0,0015;0;0;0;0,27;0
FR0012202497;;;;Diagnostic Medical Systems S.A.;0,714;2,32;0,31;0,17;0,27;0
IT0003492391;;;;DiaSorin S.p.A.;104,75;35,28;2,97;2,38;0,52;0,01
BE0003698124;;;;;106;0;0;0;0;0
IT0005089476;;;;DigiTouch S.p.A.;1,96;2,95;0,66;0,4;0,34;0
IT0001463063;;;;Directa Sim S.p.A.;4,01;5,06;0,79;0,5;0,44;0
BE0003605160;;;;Immobiliere Distri-Land NV;191;0;0;0;0;0,05
BE0974289218;;;;;0,0148;0;0;0;0;0
NO0010161896;;;;DNB Bank ASA;233,5;0;0;0;0,07;0,02
NO0003921009;;;;DNO ASA;10,15;2,78;3,65;3,17;0,4;0
FR0010436584;;;;DNXCorp SE;16,3;6,07;2,69;1,58;0,7;0,67
FR0000065260;;;;Les Docks des Pétroles d'Ambès -SA;580;0;0;0;0,21;0,01
NO0012851874;;;;DOF Group ASA;84,1;11,22;7,5;8,76;0,43;0
FR0014004QZ9;;;;Dolfines SA;1,7998;2,81;0,64;0,58;0,14;0
NO0012595950;;;;Dolphin Drilling AS;3,475;0,63;5,52;4,51;0,4;0
IE000TIRQBE1;;;;Donegal Investment Group plc;16,5;21,26;0,78;0,63;0,58;0,17
FR0013331212;;;;Don't Nod Entertainment S.A.;1,26;5,46;0,23;0,2;0,98;0
IT0001044996;;;;doValue S.p.A.;1,576;29,11;0,05;0,06;0,06;0
IT0005394413;;;;Doxee S.p.A.;1,55;5,66;0,27;0,34;0,14;0
FR0013088606;;;;Drone Volt SA;0,355;0;0;0;0;0
FR0014007951;;;;;0,001;0;0;0;0;0
CH1216478797;;;;DSM-Firmenich AG;104,6;58,55;1,79;1,37;0,69;0
DE0005565204;;;;Dürr Aktiengesellschaft;23,3;57,61;0,4;0,23;0,24;0,1
FR0014004339;;;;E-Pango SA;0,141;0,87;0,16;0,18;0,52;0
IT0005557514;;;;E-Globe S.p.A.;0,91;0;0;0;0;0
IT0005391229;;;;e-Novia S.p.A.;2,18;1,36;1,6;1,39;0,17;0
DE000ENAG999;;;;E.ON SE;11,955;0;0;0;0,15;0,39
IT0005581365;;;;E.P.H.;0,38;0;0;0;16;0
FR0010428771;;;;Eagle Football Group Société anonyme;1,975;5,44;0,36;0,29;0,05;0
NO0010607781;;;;;0,0032;0;0;0;0;0
NL0000345627;;;;Ease2pay N.V.;0,443;0,22;2,01;1,34;0,71;974,63
FR0007200100;;;;Compagnie Des Eaux De Royan;50;0;0;0;0;0
NL0015000CZ2;;;;Ebusco Holding N.V.;1,4012;7,14;0,2;0,13;0,42;0
NO0010939804;;;;;0,8;0;0;0;0;0
DE0005659700;;;;Eckert & Ziegler SE;47,42;20,55;2,31;1,94;0,52;0,02
IT0005543332;;;;Ecomembrane S.p.A.;4,52;4,82;0,94;0,69;0,88;0
FR0013534617;;;;écomiam SA;2,33;3,82;0,61;0,45;0,38;0
BE0974313455;;;;Econocom Group SE;1,972;11,79;0,17;0,1;0,2;0,81
FR0011490648;;;;Ecoslops S.A.;0,676;0;0;0;0;0
IT0005001943;;;;Ecosuntek S.p.A.;18,4;78,08;0,24;0,15;0,09;0
NO0010998529;;;;Edda Wind ASA;20,4;5,04;4,05;6,8;0,49;0
FR0010908533;;;;Edenred SE;30,6;72,19;0,42;0,34;0,04;0,06
IT0005561441;;;;Edil San Felice S.p.A.;3,88;0;0;0;0;0
IT0005351504;;;;EdiliziAcrobatica S.p.A.;7,82;17,36;0,45;0,27;0,19;0
IT0003372205;;;;Edison S.p.A.;1,82;96,2;0,02;0,02;0,49;3,59
PTEDP0AM0009;;;;EDP, S.A.;3,283;0;0;0;0,21;1,34
ES0127797019;;;;EDP Renováveis, S.A.;10,13;0;0;0;0,37;0,05
FR0010882886;;;;Eduform'action Société Anonyme;0,402;0;0;0;0;0
IT0005577868;;;;EEMS Italia SpA;0,171;0,4;0,43;0,36;0,61;0
FR0000072373;;;;Egide S.A.;0,346;1,31;0,26;0,18;0,23;0
NL0015000K10;;;;European Healthcare Acquisition & Growth Company B.V.;0;12,81;0;0;0,13;0
NO0010263023;;;;Eidesvik Offshore ASA;13,26;38,16;0,35;0,5;0,56;0,22
FR0000130452;;;;Eiffage SA;87;426,75;0,2;0,18;0,19;0,03
FR0011466069;;;;EKINOPS S.A.;3,59;5,53;0,65;0,52;0,78;0
BE0974380124;;;;Ekopak NV;14,4;5,18;2,78;1,8;0,46;0
IT0005453250;;;;EL.En. S.p.A.;12,38;0;0;0;0;0,15
FR0000031023;;;;Électricite de Strasbourg Société Anonyme;110,5;251,85;0,44;0,35;0,25;0,04
FR0000035719;;;;Electricité et Eaux de Madagascar Société Anonyme;3,12;3,4;0,92;2,08;0,89;0
NO0010358484;;;;Electromagnetic Geoservices ASA;2,03;0,27;7,52;5,49;0,14;0
NO0010911902;;;;Elektroimportøren AS;13,5;21,82;0,62;0,46;0,41;0
IT0005373417;;;;ELES Semiconductor Equipment S.p.A.;1,43;2,84;0,5;0,34;0,53;0
BE0003822393;;;;Elia Group SA/NV;84,9;226,75;0,37;0,37;0,26;0,02
IT0003404214;;;;Elica S.p.A.;1,715;5,29;0,32;0,24;0,35;0
FR0011950732;;;;Elior;2,626;16,17;0,16;0,16;0,22;1,21
FR0012435121;;;;Elis SA;18,82;29,74;0,63;0,59;0,39;0
NO0010816093;;;;Elkem ASA;18,82;78,97;0,24;0,24;0,49;0,57
NO0010722283;;;;Elliptic Laboratories ASA;9,24;2,66;3,47;4,6;0,9;0
NO0010815673;;;;Elmera Group ASA;39,65;38,53;1,03;0,79;0,26;0,22
NO0011002586;;;;;3,94;0;0;0;0;0
IT0005561466;;;;ELSA Solutions S.p.A.;1,95;0;0;0;0;0
IT0001237053;;;;Emak S.p.A.;0,923;3,66;0,25;0,17;0,4;3,67
ES0105639001;;;;Embention Sistemas Inteligentes, S.A.;21;0;0;0;0;0
IT0005562183;;;;Emma Villas S.p.A.;2,29;0;0;0;0;0
FR0013356755;;;;Emova Group SA;0,86;7,87;0,11;0,13;0,41;0
ES0130960018;;;;Enagás, S.A.;13,1;28,92;0,45;0,5;0,33;0,73
IT0005176406;;;;ENAV S.p.A.;4,148;3,43;1,21;1,55;0,58;0
FR0004030708;;;;Encres Dubuit;2,76;7,35;0,38;0,44;0,81;2,23
ES0130670112;;;;Endesa, S.A.;21,47;0;0;0;0,2;0,37
NO0012555459;;;;Endúr ASA;64,5;54,29;1,19;0,84;0,4;0
IT0003128367;;;;Enel SpA;7,012;0;0;0;0,19;0,82
FR0013330792;;;;ENENSYS Technologies SA;0,778;2,23;0,35;0,21;0,04;0
NO0012697715;;;;Energeia AS;0,65;1,54;0,42;0,49;0,49;0
FR0013399359;;;;SA Energisme;0,0055;0;0;0;0;0
IT0005500712;;;;Energy S.p.A.;0,844;1,77;0,48;0,37;0,65;0
IT0004356751;;;;Enervit S.p.A.;3,41;3,1;1,1;0,81;0,47;0,61
FR0010208488;;;;Engie SA;15,265;0;0;0;0,15;0,39
IT0003132476;;;;Eni S.p.A.;13,454;0;0;0;0,37;0,49
FR0014004974;;;;;1,51;0;0;0;0;0
NO0013186460;;;;Ensurge Micropower ASA;0,7955;0,02;39,77;26,52;0,16;0
FR0014004362;;;;Entech SA;5,1;3,78;1,35;0,86;0,53;0
NO0010716418;;;;;10,12;0;0;0;0;0
FR0010424697;;;;;0,399;0;0;0;0;0
NL0015000GX8;;;;Envipco Holding N.V.;5,3;1,91;2,77;2,06;0,52;0
FR0010465534;;;;Eo2 Société Anonyme;3,6;0;0;0;0;0
IT0005519837;;;;Eprcomunicazione S.p.A.;1,24;1,94;0,64;0,32;0,39;0
FR0012882389;;;;Equasens Société anonyme;40,15;17,55;2,29;1,97;0,58;0,04
NO0010096985;;;;Equinor ASA;265,1;0;0;0;0,33;0,01
IT0005312027;;;;Equita Group S.p.A.;3,94;6,82;0,58;0,42;0,27;2,01
NO0010708605;;;;Eqva ASA;4,75;6,31;0,75;0,46;0,41;0
FR0000131757;;;;ERAMET S.A.;48,9;222,09;0,22;0,17;0,26;0,04
IT0001157020;;;;ERG S.p.A.;19,96;30,31;0,66;0,61;0,35;0,17
SE0000108656;;;;Telefonaktiebolaget LM Ericsson (publ);91,96;0;0;0;0,31;0,03
IT0005521247;;;;ErreDue S.p.A.;7,9;13,86;0,57;0,58;0,76;0
AT0000652011;;;;Erste Group Bank AG;54,42;883,11;0,06;0,07;0,07;0,05
IT0005337107;;;;Esautomotion S.p.A.;2,83;3,17;0,89;0,7;0,85;0,74
IT0005421885;;;;ESI S.p.A.;1,15;2,96;0,39;0,21;0,13;0
FR0000035818;;;;Esker SA;260,2;20,36;12,78;9,64;0,84;0
IT0005573818;;;;Espe S.p.A.;2,7;4,08;0,66;0,37;0,19;0
IT0003850929;;;;Esprinet S.p.A.;4,558;33,15;0,14;0,08;0,21;0,62
FR0000121667;;;;EssilorLuxottica Société anonyme;229,8;55,44;4,15;3,28;0,65;0,01
FR0000120669;;;;Esso S.A.F.;104;366,75;0,28;0,21;0,63;0,06
PTESO0AM0000;;;;Estoril Sol, SGPS, S.A.;5,1;23,48;0,22;0,19;0,38;0
IT0005468191;;;;Estrima S.p.A.;0,232;6,15;0,04;0,02;0,22;0
IT0004818297;;;;EuKedos S.p.A.;0,835;5,74;0,15;0,15;0,2;0
FR0000061475;;;;Eurasia Fonciere Investissements Société Anonyme;0,29;0;0;0;0;0
FR0010844001;;;;Eurasia Groupe SA;1,98;0;0;0;0;0
FR0000121121;;;;Eurazeo SE;69,5;132,75;0,52;2,33;0,84;0,03
FR0014008VX5;;;;Euroapi S.A.;4,102;18,4;0,22;0,19;0,5;0
FR0013240934;;;;Eurobio Scientific Société anonyme;25,75;16,27;1,58;0,91;0,55;0
GB00B94QM994;;;;Eurocastle Investment Limited;7,5;22,21;0,34;15,96;1,01;1,43
NL0015000K93;;;;Eurocommercial Properties N.V.;23,1;72,28;0,32;0,63;0,52;0
FR0013256518;;;;Eurofins-Cerep SA;19800;0;0;0;0,92;0
FR0014000MR3;;;;Eurofins Scientific SE;46,61;32,44;1,44;0,98;0,5;0,01
IT0005527616;;;;EuroGroup Laminations S.p.A.;2,87;13;0,22;0,16;0,36;0
FR0010157115;;;;Euroland Corporate Société anonyme;2,82;0;0;0;0;2,2
BE0003816338;;;;Cmb.Tech NV;10,53;18,58;0,57;0,67;0,3;0,46
NL0006294274;;;;Euronext N.V.;108;1841,38;0,06;0,03;0,02;0,02
FR0010490920;;;;EuropaCorp;0,347;1,11;0,31;0,24;0,02;0
NO0010735343;;;;Europris ASA;69,8;39,42;1,77;1,27;0,41;0,06
IT0003895668;;;;Eurotech S.p.A.;0,78;1,52;0,51;0,3;0,64;0
FR0010221234;;;;Eutelsat Communications Société Anonyme;3,02;14,2;0,21;0,24;0,48;3,75
DK0061414711;;;;Everfuel A/S;12,9;1,14;11,32;15,73;0,51;0
FR0000035784;;;;Transition Evergreen SA;1,13;4,12;0,27;0,97;0,8;0
IT0005430936;;;;eVISO S.p.A.;6,28;3;2,09;1,27;0,25;0
DE000EVNK013;;;;Evonik Industries AG;17,96;30,35;0,59;0,52;0,46;0,3
DE0005664809;;;;Evotec SE;8,93;9,55;0,94;0,92;0,49;0
BE0003820371;;;;EVS Broadcast Equipment SA;29,15;17,18;1,7;1,74;0,87;0,15
FR0000064164;;;;Exacompta Clairefontaine S.A.;149;790,32;0,19;0,16;0,55;0,02
NO0010852213;;;;EXACT Therapeutics AS;3,8;1,91;1,99;1,69;0,74;0
FR0000062671;;;;Exail Technologies;17,22;57,18;0,3;0,3;0,16;0,15
FR0014005DA7;;;;Exclusive Networks SA;24;31,62;0,76;0,49;0,29;0
IT0005557530;;;;Execus S.p.A.;1,35;0,56;2,41;1,41;0,51;0
FR0004527638;;;;EXEL Industries SA;42;116,36;0,36;0,28;0,54;0,04
BE0003808251;;;;Exmar NV;11,2;16,1;0,7;0,86;0,64;0,51
NL0012059018;;;;Exor N.V.;95,25;397,19;0,24;0,17;0,27;0
IT0004496029;;;;Expert.ai S.p.A.;1,396;0,84;1,66;1,86;0,52;0
FR0014003AQ4;;;;EPC Groupe;186,5;204,72;0,91;0,73;0,33;0,01
ES0105029005;;;;Facephi Biometria, S.A.;1,56;1,29;1,21;0,79;0,34;0
IT0005500688;;;;FAE Technology S.p.A.;2,94;2,54;1,16;0,72;0,33;0
BE0003874915;;;;Fagron NV;18,08;7,72;2,34;1,5;0,53;0,06
IT0005487670;;;;Farmacosmo S.p.A.;0,58;0,76;0,76;0,46;0,41;0
PTFNV1AM0002;;;;Farminveste, S.G.P.S., S.A.;1,26;215,68;0,01;0;0,22;0
NL0013654809;;;;Fastned B.V.;22,15;16,93;1,31;1,33;0,47;0
FR0000031973;;;;Fayenceries de Sarreguemines, Digoin & Vitry-le-Francois Société Anonyme;17,6;0;0;0;0;0
IE0003290289;;;;FBD Holdings plc;12,6;0;0;0;0;0,33
FR0012300424;;;;FD SA;0,41;0;0;0;0;0
GB0031477770;;;;FD Technologies plc;2020;5,9;342,37;206,12;0,51;0
